"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"1974","13","text","0","1976","0.0-0.0","s638","","","","","","","","","","","","","","","","","",""
"1784","89","poldrack-text","1","4763","0.0-1.0","s638","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1784","500","fmri_response_test","","","","","","","","","","","","","",""
"1010","71","poldrack-text","2","6275","0.0-2.0","s638","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1010","500","fmri_response_test","","","","","","","","","","","","","",""
"3319","82","poldrack-text","3","10096","0.0-3.0","s638","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","3319","500","fmri_response_test","","","","","","","","","","","","","",""
"25071","32","poldrack-single-stim","4","35671","0.0-4.0","s638","","25071","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","25071","","","","","","","","","","",""
"24333","32","poldrack-text","5","60004","0.0-5.0","s638","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24333","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1053","84","poldrack-text","6","61057","0.0-6.0","s638","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1053","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","61737","0.0-7.0","s638","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","62417","0.0-8.0","s638","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","63097","0.0-9.0","s638","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
