"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"3588","13","text","0","3590","0.0-0.0","s234","","","","","","","","","","","","","","","","","",""
"1737","89","poldrack-text","1","6330","0.0-1.0","s234","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1737","500","fmri_response_test","","","","","","","","","","","","","",""
"634","71","poldrack-text","2","7465","0.0-2.0","s234","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","634","500","fmri_response_test","","","","","","","","","","","","","",""
"12739","","survey-text","3","20712","0.0-3.0","s234","","","","task_setup","{""Q0"":""400""}","","","","","","","","","","","","",""
"29991","32","poldrack-single-stim","4","51728","0.0-4.0","s234","","29991","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","29991","","","","","","","","","",""
"-1","-1","poldrack-categorize","5","54083","0.0-5.0-0.0-0.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","89","500","practice","0","","","","",""
"749","71","poldrack-categorize","6","56689","0.0-5.0-0.0-1.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"811","89","poldrack-categorize","7","59296","0.0-5.0-0.0-2.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"578","71","poldrack-categorize","8","61902","0.0-5.0-0.0-3.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"686","71","poldrack-categorize","9","64508","0.0-5.0-0.0-4.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"661","71","poldrack-categorize","10","67112","0.0-5.0-0.0-5.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"596","89","poldrack-categorize","11","69718","0.0-5.0-0.0-6.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"541","89","poldrack-categorize","12","72323","0.0-5.0-0.0-7.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"450","71","poldrack-categorize","13","74929","0.0-5.0-0.0-8.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"599","89","poldrack-categorize","14","77534","0.0-5.0-0.0-9.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"533","71","poldrack-categorize","15","80140","0.0-5.0-0.0-10.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","10","","","","",""
"856","71","poldrack-categorize","16","82745","0.0-5.0-0.0-11.0","s234","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","89","500","practice","11","","","","",""
"42688","32","poldrack-text","17","125686","0.0-6.0","s234","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","42688","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"3456","84","poldrack-text","18","129142","0.0-7.0","s234","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","3456","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","129822","0.0-8.0","s234","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","20","130502","0.0-9.0","s234","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
