"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2680","13","text","0","2682","0.0-0.0","s234","","","","","","","","","","","","","","","",""
"833","89","poldrack-text","1","4517","0.0-1.0","s234","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","833","500","fmri_response_test","","","","","","","","","","","",""
"360","71","poldrack-text","2","5380","0.0-2.0","s234","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","360","500","fmri_response_test","","","","","","","","","","","",""
"6360","82","poldrack-text","3","12242","0.0-3.0","s234","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","6360","500","fmri_response_test","","","","","","","","","","","",""
"7800","32","poldrack-single-stim","4","20546","0.0-4.0","s234","","7800","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","7800","","","","","","","","",""
"971","89","poldrack-categorize","5","23053","0.0-5.0-0.0-0.0","s234","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","23307","0.0-5.0-1.0","s234","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"538","89","poldrack-categorize","7","25310","0.0-5.0-2.0-0.0","s234","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","2","practice",""
"-1","-1","poldrack-single-stim","8","25561","0.0-5.0-3.0","s234","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"690","82","poldrack-categorize","9","27566","0.0-5.0-4.0-0.0","s234","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","3","practice",""
"-1","-1","poldrack-single-stim","10","27817","0.0-5.0-5.0","s234","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"559","89","poldrack-categorize","11","29822","0.0-5.0-6.0-0.0","s234","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","4","practice",""
"-1","-1","poldrack-single-stim","12","30074","0.0-5.0-7.0","s234","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"951","82","poldrack-categorize","13","32078","0.0-5.0-8.0-0.0","s234","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","5","practice",""
