"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","bonus"
"","1436","89","5044","0","","poldrack-single-stim","40","167668","0.0-40.0","discount_fixed","163046,163726,164406,165085,165767,166445,167126","<div class = dd-stim><div class = amtbox style = ""color:white"">$33</div><br><br><div class = delbox style = ""color:white"">163 days</div></div>","89,71","4000","","20","33","163","larger_later",""
"","1462","89","4976","0","","poldrack-single-stim","41","172649","0.0-41.0","discount_fixed","167805,168486,169166,169845,170526,171206,171886,172566","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">75 days</div></div>","89,71","4000","","20","29","75","larger_later",""
"","1389","89","4976","0","","poldrack-single-stim","42","177630","0.0-42.0","discount_fixed","173246,173926,174606,175286,175966,176645,177324","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">157 days</div></div>","89,71","4000","","20","45","157","larger_later",""
"","1172","89","5316","0","","poldrack-single-stim","43","182951","0.0-43.0","discount_fixed","178005,178686,179365,180045,180726,181405,182086,182766","<div class = dd-stim><div class = amtbox style = ""color:white"">$31</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","31","74","larger_later",""
"","1779","71","4500","0","","poldrack-single-stim","44","187457","0.0-44.0","discount_fixed","183445,184126,184806,185486,186167,186846","<div class = dd-stim><div class = amtbox style = ""color:white"">$80</div><br><br><div class = delbox style = ""color:white"">39 days</div></div>","89,71","4000","","20","80","39","smaller_sooner",""
"","1213","89","5044","0","","poldrack-single-stim","45","192507","0.0-45.0","discount_fixed","187526,188206,188886,189566,190246,190926,191606,192285","<div class = dd-stim><div class = amtbox style = ""color:white"">$22</div><br><br><div class = delbox style = ""color:white"">21 days</div></div>","89,71","4000","","20","22","21","larger_later",""
"","1587","89","4704","0","","poldrack-single-stim","46","197216","0.0-46.0","discount_fixed","192965,193646,194326,195006,195686,196367,197045","<div class = dd-stim><div class = amtbox style = ""color:white"">$52</div><br><br><div class = delbox style = ""color:white"">139 days</div></div>","89,71","4000","","20","52","139","larger_later",""
"","1230","89","4840","0","","poldrack-single-stim","47","202062","0.0-47.0","discount_fixed","197726,198406,199086,199766,200446,201126,201806","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">126 days</div></div>","89,71","4000","","20","54","126","larger_later",""
"","1854","89","6744","0","","poldrack-single-stim","48","208812","0.0-48.0","discount_fixed","202485,203165,203845,204525,205205,205886,206566,207245,207925,208605","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","23","176","larger_later",""
"","1393","89","4500","0","","poldrack-single-stim","49","213317","0.0-49.0","discount_fixed","209286,209965,210645,211326,212006,212686","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">87 days</div></div>","89,71","4000","","20","24","87","larger_later",""
