rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
2078,13,text,0,2082,0.0-0.0,s638,,,,,,,,,,,,,,,
14549,66,poldrack-text,1,17637,0.0-1.0,s638,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,14549,500,fmri_response_test,,,,,,,,,,,
1413,89,poldrack-text,2,19556,0.0-2.0,s638,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1413,500,fmri_response_test,,,,,,,,,,,
679,71,poldrack-text,3,20740,0.0-3.0,s638,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,679,500,fmri_response_test,,,,,,,,,,,
606,82,poldrack-text,4,21851,0.0-4.0,s638,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,606,500,fmri_response_test,,,,,,,,,,,
471,77,poldrack-text,5,22826,0.0-5.0,s638,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,471,500,fmri_response_test,,,,,,,,,,,
11525,32,poldrack-single-stim,6,34858,0.0-6.0,s638,,11525,0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,11525,,,,,,,,
29645,32,poldrack-text,7,64504,0.0-7.0,s638,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,29645,0,fmri_scanner_wait,,,,,,,,,,,
985,84,poldrack-text,8,65489,0.0-8.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,985,0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,9,66169,0.0-9.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,10,66849,0.0-10.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,11,67528,0.0-11.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,
681,84,poldrack-text,12,68209,0.0-12.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,681,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,13,68889,0.0-13.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,14,69569,0.0-14.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,15,70249,0.0-15.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,16,70929,0.0-16.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,17,71609,0.0-17.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,18,72289,0.0-18.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,19,72969,0.0-19.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,20,73649,0.0-20.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,21,74329,0.0-21.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,22,75011,0.0-22.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,23,75689,0.0-23.0,s638,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678,0,fmri_trigger_wait,,,,,,,,,,,
-1,-1,poldrack-single-stim,24,76697,0.0-24.0,s638,,1000,0,fmri_buffer,,none,1000,,,,,,,,
6076,82,poldrack-single-stim,25,88013,0.0-25.0-0.0,s638,,11312,0,,"<div class = centerbox><p class=item-text>I have difficulty maintaining my focus on projects that take more than a few months to complete.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all like me</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much like me</span></div></div>","66,89,71,82,77",8500,grit,"66,89,71,82,77",reverse,I have difficulty maintaining my focus on projects that take more than a few months to complete.,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>",4,2,
5419,77,poldrack-single-stim,26,97628,0.0-25.0-1.0,s638,,9612,0,,"<div class = centerbox><p class=item-text>New ideas and projects sometimes distract me from previous ones.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all like me</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much like me</span></div></div>","66,89,71,82,77",8500,grit,"66,89,71,82,77",reverse,New ideas and projects sometimes distract me from previous ones.,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>",5,1,
3446,77,poldrack-single-stim,27,106839,0.0-25.0-2.0,s638,,9204,0,,"<div class = centerbox><p class=item-text>I do certain things that are bad for me, if they are fun.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500,brief,"66,89,71,82,77",reverse,"I do certain things that are bad for me, if they are fun.","<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",5,1,
