"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"2236","13","text","0","2238","0.0-0.0","s619","","","","","","","","","","","","","","","","","",""
"4421","89","poldrack-text","1","7664","0.0-1.0","s619","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","4421","500","fmri_response_test","","","","","","","","","","","","","",""
"811","71","poldrack-text","2","8975","0.0-2.0","s619","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","811","500","fmri_response_test","","","","","","","","","","","","","",""
"1767","82","poldrack-text","3","11244","0.0-3.0","s619","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1767","500","fmri_response_test","","","","","","","","","","","","","",""
"15371","32","poldrack-single-stim","4","27121","0.0-4.0","s619","","15371","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","15371","","","","","","","","","","",""
"22047","32","poldrack-text","5","49168","0.0-5.0","s619","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22047","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1146","84","poldrack-text","6","50315","0.0-6.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1146","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","50995","0.0-7.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","51676","0.0-8.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","52355","0.0-9.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","53035","0.0-10.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","53715","0.0-11.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","54395","0.0-12.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","55075","0.0-13.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","55755","0.0-14.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","56435","0.0-15.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","57115","0.0-16.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","57795","0.0-17.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","18","58475","0.0-18.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","59155","0.0-19.0","s619","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
