"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"1835","13","text","0","1836","0.0-0.0","s631","","","","","","","","","","","","","","","","","",""
"1143","89","poldrack-text","1","3981","0.0-1.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1143","500","fmri_response_test","","","","","","","","","","","","","",""
"719","71","poldrack-text","2","5201","0.0-2.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","719","500","fmri_response_test","","","","","","","","","","","","","",""
"959","82","poldrack-text","3","6660","0.0-3.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","959","500","fmri_response_test","","","","","","","","","","","","","",""
"18344","32","poldrack-single-stim","4","25507","0.0-4.0","s631","","18344","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","18344","","","","","","","","","","",""
"22086","32","poldrack-text","5","47594","0.0-5.0","s631","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22086","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1442","84","poldrack-text","6","49037","0.0-6.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1442","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","7","49718","0.0-7.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","8","50397","0.0-8.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","51077","0.0-9.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","51757","0.0-10.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","52437","0.0-11.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","53117","0.0-12.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","53797","0.0-13.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","54477","0.0-14.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","55157","0.0-15.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","55837","0.0-16.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","56517","0.0-17.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","57197","0.0-18.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","57877","0.0-19.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
