"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1824","13","text","0","1826","0.0-0.0","s561","","","","","","","","","","","","","","","","","",""
"1176","89","poldrack-text","1","4011","0.0-1.0","s561","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1176","500","fmri_response_test","","","","","","","","","","","","","",""
"564","71","poldrack-text","2","5079","0.0-2.0","s561","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","564","500","fmri_response_test","","","","","","","","","","","","","",""
"10903","","survey-text","3","16488","0.0-3.0","s561","","","","task_setup","{""Q0"":""4""}","","","","","","","","","","","","",""
"29683","32","poldrack-single-stim","4","47195","0.0-4.0","s561","","29683","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","29683","","","","","","","","","",""
"991","71","poldrack-categorize","5","49555","0.0-5.0-0.0-0.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"519","89","poldrack-categorize","6","52163","0.0-5.0-0.0-1.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"518","71","poldrack-categorize","7","54766","0.0-5.0-0.0-2.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","500","practice","2","","","","",""
"488","71","poldrack-categorize","8","57374","0.0-5.0-0.0-3.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"412","71","poldrack-categorize","9","59985","0.0-5.0-0.0-4.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"555","89","poldrack-categorize","10","62590","0.0-5.0-0.0-5.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","5","","","","",""
"590","89","poldrack-categorize","11","65204","0.0-5.0-0.0-6.0","s561","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
