"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"3191","13","text","0","3193","0.0-0.0","s553","","","","","","","","","","","","","","","",""
"3009","89","poldrack-text","1","7206","0.0-1.0","s553","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3009","500","fmri_response_test","","","","","","","","","","","",""
"1357","71","poldrack-text","2","9065","0.0-2.0","s553","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1357","500","fmri_response_test","","","","","","","","","","","",""
"1855","82","poldrack-text","3","11421","0.0-3.0","s553","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1855","500","fmri_response_test","","","","","","","","","","","",""
"43242","32","poldrack-single-stim","4","55167","0.0-4.0","s553","","43242","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","43242","","","","","","","","",""
"1281","71","poldrack-categorize","5","57674","0.0-5.0-0.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","false","82","500","incongruent","green","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","57928","0.0-5.0-1.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"880","89","poldrack-categorize","7","59931","0.0-5.0-2.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","2","practice",""
"-1","-1","poldrack-single-stim","8","60184","0.0-5.0-3.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"989","82","poldrack-categorize","9","62187","0.0-5.0-4.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","3","practice",""
"-1","-1","poldrack-single-stim","10","62439","0.0-5.0-5.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1028","82","poldrack-categorize","11","64444","0.0-5.0-6.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","4","practice",""
"-1","-1","poldrack-single-stim","12","64696","0.0-5.0-7.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"569","71","poldrack-categorize","13","66700","0.0-5.0-8.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","5","practice",""
"-1","-1","poldrack-single-stim","14","66952","0.0-5.0-9.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"960","71","poldrack-categorize","15","68956","0.0-5.0-10.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","6","practice",""
"-1","-1","poldrack-single-stim","16","69208","0.0-5.0-11.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"591","89","poldrack-categorize","17","71212","0.0-5.0-12.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","7","practice",""
"-1","-1","poldrack-single-stim","18","71464","0.0-5.0-13.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"544","71","poldrack-categorize","19","73468","0.0-5.0-14.0-0.0","s553","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","8","practice",""
"-1","-1","poldrack-single-stim","20","73719","0.0-5.0-15.0","s553","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
