"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"2114","13","text","0","2116","0.0-0.0","s553","","","","","","","","","","","","","",""
"3180","89","poldrack-text","1","6299","0.0-1.0","s553","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3180","500","fmri_response_test","","","","","","","","","",""
"1268","71","poldrack-text","2","8069","0.0-2.0","s553","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1268","500","fmri_response_test","","","","","","","","","",""
"38200","32","poldrack-single-stim","3","46773","0.0-3.0","s553","","38200","500","instructions","<div class = centerbox><div class = center-text>Choose between <strong>$20 today</strong> or the presented option.<br><br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br><br>We will start with a practice trial.</div></div>","32","38200","","","","","","",""
"1769","89","poldrack-single-stim","4","49045","0.0-4.0","s553","","1769","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">$53.75</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1769","practice","","","","","",""
"25446","32","poldrack-text","5","75492","0.0-5.0","s553","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","25446","0","fmri_scanner_wait","","","","","","","","","",""
"2866","84","poldrack-text","6","78358","0.0-6.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2866","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","7","79038","0.0-7.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","8","79718","0.0-8.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","9","80398","0.0-9.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","10","81078","0.0-10.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","11","81758","0.0-11.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","12","82438","0.0-12.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","13","83118","0.0-13.0","s553","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
