"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"1734","13","text","0","1736","0.0-0.0","s526","","","","","","","","","","","","","","","","","",""
"1295","89","poldrack-text","1","4034","0.0-1.0","s526","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1295","500","fmri_response_test","","","","","","","","","","","","","",""
"432","71","poldrack-text","2","4968","0.0-2.0","s526","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","432","500","fmri_response_test","","","","","","","","","","","","","",""
"1177","82","poldrack-text","3","6646","0.0-3.0","s526","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1177","500","fmri_response_test","","","","","","","","","","","","","",""
"8264","32","poldrack-single-stim","4","15414","0.0-4.0","s526","","8264","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","8264","","","","","","","","","","",""
"28739","32","poldrack-text","5","44153","0.0-5.0","s526","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","28739","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1587","84","poldrack-text","6","45740","0.0-6.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1587","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","46420","0.0-7.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","47100","0.0-8.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","47780","0.0-9.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","48460","0.0-10.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","49141","0.0-11.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","49820","0.0-12.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","13","50501","0.0-13.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","51180","0.0-14.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","15","51861","0.0-15.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","52540","0.0-16.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","53221","0.0-17.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","53900","0.0-18.0","s526","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
