"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"1823","13","text","0","1825","0.0-0.0","s583","","","","","","","","","","","","","","","","","",""
"1471","89","poldrack-text","1","4303","0.0-1.0","s583","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1471","500","fmri_response_test","","","","","","","","","","","","","",""
"837","71","poldrack-text","2","5642","0.0-2.0","s583","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","837","500","fmri_response_test","","","","","","","","","","","","","",""
"1889","82","poldrack-text","3","8034","0.0-3.0","s583","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1889","500","fmri_response_test","","","","","","","","","","","","","",""
"24067","32","poldrack-single-stim","4","32607","0.0-4.0","s583","","24067","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","24067","","","","","","","","","","",""
"25069","32","poldrack-text","5","57677","0.0-5.0","s583","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","25069","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2103","84","poldrack-text","6","59780","0.0-6.0","s583","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2103","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","60461","0.0-7.0","s583","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","61141","0.0-8.0","s583","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","61821","0.0-9.0","s583","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","62501","0.0-10.0","s583","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
