movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
6.055	4.529	1.471	-0.0754662576687117	AY	1.0	dot_pattern_expectancy	71.0	AY	s647	False
10.089	8.684	1.471	-0.1964662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
14.239	12.835	1.471	-0.1974662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
18.244	16.851	1.471	-0.2084662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
22.268	20.87	1.471	-0.2034662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
27.127	25.296	1.471	0.2295337423312883	BX	1.0	dot_pattern_expectancy	71.0	BX	s647	False
30.856	29.448	1.471	-0.1934662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
35.571	34.008	1.471	-0.03846625766871171	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
39.736	38.297	1.471	-0.1624662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
44.091	42.314	1.471	0.1755337423312883	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
48.488	47.01	1.471	-0.1234662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
52.283	51.026	1.471	-0.3444662576687117	BX	1.0	dot_pattern_expectancy	71.0	BX	s647	False
59.229	57.218	1.471	0.4095337423312883	BY	1.0	dot_pattern_expectancy	71.0	BY	s647	False
62.607	61.37	1.471	-0.3644662576687117	BY	1.0	dot_pattern_expectancy	71.0	BY	s647	False
66.76	65.52	1.471	-0.3614662576687117	BX	1.0	dot_pattern_expectancy	71.0	BX	s647	False
70.974	69.534	1.471	-0.1614662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
75.485	73.961	1.471	-0.07746625766871171	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
79.385	78.113	1.471	-0.3294662576687117	BX	1.0	dot_pattern_expectancy	71.0	BX	s647	False
83.576	82.127	1.471	-0.15246625766871172	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
88.115	86.553	1.471	-0.03946625766871171	BY	1.0	dot_pattern_expectancy	71.0	BY	s647	False
92.624	91.249	1.471	-0.2264662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
97.098	95.532	1.471	-0.035466257668711705	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
101.83	99.548	1.471	0.6805337423312883	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
106.091	103.568	1.471	0.9215337423312883	AX	0.0	dot_pattern_expectancy	71.0	AX	s647	True
109.508	108.129	1.471	-0.2224662576687117	AX	1.0	dot_pattern_expectancy	89.0	AX	s647	False
114.8	113.504	1.471	-0.3054662576687117	BX	1.0	dot_pattern_expectancy	71.0	BX	s647	False
