movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	worker_id	junk
4.51	3.512	0.795	0.11454583333333335	100.0	True	Magnitude		twobytwo	71.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	s568	False
6.584	5.754	0.795	-0.05345416666666665	100.0	True	Magnitude	stay	twobytwo	71.0	#1F45FC	1.0	cue_stay	magnitude	stay	poldrack-single-stim	s568	False
9.26	8.541	0.795	-0.16445416666666665	100.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
11.881	11.19	0.795	-0.19245416666666665	100.0	True	Magnitude	switch	twobytwo	71.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
15.05	13.565	1.595	-0.19845416666666665	900.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
17.755	16.742	0.795	0.12954583333333336	100.0	True	Color		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	s568	False
19.951	19.255	0.795	-0.18745416666666664	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	s568	False
22.484	21.496	0.795	0.10454583333333335	100.0	True	Magnitude		twobytwo	89.0	orange	8.0	task_switch	magnitude	switch	poldrack-single-stim	s568	False
24.603	23.873	0.795	-0.15345416666666664	100.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
27.389	25.979	1.595	-0.27345416666666666	900.0	True	Magnitude	switch	twobytwo	71.0	orange	2.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
29.893	29.02	0.795	-0.010454166666666652	100.0	True	Magnitude	stay	twobytwo	89.0	orange	6.0	cue_stay	magnitude	stay	poldrack-single-stim	s568	False
31.495	31.396	0.795	-0.7844541666666667	100.0	False	Orange-Blue		twobytwo	-1.0	#1F45FC	8.0	task_switch	color	switch	poldrack-single-stim	s568	True
35.42	33.5	1.595	0.23654583333333334	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	s568	False
38.02	37.084	0.795	0.05254583333333335	100.0	True	High-Low	switch	twobytwo	89.0	orange	8.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
40.556	39.188	1.595	-0.31545416666666665	900.0	True	Color		twobytwo	89.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	s568	False
42.964	42.092	0.795	-0.01145416666666665	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	color	stay	poldrack-single-stim	s568	False
45.139	44.196	0.795	0.059545833333333346	100.0	True	High-Low		twobytwo	89.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	s568	False
48.145	46.572	1.595	-0.11045416666666664	900.0	True	Orange-Blue		twobytwo	89.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	s568	False
50.44	49.476	0.795	0.08054583333333334	100.0	True	Magnitude		twobytwo	71.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	s568	False
53.035	51.584	1.595	-0.23245416666666666	900.0	True	Color		twobytwo	89.0	orange	3.0	task_switch	color	switch	poldrack-single-stim	s568	False
56.124	54.49	1.595	-0.04945416666666665	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	s568	False
59.427	58.074	1.595	-0.33045416666666666	900.0	True	Color	stay	twobytwo	89.0	orange	8.0	cue_stay	color	stay	poldrack-single-stim	s568	False
61.81	60.979	0.795	-0.05245416666666665	100.0	True	High-Low		twobytwo	71.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	s568	False
64.233	63.22	0.795	0.12954583333333336	100.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	7.0	cue_switch	magnitude	stay	poldrack-single-stim	s568	False
