onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	worker_id	junk
3.019	0.561	-0.6307519685039371	100.0	0.0	motor_selective_stop_signal	-1.0	False	71.0	True		s608	True
5.274	0.561	0.2752480314960629	100.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
7.528	0.561	-0.021751968503937066	100.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
10.38	0.561	0.11724803149606293	50.0	0.0	motor_selective_stop_signal	89.0	False	71.0	False	crit_go	s608	True
12.732	0.561	-0.023751968503937064	50.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
14.986	0.561	-0.03575196850393707	50.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
17.242	0.561	-0.10575196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
19.494	0.561	0.024248031496062937	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
21.847	0.561	-0.06075196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
24.502	0.561	-0.6307519685039371	0.0	0.0	motor_selective_stop_signal	-1.0	False	71.0	True	crit_stop_success	s608	False
27.255	0.561	-0.09475196850393706	50.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
29.51	0.561	-0.030751968503937063	50.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
32.267	0.561	-0.031751968503937064	0.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_signal	s608	True
34.518	0.561	0.18924803149606292	0.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_nosignal	s608	True
36.87	0.561	0.053248031496062935	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
39.225	0.561	-0.06075196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
41.778	0.561	-0.04575196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
44.031	0.561	-0.6307519685039371	0.0	0.0	motor_selective_stop_signal	-1.0	False	71.0	True		s608	True
46.288	0.561	0.03524803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
48.542	0.561	-0.05175196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
50.896	0.561	-0.10675196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
53.548	0.561	0.19224803149606293	0.0	0.0	motor_selective_stop_signal	89.0	False	71.0	False	crit_go	s608	True
55.899	0.561	0.07624803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
58.155	0.561	0.10724803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
60.508	0.561	0.037248031496062935	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
62.861	0.561	0.21824803149606292	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
65.714	0.561	-0.054751968503937064	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
68.166	0.561	-0.07775196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
70.517	0.561	-0.06375196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
73.168	0.561	0.29224803149606293	0.0	0.0	motor_selective_stop_signal	89.0	False	71.0	False	crit_go	s608	True
75.424	0.561	0.06524803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
77.678	0.561	0.13824803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
79.933	0.561	-0.06475196850393707	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
