onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	worker_id	junk	condition
3.017	0.55	0.09953543307086614	300.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
5.545	0.55	0.09453543307086613	300.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
7.801	0.55	-0.5334645669291339	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s373	False	stop_success
10.057	0.55	0.015535433070866134	350.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
12.311	0.55	0.16953543307086613	350.0	1.0	stop_signal	71.0	True	False	go	s373	False	go
14.566	0.55	0.09653543307086614	350.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
16.958	0.55	0.22353543307086612	350.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
19.215	0.55	0.10753543307086613	350.0	1.0	stop_signal	71.0	True	False	stop_failure	s373	False	stop_failure
21.471	0.55	0.28453543307086615	300.0	1.0	stop_signal	71.0	True	False	go	s373	False	go
23.727	0.55	-0.5334645669291339	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s373	False	stop_success
25.983	0.55	0.012535433070866134	350.0	1.0	stop_signal	89.0	True	False	stop_failure	s373	False	stop_failure
28.511	0.55	0.15453543307086615	300.0	1.0	stop_signal	71.0	True	False	go	s373	False	go
30.902	0.55	0.27353543307086614	300.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
33.429	0.55	-0.5334645669291339	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s373	False	stop_success
35.682	0.55	0.13253543307086613	350.0	1.0	stop_signal	71.0	True	False	go	s373	False	go
38.071	0.55	0.13353543307086613	350.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
40.462	0.55	0.3705354330708661	350.0	1.0	stop_signal	71.0	True	False	go	s373	False	go
42.717	0.55	0.09953543307086614	350.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
45.106	0.55	-0.08846456692913386	350.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
47.499	0.55	-0.5334645669291339	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s373	False	stop_success
49.891	0.55	-0.0014645669291338662	400.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
52.555	0.55	0.11953543307086613	400.0	1.0	stop_signal	71.0	True	False	go	s373	False	go
55.083	0.55	-0.5334645669291339	400.0	0.0	stop_signal	-1.0	True	True	stop_success	s373	False	stop_success
57.337	0.55	0.022535433070866133	450.0	1.0	stop_signal	89.0	True	False	stop_failure	s373	False	stop_failure
60.273	0.55	0.16453543307086613	400.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
62.529	0.55	0.3065354330708661	400.0	1.0	stop_signal	89.0	True	False	go	s373	False	go
