movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
6.197	3.005	2.5714920212765957	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s634	False	2.985
6.633	6.198	-0.18550797872340422	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s634	False	
7.588	6.635	0.3324920212765958	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s634	False	
7.88	7.589	-0.3295079787234042	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s634	False	
8.345	7.881	-0.15650797872340422	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s634	False	
8.601	8.346	-0.36550797872340424	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s634	False	
8.604	8.605	-0.6215079787234042	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s634	True	
14.475	11.108	2.7464920212765955	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s634	False	2.985
14.796	14.476	-0.30050797872340423	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s634	False	
15.177	14.798	-0.2415079787234042	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s634	False	
15.49	15.178	-0.30850797872340424	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s634	False	
15.965	15.492	-0.1475079787234042	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s634	False	
16.174	15.966	-0.4125079787234042	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s634	False	
16.175	16.176	-0.6215079787234042	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s634	True	
21.109	18.278	2.2104920212765955	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s634	False	2.985
21.402	21.11	-0.3285079787234042	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s634	False	
22.11	21.403	0.08649202127659578	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s634	False	
22.416	22.112	-0.31650797872340425	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s634	False	
22.798	22.417	-0.2395079787234042	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s634	False	
23.096	22.8	-0.3245079787234042	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s634	False	
