onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
74.795	1.5	0.428	1.0	stroop	blue	green	0.0	33.0	s572
76.797	1.5	0.428	1.0	stroop	blue	green	0.0	34.0	s572
78.801	1.5	0.537	1.0	stroop	red	green	0.0	35.0	s572
80.94	1.5	0.496	1.0	stroop	blue	blue	0.0	36.0	s572
83.08	1.5	0.512	1.0	stroop	red	red	0.0	37.0	s572
85.356	1.5	0.508	1.0	stroop	red	green	0.0	38.0	s572
88.038	1.5	0.472	1.0	stroop	red	red	0.0	39.0	s572
90.042	1.5	0.553	1.0	stroop	red	red	0.0	40.0	s572
92.047	1.5	0.427	1.0	stroop	blue	red	0.0	41.0	s572
94.322	1.5	0.392	1.0	stroop	green	red	0.0	42.0	s572
96.325	1.5	0.341	1.0	stroop	blue	blue	0.0	43.0	s572
98.327	1.5	0.445	1.0	stroop	green	red	0.0	44.0	s572
100.33	1.5	0.436	1.0	stroop	red	green	0.0	45.0	s572
102.332	1.5	0.436	1.0	stroop	red	green	0.0	46.0	s572
104.334	1.5	0.613	1.0	stroop	blue	green	0.0	47.0	s572
106.336	1.5	0.442	1.0	stroop	blue	blue	0.0	48.0	s572
108.61	1.5	0.528	1.0	stroop	blue	green	0.0	49.0	s572
110.616	1.5	0.416	1.0	stroop	blue	blue	0.0	50.0	s572
113.025	1.5	0.473	1.0	stroop	blue	blue	0.0	51.0	s572
115.027	1.5	0.458	1.0	stroop	green	green	0.0	52.0	s572
117.168	1.5	0.556	1.0	stroop	blue	blue	0.0	53.0	s572
119.173	1.5	0.596	1.0	stroop	green	green	0.0	54.0	s572
121.177	1.5	0.581	1.0	stroop	green	red	0.0	55.0	s572
123.181	1.5	0.422	1.0	stroop	blue	blue	0.0	56.0	s572
125.456	1.5	0.539	1.0	stroop	green	blue	0.0	57.0	s572
127.457	1.5	0.539	1.0	stroop	blue	green	0.0	58.0	s572
129.732	1.5	0.416	1.0	stroop	blue	green	0.0	59.0	s572
132.006	1.5	0.494	1.0	stroop	green	blue	0.0	60.0	s572
134.009	1.5	0.437	1.0	stroop	green	green	0.0	61.0	s572
136.694	1.5	0.394	1.0	stroop	red	blue	0.0	62.0	s572
138.699	1.5	0.404	1.0	stroop	blue	blue	0.0	63.0	s572
140.973	1.5	0.496	1.0	stroop	red	red	0.0	64.0	s572
142.977	1.5	0.483	1.0	stroop	green	green	0.0	65.0	s572
144.979	1.5	0.56	1.0	stroop	green	red	0.0	66.0	s572
147.257	1.5	0.542	1.0	stroop	green	green	0.0	67.0	s572
149.398	1.5	0.439	1.0	stroop	green	green	0.0	68.0	s572
151.945	1.5	0.7	1.0	stroop	red	blue	0.0	69.0	s572
154.359	1.5	0.92	1.0	stroop	green	blue	0.0	70.0	s572
156.361	1.5	0.621	1.0	stroop	blue	red	0.0	71.0	s572
158.367	1.5	0.592	1.0	stroop	green	red	0.0	72.0	s572
160.369	1.5	0.422	1.0	stroop	green	green	0.0	73.0	s572
162.916	1.5	0.426	1.0	stroop	blue	blue	0.0	74.0	s572
165.056	1.5	0.42	1.0	stroop	blue	blue	0.0	75.0	s572
167.058	1.5	0.498	1.0	stroop	green	green	0.0	76.0	s572
169.063	1.5	0.443	1.0	stroop	blue	blue	0.0	77.0	s572
171.337	1.5	0.513	1.0	stroop	blue	red	0.0	78.0	s572
173.34	1.5	0.474	1.0	stroop	green	green	0.0	79.0	s572
175.343	1.5	0.883	1.0	stroop	green	blue	0.0	80.0	s572
177.485	1.5	0.585	1.0	stroop	red	blue	0.0	81.0	s572
179.489	1.5	0.436	1.0	stroop	blue	green	0.0	82.0	s572
181.765	1.5	0.462	1.0	stroop	blue	blue	0.0	83.0	s572
183.904	1.5	0.7	1.0	stroop	green	blue	0.0	84.0	s572
186.317	1.5	0.477	1.0	stroop	red	red	0.0	85.0	s572
188.319	1.5	0.439	1.0	stroop	red	red	0.0	86.0	s572
190.322	1.5	0.572	1.0	stroop	blue	red	0.0	87.0	s572
193.144	1.5	0.492	1.0	stroop	green	red	0.0	88.0	s572
195.148	1.5	0.696	1.0	stroop	green	blue	0.0	89.0	s572
197.152	1.5	0.458	1.0	stroop	green	green	0.0	90.0	s572
199.292	1.5	0.476	1.0	stroop	red	red	0.0	91.0	s572
201.293	1.5	0.505	1.0	stroop	green	blue	0.0	92.0	s572
203.295	1.5	0.461	1.0	stroop	red	red	0.0	93.0	s572
205.299	1.5	0.413	1.0	stroop	blue	red	0.0	94.0	s572
207.303	1.5	0.583	1.0	stroop	red	red	0.0	95.0	s572
