onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	worker_id	junk	condition
3.015	0.55	0.35813385826771654	100.0	1.0	stop_signal	71.0	True	False	stop_failure	s579	False	stop_failure
6.087	0.55	-0.38086614173228345	50.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
8.34	0.55	0.04313385826771656	100.0	1.0	stop_signal	89.0	True	False	go	s579	False	go
10.73	0.55	-0.38086614173228345	100.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
13.118	0.55	0.04313385826771656	150.0	0.0	stop_signal	89.0	True	False	go	s579	True	go
15.642	0.55	0.06713385826771656	150.0	1.0	stop_signal	71.0	True	False	go	s579	False	go
18.032	0.55	0.07313385826771657	150.0	1.0	stop_signal	89.0	True	False	go	s579	False	go
20.424	0.55	0.047133858267716565	150.0	1.0	stop_signal	71.0	True	False	stop_failure	s579	False	stop_failure
23.221	0.55	0.09913385826771656	100.0	1.0	stop_signal	71.0	True	False	go	s579	False	go
25.61	0.55	0.05313385826771656	100.0	1.0	stop_signal	71.0	True	False	stop_failure	s579	False	stop_failure
27.864	0.55	-0.38086614173228345	50.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
30.389	0.55	-0.38086614173228345	100.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
32.779	0.55	0.047133858267716565	150.0	0.0	stop_signal	89.0	True	False	go	s579	True	go
35.168	0.55	0.10113385826771656	150.0	1.0	stop_signal	71.0	True	False	stop_failure	s579	False	stop_failure
37.424	0.55	0.12113385826771657	100.0	1.0	stop_signal	71.0	True	False	go	s579	False	go
39.814	0.55	0.18613385826771656	100.0	1.0	stop_signal	71.0	True	False	go	s579	False	go
42.067	0.55	-0.38086614173228345	100.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
44.323	0.55	0.046133858267716564	150.0	0.0	stop_signal	71.0	True	False	go	s579	True	go
46.575	0.55	0.07813385826771656	150.0	1.0	stop_signal	89.0	True	False	go	s579	False	go
48.964	0.55	-0.38086614173228345	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
51.22	0.55	-0.38086614173228345	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
53.473	0.55	0.12713385826771656	250.0	1.0	stop_signal	71.0	True	False	stop_failure	s579	False	stop_failure
55.863	0.55	-0.38086614173228345	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s579	False	stop_success
58.255	0.55	0.06713385826771656	250.0	1.0	stop_signal	89.0	True	False	go	s579	False	go
60.511	0.55	0.20413385826771657	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s579	False	stop_failure
63.035	0.55	0.12313385826771656	200.0	1.0	stop_signal	71.0	True	False	go	s579	False	go
65.287	0.55	0.10413385826771657	200.0	0.0	stop_signal	71.0	True	False	go	s579	True	go
67.679	0.55	0.14413385826771657	200.0	1.0	stop_signal	71.0	True	False	go	s579	False	go
69.935	0.55	0.01913385826771656	200.0	1.0	stop_signal	89.0	True	False	stop_failure	s579	False	stop_failure
72.189	0.55	0.08813385826771657	150.0	0.0	stop_signal	71.0	True	False	go	s579	True	go
74.578	0.55	0.13213385826771656	150.0	1.0	stop_signal	89.0	True	False	go	s579	False	go
77.106	0.55	0.09213385826771656	150.0	1.0	stop_signal	89.0	True	False	go	s579	False	go
