movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
5.96	4.506	1.47	0.026797546012269947	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
10.122	8.782	1.47	-0.08720245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
14.299	12.785	1.47	0.08679754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
19.313	17.741	1.47	0.14479754601226993	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
23.372	22.016	1.47	-0.07120245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
27.96	26.428	1.47	0.10479754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
32.194	30.839	1.47	-0.07220245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
37.359	35.931	1.47	0.0007975460122699473	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
41.21	39.935	1.47	-0.15220245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
45.271	43.938	1.47	-0.09420245398773006	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
49.312	47.941	1.47	-0.05620245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
53.456	52.082	1.47	-0.053202453987730054	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
57.991	56.63	1.47	-0.06620245398773006	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
62.221	60.906	1.47	-0.11220245398773006	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
67.839	65.998	1.47	0.4137975460122699	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
71.579	70.002	1.47	0.14979754601226994	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
76.276	74.957	1.47	-0.10820245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
80.685	79.097	1.47	0.16079754601226995	AX	0.0	dot_pattern_expectancy	71.0	AX	s633	True
84.554	83.236	1.47	-0.10920245398773006	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
88.601	87.24	1.47	-0.06620245398773006	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
92.703	91.38	1.47	-0.10420245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
96.993	95.384	1.47	0.18179754601226994	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
101.664	100.068	1.47	0.16879754601226996	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
105.463	104.071	1.47	-0.03520245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
109.913	108.482	1.47	0.0037975460122699474	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
114.124	112.622	1.47	0.07479754601226994	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
118.188	116.762	1.47	-0.0012024539877300527	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
122.342	120.902	1.47	0.012797546012269947	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
126.312	124.906	1.47	-0.021202453987730054	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
131.025	129.454	1.47	0.14379754601226996	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
135.707	134.137	1.47	0.14279754601226996	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
139.838	138.277	1.47	0.13379754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
143.857	142.552	1.47	-0.12220245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
147.857	146.555	1.47	-0.12520245398773006	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
152.301	150.966	1.47	-0.09220245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
156.874	155.513	1.47	-0.06620245398773006	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
161.01	159.653	1.47	-0.07020245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
165.278	163.928	1.47	-0.07720245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
169.38	168.068	1.47	-0.11520245398773005	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
173.784	172.343	1.47	0.013797546012269948	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
173.843	172.844	1.47	-0.42820245398773005			dot_pattern_expectancy	-1.0		s633	True
188.092	186.85	1.47	-0.18520245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
192.501	190.989	1.47	0.08479754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
196.374	194.992	1.47	-0.045202453987730054	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
200.865	199.54	1.47	-0.10220245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
205.106	203.815	1.47	-0.13620245398773007	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
209.365	207.955	1.47	-0.017202453987730053	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
213.464	212.095	1.47	-0.05820245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
217.51	216.099	1.47	-0.016202453987730053	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
221.621	220.102	1.47	0.09179754601226994	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
226.031	224.649	1.47	-0.045202453987730054	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
231.208	229.605	1.47	0.17579754601226993	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
235.378	234.017	1.47	-0.06620245398773006	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
239.469	238.021	1.47	0.02079754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
243.775	242.433	1.47	-0.08520245398773005	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
248.719	247.116	1.47	0.17579754601226993	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
252.412	251.119	1.47	-0.13420245398773006	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
256.788	255.53	1.47	-0.16920245398773004	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
261.871	260.351	1.47	0.09279754601226994	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
266.467	265.17	1.47	-0.13020245398773006	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
270.959	269.31	1.47	0.22179754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
274.732	273.313	1.47	-0.008202453987730052	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
279.107	277.724	1.47	-0.04420245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
283.256	281.728	1.47	0.10079754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
288.061	286.549	1.47	0.08479754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
292.049	290.552	1.47	0.06979754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
297.23	295.78	1.47	0.022797546012269947	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
301.134	299.783	1.47	-0.07620245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
305.441	303.922	1.47	0.09179754601226994	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
309.545	308.063	1.47	0.054797546012269945	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
313.673	312.338	1.47	-0.09220245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
318.071	316.613	1.47	0.030797546012269948	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
321.895	320.616	1.47	-0.14820245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
326.994	325.572	1.47	-0.005202453987730052	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
331.158	329.712	1.47	0.018797546012269947	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
335.132	333.851	1.47	-0.14620245398773005	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
339.147	337.856	1.47	-0.13620245398773007	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
343.461	341.859	1.47	0.17479754601226996	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
348.212	346.678	1.47	0.10679754601226994	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
352.785	351.227	1.47	0.13079754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
359.115	357.679	1.47	0.008797546012269947	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
359.315	358.316	1.47	-0.42820245398773005			dot_pattern_expectancy	-1.0		s633	True
373.831	372.321	1.47	0.08279754601226995	AY	1.0	dot_pattern_expectancy	71.0	AY	s633	False
377.898	376.46	1.47	0.010797546012269947	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
382.261	380.599	1.47	0.23479754601226996	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
385.994	384.603	1.47	-0.03620245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
390.195	388.607	1.47	0.16079754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
394.306	393.019	1.47	-0.14020245398773004	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
398.486	397.158	1.47	-0.09920245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
403.115	401.706	1.47	-0.01820245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
407.319	405.981	1.47	-0.08920245398773005	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
411.411	409.984	1.47	-0.00020245398773005262	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
416.092	414.669	1.47	-0.004202453987730052	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
419.888	418.672	1.47	-0.21120245398773005	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
426.135	424.852	1.47	-0.14420245398773004	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
430.371	428.991	1.47	-0.047202453987730056	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
434.391	433.13	1.47	-0.16620245398773006	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
438.53	437.134	1.47	-0.031202453987730052	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
443.065	441.545	1.47	0.09279754601226994	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
447.018	445.685	1.47	-0.09420245398773006	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
451.021	449.688	1.47	-0.09420245398773006	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
455.426	454.1	1.47	-0.10120245398773005	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
460.395	458.783	1.47	0.18479754601226994	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
464.557	463.059	1.47	0.07079754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
468.62	467.062	1.47	0.13079754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
472.598	471.066	1.47	0.10479754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
477.11	475.614	1.47	0.06879754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
482.343	480.977	1.47	-0.061202453987730054	BX	1.0	dot_pattern_expectancy	71.0	BX	s633	False
486.311	484.981	1.47	-0.09720245398773006	BY	1.0	dot_pattern_expectancy	71.0	BY	s633	False
490.945	489.257	1.47	0.26079754601226995	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
494.878	493.533	1.47	-0.08220245398773006	AX	1.0	dot_pattern_expectancy	89.0	AX	s633	False
