onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.510864	0.576	0.21990697674418608	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s519	False
6.117	0.576	-0.07809302325581394	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s519	False
8.724	0.576	-0.10709302325581394	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s519	False
11.328592	0.576	-0.07609302325581394	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s519	False
13.933456	0.576	0.04790697674418607	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
16.539592	0.576	-0.061093023255813936	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s519	False
19.146	0.576	-0.0030930232558139324	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s519	False
21.750592	0.576	0.04590697674418607	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
24.357	0.576	-0.019093023255813933	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
26.961592	0.576	0.18690697674418608	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s519	False
29.568	0.576	-0.04809302325581393	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s519	False
32.175	0.576	-0.06509302325581393	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s519	False
34.780592	0.576	-0.13509302325581393	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s519	False
37.386864	0.576	0.019906976744186067	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s519	False
39.991728	0.576	0.0019069767441860677	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s519	False
42.596455999999996	0.576	0.10590697674418607	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s519	False
45.202728	0.576	0.06190697674418607	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s519	False
47.808	0.576	-9.302325581393234e-05	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s519	False
50.414592	0.576	-0.0020930232558139324	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s519	False
53.021	0.576	-0.02809302325581393	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s519	False
55.627	0.576	0.006906976744186067	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s519	False
58.232456	0.576	-0.07609302325581394	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s519	False
60.839591999999996	0.576	-0.09109302325581393	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
63.446	0.576	-0.005093023255813932	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s519	False
66.055864	0.576	0.02990697674418607	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s519	False
68.66118399999999	0.576	0.015906976744186067	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s519	False
71.26886400000001	0.576	-0.14009302325581394	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
73.875	0.576	-0.12109302325581393	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s519	False
76.480864	0.576	-0.10009302325581393	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s519	False
79.087864	0.576	-0.12109302325581393	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s519	False
81.693864	0.576	0.19490697674418606	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s519	False
84.301456	0.576	0.04690697674418607	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s519	False
86.908	0.576	-0.06809302325581393	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
89.51272800000001	0.576	0.026906976744186066	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s519	False
92.119	0.576	0.18390697674418607	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s519	False
94.723864	0.576	0.16390697674418606	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s519	False
97.328592	0.576	0.12490697674418606	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s519	False
99.93445600000001	0.576	0.0019069767441860677	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s519	False
102.541	0.576	0.009906976744186068	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s519	False
