onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.512	0.576	0.14804651162790697	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s358	False
6.119	0.576	-0.04695348837209303	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s358	False
8.724864	0.576	-0.15995348837209303	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s358	False
11.331728	0.576	-0.21195348837209305	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s358	False
13.938592	0.576	0.08104651162790696	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s358	False
16.544	0.576	-0.09595348837209304	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s358	False
19.148864	0.576	-0.11895348837209303	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s358	False
21.755864000000003	0.576	-0.12095348837209303	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s358	False
24.363	0.576	-0.07695348837209304	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s358	False
26.968592	0.576	0.004046511627906966	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s358	False
29.576455999999997	0.576	-0.14195348837209304	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s358	False
32.182864	0.576	-0.03895348837209303	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s358	False
34.789864	0.576	-0.14595348837209304	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s358	False
37.397	0.576	-0.051953488372093036	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s358	False
40.003	0.576	-0.11895348837209303	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s358	False
42.608864000000004	0.576	-0.12795348837209303	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s358	False
45.214	0.576	-0.06495348837209304	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s358	False
47.820864	0.576	-0.07595348837209304	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s358	False
