onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	trigger_times	worker_id	junk
3.518	0.638	0.45884375	incongruent	1.0	stroop	89	red	blue	incongruent	104823,105502,106182	s621	False
5.796	0.638	0.38684375	incongruent	1.0	stroop	71	blue	red	incongruent	106862,107542,108223	s621	False
7.801	0.638	-0.06015625	congruent	1.0	stroop	89	red	red	congruent	108902,109582,110263	s621	False
9.806	0.638	-0.04415625	congruent	1.0	stroop	89	red	red	congruent	110942,111622,112302	s621	False
11.812	0.638	-0.03015625	incongruent	1.0	stroop	89	red	blue	incongruent	112982,113662,114342	s621	False
13.815	0.638	-0.02915625	congruent	1.0	stroop	71	blue	blue	congruent	115022,115702,116382	s621	False
15.956	0.638	-0.06315625	congruent	1.0	stroop	71	blue	blue	congruent	117063,117743,118422	s621	False
17.961	0.638	-0.05315625	incongruent	1.0	stroop	89	red	green	incongruent	119103,119783,120465	s621	False
19.966	0.638	-0.03915625	congruent	1.0	stroop	82	green	green	congruent	121143,121823,122503	s621	False
22.105	0.638	-0.10715625	incongruent	1.0	stroop	89	red	blue	incongruent	123183,123863,124543	s621	False
24.108	0.638	-0.00315625	incongruent	1.0	stroop	89	red	blue	incongruent	125223,125903,126583	s621	False
26.111	0.638	-0.10115625	incongruent	1.0	stroop	89	red	green	incongruent	127264,127943,128623	s621	False
28.252	0.638	0.02884375	congruent	1.0	stroop	82	green	green	congruent	129303,129983,130664	s621	False
30.39	0.638	-0.08515625	congruent	1.0	stroop	89	red	red	congruent	131342,132022,132702,133383	s621	False
32.663	0.638	0.16484375	incongruent	1.0	stroop	71	blue	green	incongruent	134062,134743,135422	s621	False
35.349	0.638	-0.01515625	congruent	1.0	stroop	71	blue	blue	congruent	136104,136782,137463	s621	False
37.354	0.638	-0.05215625	congruent	1.0	stroop	71	blue	blue	congruent	138142,138823,139502	s621	False
39.356	0.638	0.18084375	incongruent	1.0	stroop	82	green	blue	incongruent	140183,140864,141543,142222	s621	False
41.632	0.638	0.09584375	incongruent	1.0	stroop	71	blue	green	incongruent	142903,143582,144263	s621	False
43.637	0.638	0.15284375	congruent	1.0	stroop	82	green	green	congruent	144943,145623,146302	s621	False
45.642	0.638	-0.05715625	incongruent	1.0	stroop	82	green	blue	incongruent	146983,147662,148343	s621	False
47.644	0.638	-0.14815625	incongruent	1.0	stroop	82	green	blue	incongruent	149023,149703,150383	s621	False
49.648	0.638	0.03484375	incongruent	1.0	stroop	82	green	red	incongruent	151063,151743	s621	False
51.653	0.638	-0.05415625	incongruent	1.0	stroop	89	red	blue	incongruent	152423,153103,153783	s621	False
53.658	0.638	0.05184375	congruent	1.0	stroop	71	blue	blue	congruent	154463,155143,155823,156503	s621	False
55.936	0.638	-0.15215625	incongruent	1.0	stroop	71	blue	red	incongruent	157183,157863,158542	s621	False
57.939	0.638	-0.18115625	congruent	1.0	stroop	71	blue	blue	congruent	159222,159902,160582	s621	False
60.352	0.638	-0.13315625	congruent	1.0	stroop	71	blue	blue	congruent	161263,161942,162622	s621	False
62.355	0.638	-0.01915625	congruent	1.0	stroop	82	green	green	congruent	163303,163982,164662	s621	False
64.496	0.638	-0.11515625	congruent	1.0	stroop	89	red	red	congruent	165342,166023,166702	s621	False
66.502	0.638	0.02984375	congruent	1.0	stroop	82	green	green	congruent	167383,168062,168742	s621	False
68.507	0.638	-0.02015625	incongruent	1.0	stroop	71	blue	green	incongruent	169422,170103,170782	s621	False
70.508	0.638	-0.05215625	congruent	1.0	stroop	89	red	red	congruent	171464,172142,172823,173502	s621	False
72.785	0.638	-0.01415625	incongruent	1.0	stroop	82	green	red	incongruent	174183,174862	s621	False
74.79	0.638	-0.07115625	incongruent	1.0	stroop	82	green	blue	incongruent	175544,176223,176903,177583	s621	False
77.068	0.638	-0.11415625	incongruent	1.0	stroop	71	blue	red	incongruent	178263,178943,179623	s621	False
79.345	0.638	0.05184375	incongruent	1.0	stroop	82	green	red	incongruent	180303,180983,181664	s621	False
81.351	0.638	-0.11115625	congruent	1.0	stroop	82	green	green	congruent	182343,183022,183703,184382	s621	False
84.033	0.638	0.04984375	incongruent	1.0	stroop	82	green	blue	incongruent	185063,185742,186422	s621	False
86.038	0.638	-0.05815625	congruent	1.0	stroop	89	red	red	congruent	187102,187782,188462	s621	False
88.316	0.638	-0.05715625	congruent	1.0	stroop	71	blue	blue	congruent	189142,189822,190502	s621	False
90.321	0.638	-0.14715625	congruent	1.0	stroop	82	green	green	congruent	191182,191863,192542	s621	False
92.327	0.638	0.17884375	incongruent	1.0	stroop	82	green	blue	incongruent	193223,193902,194585,195262	s621	False
94.601	0.638	-0.06715625	congruent	1.0	stroop	89	red	red	congruent	195943,196622,197303	s621	False
96.739	0.638	-0.14415625	congruent	1.0	stroop	89	red	red	congruent	197983,198663,199343,200022	s621	False
99.284	0.638	-0.11215625	incongruent	1.0	stroop	89	red	green	incongruent	200703,201382,202064	s621	False
101.698	0.638	-0.01115625	incongruent	1.0	stroop	71	blue	red	incongruent	202743,203423,204103	s621	False
103.7	0.638	-0.15615625	incongruent	1.0	stroop	71	blue	red	incongruent	204783,205463,206143	s621	False
105.706	0.638	-0.19715625	incongruent	1.0	stroop	71	blue	red	incongruent	206823,207503,208183	s621	False
107.709	0.638	-0.02515625	congruent	1.0	stroop	82	green	green	congruent	208863,209543,210222,210902	s621	False
110.255	0.638	-0.09815625	congruent	1.0	stroop	82	green	green	congruent	211582,212263,212942	s621	False
112.397	0.638	-0.03315625	congruent	1.0	stroop	89	red	red	congruent	213622,214303,214982	s621	False
114.402	0.638	0.07684375	congruent	1.0	stroop	82	green	green	congruent	215663,216342,217022	s621	False
116.408	0.638	-0.06015625	congruent	1.0	stroop	89	red	red	congruent	217702,218383,219062	s621	False
118.685	0.638	0.11484375	incongruent	1.0	stroop	82	green	red	incongruent	219743,220422,221103	s621	False
120.69	0.638	-0.07415625	congruent	1.0	stroop	82	green	green	congruent	221782,222464,223142	s621	False
122.693	0.638	-0.01115625	incongruent	1.0	stroop	71	blue	green	incongruent	223823,224502,225183	s621	False
124.834	0.638	-0.07915625	incongruent	1.0	stroop	89	red	green	incongruent	225862,226543,227222	s621	False
126.84	0.638	0.21984375	incongruent	1.0	stroop	82	green	blue	incongruent	227903,228582,229263	s621	False
129.115	0.638	0.00984375	congruent	1.0	stroop	71	blue	blue	congruent	229943,230623,231303,231983	s621	False
131.253	0.638	0.28984375	incongruent	1.0	stroop	82	green	red	incongruent	232664,233343,234023	s621	False
133.667	0.638	-0.04715625	congruent	1.0	stroop	82	green	green	congruent	234703,235382,236062	s621	False
135.672	0.638	0.10484375	congruent	0.0	stroop	89	blue	blue	congruent	236742,237422,238102	s621	True
137.678	0.638	0.07784375	incongruent	1.0	stroop	89	red	green	incongruent	238782,239462,240142,240822	s621	False
140.499	0.638	0.11784375	incongruent	1.0	stroop	89	red	blue	incongruent	241502,242182,242864	s621	False
142.505	0.638	0.14984375	incongruent	1.0	stroop	71	blue	green	incongruent	243542,244222,244902	s621	False
144.51	0.638	-0.16215625	congruent	1.0	stroop	71	blue	blue	congruent	245582,246262,246942	s621	False
146.647	0.638	-0.04815625	congruent	1.0	stroop	89	red	red	congruent	247622,248302,248982	s621	False
148.649	0.638	0.18184375	incongruent	1.0	stroop	71	blue	green	incongruent	249662,250342,251022	s621	False
150.654	0.638	0.14084375	congruent	1.0	stroop	82	green	green	congruent	251702,252383,253063	s621	False
152.66	0.638	-0.09315625	incongruent	1.0	stroop	82	green	red	incongruent	253743,254422,255103	s621	False
154.665	0.638	-0.07615625	congruent	1.0	stroop	89	red	red	congruent	255782,256462,257142	s621	False
156.668	0.638	0.07984375	incongruent	1.0	stroop	82	green	red	incongruent	257823,258502,259182	s621	False
158.67	0.638	0.40884375	congruent	1.0	stroop	71	blue	blue	congruent	259862,260543,261222	s621	False
160.676	0.638	-0.06115625	incongruent	1.0	stroop	89	red	green	incongruent	261902,262582,263263	s621	False
162.953	0.638	-0.01915625	incongruent	1.0	stroop	71	blue	green	incongruent	263942,264622,265302	s621	False
164.956	0.638	-0.06415625	congruent	1.0	stroop	89	red	red	congruent	265982,266662,267342	s621	False
167.097	0.638	-0.00815625	congruent	1.0	stroop	71	blue	blue	congruent	268023,268702,269382	s621	False
169.1	0.638	-0.06015625	congruent	1.0	stroop	89	red	red	congruent	270062,270743,271422	s621	False
171.242	0.638	-0.08115625	congruent	1.0	stroop	71	blue	blue	congruent	272103,272782,273463	s621	False
173.247	0.638	-0.12615625	congruent	1.0	stroop	89	red	red	congruent	274142,274823,275502	s621	False
175.252	0.638	0.07484375	incongruent	1.0	stroop	89	red	blue	incongruent	276183,276862,277543	s621	False
177.254	0.638	-0.05915625	incongruent	1.0	stroop	89	red	green	incongruent	278222,278903,279582,280263	s621	False
179.53	0.638	0.29884375	incongruent	1.0	stroop	82	green	blue	incongruent	280942,281623	s621	False
181.533	0.638	-0.07015625	incongruent	1.0	stroop	89	red	blue	incongruent	282302,282983,283663,284343	s621	False
183.671	0.638	-0.05615625	congruent	1.0	stroop	89	red	red	congruent	285022,285703,286383	s621	False
186.085	0.638	0.40184375	incongruent	1.0	stroop	71	blue	red	incongruent	287063,287742,288422	s621	False
188.36	0.638	-0.19215625	congruent	1.0	stroop	71	blue	blue	congruent	289102,289782,290462,291142	s621	False
191.045	0.638	-0.03115625	congruent	1.0	stroop	82	green	green	congruent	291822,292502,293182	s621	False
193.049	0.638	-0.05215625	congruent	1.0	stroop	82	green	green	congruent	293863,294542,295222,295902	s621	False
195.459	0.638	0.04684375	congruent	1.0	stroop	71	blue	blue	congruent	296583,297262,297942	s621	False
197.597	0.638	0.03084375	incongruent	1.0	stroop	71	blue	green	incongruent	298622,299302,299982,300663	s621	False
200.283	0.638	-0.17115625	incongruent	1.0	stroop	71	blue	red	incongruent	301342,302022,302702	s621	False
202.285	0.638	0.16284375	incongruent	1.0	stroop	89	red	green	incongruent	303382,304063,304742	s621	False
