movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
5.771	3.014	2.1858384615384616	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s589	False	2.985
6.161	5.773	-0.1831615384615385	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s589	False	
6.574	6.164	-0.1611615384615385	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s589	False	
6.924	6.575	-0.2221615384615385	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s589	False	
7.463	6.926	-0.0341615384615385	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s589	False	
7.789	7.464	-0.2461615384615385	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s589	False	
8.547	7.79	0.1858384615384615	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s589	False	
8.875	8.549	-0.2451615384615385	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s589	False	
8.879	8.88	-0.5721615384615385	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s589	True	
14.977	11.382	3.0238384615384617	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s589	False	2.985
15.546	14.978	-0.003161538461538498	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s589	False	
15.972	15.549	-0.1481615384615385	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s589	False	
16.298	15.973	-0.2461615384615385	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s589	False	
16.753	16.299	-0.1171615384615385	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s589	False	
17.198	16.755	-0.1281615384615385	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s589	False	
