movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
10.931	3.008	6.802601694915254	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s518	False	2.985
11.772	10.932	-0.2803983050847457	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s518	False	
13.298	11.774	0.40360169491525427	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s518	False	
15.073	13.298	0.6546016949152542	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s518	False	
16.323	15.074	0.12860169491525425	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s518	False	
17.303	16.324	-0.14139830508474574	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s518	False	
17.306	17.307	-1.1213983050847458	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s518	True	
25.468	19.808	4.5396016949152544	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s518	False	2.985
26.806	25.47	0.21560169491525424	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s518	False	
27.737	26.809	-0.19239830508474573	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s518	False	
28.511	27.738	-0.34739830508474573	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s518	False	
29.717	28.512	0.08460169491525425	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s518	False	
30.272	29.717	-0.5653983050847458	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s518	False	
30.274	30.275	-1.1213983050847458	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s518	True	
35.166	32.377	1.6686016949152542	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s518	False	2.985
35.819	35.166	-0.4673983050847457	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s518	False	
37.27	35.821	0.32860169491525426	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s518	False	
37.98	37.271	-0.41139830508474573	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s518	False	
38.914	37.984	-0.19039830508474576	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s518	False	
39.366	38.915	-0.6693983050847457	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s518	False	
39.367	39.368	-1.1213983050847458	0	UA_without_intermeidate	ward_and_allport	-1	2.0	poldrack-single-stim	s518	True	
44.447	41.57	1.7566016949152543	1	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s518	False	2.985
45.755	44.448	0.18660169491525425	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s518	False	
47.034	45.758	0.15560169491525425	0	UA_without_intermeidate	ward_and_allport	82	3.0	poldrack-single-stim	s518	False	
47.616	47.035	-0.5393983050847457	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s518	False	
48.195	47.618	-0.5433983050847457	0	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s518	False	
48.588	48.196	-0.7283983050847458	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s518	False	
48.59	48.591	-1.1213983050847458	0	UA_without_intermeidate	ward_and_allport	-1	3.0	poldrack-single-stim	s518	True	
60.263	52.597	6.545601694915255	1	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s518	False	2.985
61.311	60.265	-0.07439830508474575	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s518	False	
64.008	61.313	1.5746016949152541	0	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s518	False	
64.638	64.008	-0.49039830508474574	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s518	False	
67.31	64.641	1.5486016949152543	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s518	False	
67.818	67.31	-0.6123983050847458	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s518	False	
67.821	67.822	-1.1213983050847458	0	PA_with_intermediate	ward_and_allport	-1	0.0	poldrack-single-stim	s518	True	
76.441	72.0	3.3206016949152546	1	PA_with_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	s518	False	2.985
78.095	76.442	0.5326016949152542	0	PA_with_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s518	False	
79.112	78.096	-0.10439830508474575	0	PA_with_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	s518	False	
79.751	79.114	-0.48339830508474574	0	PA_with_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s518	False	
