movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
6.249	4.528	1.47	0.26857055214723924	AY	1.0	dot_pattern_expectancy	71.0	AY	s606	False
10.091	8.678	1.47	-0.03942944785276074	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
14.365	12.824	1.47	0.08857055214723926	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
18.32	16.842	1.47	0.025570552147239255	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
22.23	20.858	1.47	-0.08042944785276075	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
26.509	25.28	1.47	-0.22342944785276075	BX	1.0	dot_pattern_expectancy	71.0	BX	s606	False
31.152	29.431	1.47	0.26857055214723924	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
35.77	33.987	1.47	0.33057055214723924	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
39.827	38.272	1.47	0.10257055214723926	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
43.896	42.291	1.47	0.15257055214723925	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
48.466	46.987	1.47	0.026570552147239256	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
52.26	50.999	1.47	-0.19142944785276075	BX	1.0	dot_pattern_expectancy	71.0	BX	s606	False
58.511	57.193	1.47	-0.13442944785276076	BY	1.0	dot_pattern_expectancy	71.0	BY	s606	False
62.634	61.346	1.47	-0.16442944785276076	BY	1.0	dot_pattern_expectancy	71.0	BY	s606	False
66.761	65.496	1.47	-0.18742944785276075	BX	1.0	dot_pattern_expectancy	71.0	BX	s606	False
70.94	69.509	1.47	-0.021429447852760745	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
75.368	73.928	1.47	-0.012429447852760745	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
79.324	78.076	1.47	-0.20442944785276074	BX	1.0	dot_pattern_expectancy	71.0	BX	s606	False
83.519	82.09	1.47	-0.023429447852760747	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
87.776	86.512	1.47	-0.18842944785276075	BY	1.0	dot_pattern_expectancy	71.0	BY	s606	False
92.717	91.207	1.47	0.05757055214723925	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
96.98	95.493	1.47	0.03457055214723925	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
101.02	99.505	1.47	0.06257055214723925	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
104.87	103.511	1.47	-0.09342944785276075	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
109.486	108.072	1.47	-0.03842944785276074	AX	1.0	dot_pattern_expectancy	89.0	AX	s606	False
114.686	113.45	1.47	-0.21642944785276075	BX	1.0	dot_pattern_expectancy	71.0	BX	s606	False
