onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
94.95	1.5	0.582	1.0	stroop	blue	blue	0.0	47.0	s568
96.954	1.5	0.456	1.0	stroop	blue	red	0.0	48.0	s568
98.956	1.5	0.571	1.0	stroop	blue	blue	0.0	49.0	s568
100.961	1.5	0.779	1.0	stroop	blue	green	0.0	50.0	s568
103.236	1.5	0.551	1.0	stroop	green	red	0.0	51.0	s568
105.239	1.5	0.715	1.0	stroop	green	green	0.0	52.0	s568
107.376	1.5	0.952	1.0	stroop	green	green	0.0	53.0	s568
109.38	1.5	0.54	1.0	stroop	blue	blue	0.0	54.0	s568
111.522	1.5	0.716	1.0	stroop	green	green	0.0	55.0	s568
113.525	1.5	0.651	1.0	stroop	blue	blue	0.0	56.0	s568
115.527	1.5	0.787	1.0	stroop	green	red	0.0	57.0	s568
117.532	1.5	1.041	1.0	stroop	red	green	0.0	58.0	s568
119.806	1.5	0.625	1.0	stroop	red	green	0.0	59.0	s568
121.807	1.5	0.751	1.0	stroop	red	blue	0.0	60.0	s568
123.946	1.5	0.411	1.0	stroop	blue	blue	0.0	61.0	s568
126.356	1.5	0.729	1.0	stroop	green	blue	0.0	62.0	s568
128.634	1.5	0.753	1.0	stroop	red	red	0.0	63.0	s568
131.32	1.5	0.722	1.0	stroop	red	red	0.0	64.0	s568
133.324	1.5	0.905	1.0	stroop	green	green	0.0	65.0	s568
135.734	1.5	1.585	1.0	stroop	red	red	0.0	66.0	s568
137.872	1.5	0.73	1.0	stroop	blue	red	0.0	67.0	s568
140.554	1.5	0.602	1.0	stroop	green	blue	0.0	68.0	s568
142.556	1.5	0.668	1.0	stroop	green	red	0.0	69.0	s568
144.693	1.5	1.402	1.0	stroop	blue	blue	0.0	70.0	s568
147.651	1.5	0.818	1.0	stroop	green	red	0.0	71.0	s568
149.655	1.5	1.045	1.0	stroop	green	blue	0.0	72.0	s568
151.928	1.5	1.509	1.0	stroop	blue	green	0.0	73.0	s568
153.934	1.5	0.641	1.0	stroop	red	red	0.0	74.0	s568
155.936	1.5	0.646	1.0	stroop	green	green	0.0	75.0	s568
157.939	1.5	1.597	1.0	stroop	red	blue	0.0	76.0	s568
159.942	1.5	0.764	1.0	stroop	blue	blue	0.0	77.0	s568
162.081	1.5	0.678	1.0	stroop	green	green	0.0	78.0	s568
164.083	1.5	1.75	1.0	stroop	blue	red	0.0	79.0	s568
166.086	1.5	0.713	1.0	stroop	red	red	0.0	80.0	s568
168.228	1.5	1.491	0.0	stroop	red	green	0.0	81.0	s568
170.23	1.5	0.114	0.0	stroop	blue	green	0.0	82.0	s568
172.234	1.5	0.748	1.0	stroop	red	green	0.0	83.0	s568
174.374	1.5	0.569	1.0	stroop	green	green	0.0	84.0	s568
176.514	1.5	0.635	1.0	stroop	red	red	0.0	85.0	s568
178.791	1.5	0.622	1.0	stroop	green	red	0.0	86.0	s568
181.476	1.5	0.517	1.0	stroop	green	green	0.0	87.0	s568
183.479	1.5	0.392	1.0	stroop	blue	blue	0.0	88.0	s568
185.481	1.5	1.113	1.0	stroop	green	blue	0.0	89.0	s568
187.755	1.5	0.648	1.0	stroop	red	blue	0.0	90.0	s568
189.758	1.5	0.703	1.0	stroop	green	green	0.0	91.0	s568
191.764	1.5	0.529	1.0	stroop	blue	green	0.0	92.0	s568
193.768	1.5	0.772	1.0	stroop	green	red	0.0	93.0	s568
195.77	1.5	0.646	1.0	stroop	red	green	0.0	94.0	s568
197.771	1.5	0.852	1.0	stroop	green	blue	0.0	95.0	s568
