onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
-1.733	1.5	0.561	1.0	stroop	red	red	0.0	2.0	s568
0.681	1.5	0.404	1.0	stroop	green	green	0.0	3.0	s568
2.683	1.5	0.609	1.0	stroop	green	green	0.0	4.0	s568
4.82	1.5	0.525	1.0	stroop	red	red	0.0	5.0	s568
6.825	1.5	0.554	1.0	stroop	red	red	0.0	6.0	s568
8.83	1.5	1.131	1.0	stroop	red	green	0.0	7.0	s568
10.834	1.5	0.55	1.0	stroop	blue	blue	0.0	8.0	s568
13.108	1.5	0.675	1.0	stroop	blue	red	0.0	9.0	s568
15.113	1.5	0.548	1.0	stroop	blue	red	0.0	10.0	s568
17.386	1.5	0.508	1.0	stroop	blue	red	0.0	11.0	s568
19.663	1.5	0.746	1.0	stroop	green	blue	0.0	12.0	s568
21.665	1.5	0.766	1.0	stroop	blue	blue	0.0	13.0	s568
24.351	1.5	0.546	1.0	stroop	red	blue	0.0	14.0	s568
26.356	1.5	0.55	1.0	stroop	red	red	0.0	15.0	s568
28.632	1.5	0.571	1.0	stroop	red	red	0.0	16.0	s568
30.634	1.5	0.561	1.0	stroop	blue	blue	0.0	17.0	s568
32.639	1.5	0.541	1.0	stroop	blue	red	0.0	18.0	s568
34.914	1.5	0.628	1.0	stroop	green	green	0.0	19.0	s568
37.055	1.5	0.758	1.0	stroop	green	green	0.0	20.0	s568
39.602	1.5	0.877	1.0	stroop	blue	green	0.0	21.0	s568
42.011	1.5	1.137	1.0	stroop	green	blue	0.0	22.0	s568
44.015	1.5	0.754	1.0	stroop	red	blue	0.0	23.0	s568
46.021	1.5	0.599	0.0	stroop	green	blue	0.0	24.0	s568
48.026	1.5	0.907	1.0	stroop	green	green	0.0	25.0	s568
50.573	1.5	0.547	1.0	stroop	red	red	0.0	26.0	s568
52.714	1.5	0.458	1.0	stroop	blue	blue	0.0	27.0	s568
54.716	1.5	0.746	1.0	stroop	green	green	0.0	28.0	s568
56.718	1.5	0.721	1.0	stroop	green	green	0.0	29.0	s568
58.992	1.5	0.706	1.0	stroop	red	green	0.0	30.0	s568
60.995	1.5	0.484	1.0	stroop	blue	blue	0.0	31.0	s568
62.996	1.5	0.71	1.0	stroop	red	blue	0.0	32.0	s568
65.136	1.5	0.899	1.0	stroop	red	blue	0.0	33.0	s568
67.141	1.5	1.035	1.0	stroop	blue	red	0.0	34.0	s568
69.416	1.5	0.622	1.0	stroop	blue	blue	0.0	35.0	s568
71.555	1.5	0.502	1.0	stroop	blue	green	0.0	36.0	s568
73.968	1.5	0.752	1.0	stroop	blue	blue	0.0	37.0	s568
75.971	1.5	1.04	1.0	stroop	red	red	0.0	38.0	s568
77.973	1.5	0.57	1.0	stroop	green	red	0.0	39.0	s568
80.791	1.5	0.737	1.0	stroop	green	red	0.0	40.0	s568
82.792	1.5	1.109	1.0	stroop	blue	green	0.0	41.0	s568
84.798	1.5	0.646	1.0	stroop	blue	blue	0.0	42.0	s568
86.937	1.5	0.767	1.0	stroop	red	red	0.0	43.0	s568
88.939	1.5	1.772	0.0	stroop	red	blue	0.0	44.0	s568
90.943	1.5	0.653	1.0	stroop	red	red	0.0	45.0	s568
92.945	1.5	0.59	1.0	stroop	red	green	0.0	46.0	s568
