onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.517	0.576	0.07522480620155034	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s596	False
6.124728	0.576	0.03722480620155034	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s596	False
8.737	0.576	-0.07577519379844966	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s596	False
11.346864	0.576	-0.19077519379844968	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s596	False
13.953592	0.576	0.016224806201550337	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s596	False
16.562455999999997	0.576	-0.06977519379844967	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s596	False
19.175	0.576	-0.030775193798449663	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s596	False
21.783864	0.576	0.025224806201550338	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s596	False
24.391864	0.576	0.11922480620155033	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s596	False
27.004864	0.576	-0.058775193798449664	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s596	False
29.618864000000002	0.576	-0.06777519379844966	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s596	False
32.231728	0.576	-0.013775193798449664	0.0	spatial	attention_network_task	down	left	incongruent	71	poldrack-single-stim	s596	True
34.844864	0.576	0.15222480620155035	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s596	False
37.453592	0.576	0.12022480620155034	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s596	False
40.062	0.576	0.032224806201550334	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s596	False
42.669864000000004	0.576	-0.03877519379844967	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s596	False
45.281	0.576	0.07022480620155033	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s596	False
47.891864	0.576	-0.035775193798449664	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s596	False
50.504048000000004	0.576	-0.12777519379844968	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s596	False
53.112728000000004	0.576	-0.04077519379844966	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s596	False
55.720864	0.576	-0.060775193798449666	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s596	False
58.329	0.576	0.12122480620155034	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s596	False
60.936864	0.576	0.08022480620155034	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s596	False
63.546	0.576	0.020224806201550337	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s596	False
