inverse_delay	subjective_value	onset	duration	response_time	choice	experiment_exp_id	key_press	large_amount	later_delay	small_amount	trial_type	worker_id	junk
0.013157894736842105	3.0922693266832915	3.007	1.2355	0.17309999999999992	larger_later	discount_fixed	89	31.0	76.0	20.0	larger_later	s512	False
0.05263157894736842	13.205374280230325	8.326	1.2355	-0.007900000000000091	larger_later	discount_fixed	89	43.0	19.0	20.0	larger_later	s512	False
0.008064516129032258	3.8155802861685215	12.896	1.2355	0.2710999999999999	larger_later	discount_fixed	89	60.0	124.0	20.0	larger_later	s512	False
0.007042253521126761	1.5115465360391882	17.533	1.2355	0.7760999999999999	smaller_sooner	discount_fixed	71	27.0	142.0	20.0	smaller_sooner	s512	False
0.014285714285714285	2.684563758389262	22.444	1.2355	0.11409999999999991	smaller_sooner	discount_fixed	71	25.0	70.0	20.0	smaller_sooner	s512	False
0.010869565217391304	3.6897274633123693	26.945	1.2355	-0.03190000000000009	larger_later	discount_fixed	89	44.0	92.0	20.0	larger_later	s512	False
0.037037037037037035	9.74739970282318	31.923	1.2355	-0.25090000000000007	larger_later	discount_fixed	89	41.0	27.0	20.0	larger_later	s512	False
0.011235955056179775	5.532144786601837	36.834	1.2355	-0.046900000000000094	larger_later	discount_fixed	89	64.0	89.0	20.0	larger_later	s512	False
0.009259259259259259	5.641952983725136	41.403	1.2355	0.2410999999999999	larger_later	discount_fixed	89	78.0	108.0	20.0	larger_later	s512	False
0.006896551724137931	4.391080617495712	45.905	1.2355	0.2400999999999999	larger_later	discount_fixed	89	80.0	145.0	20.0	larger_later	s512	False
0.005747126436781609	1.8926716676283903	52.108	1.2355	0.5420999999999999	larger_later	discount_fixed	89	41.0	174.0	20.0	larger_later	s512	False
0.006896551724137931	2.305317324185249	56.813	1.2355	0.1240999999999999	larger_later	discount_fixed	89	42.0	145.0	20.0	larger_later	s512	False
0.008771929824561403	2.476354256233878	61.859	1.2355	0.6520999999999999	larger_later	discount_fixed	89	36.0	114.0	20.0	larger_later	s512	False
0.01818181818181818	7.7012448132780085	66.904	1.2355	-0.20490000000000008	larger_later	discount_fixed	89	58.0	55.0	20.0	larger_later	s512	False
0.017241379310344827	10.269413629160065	72.086	1.2355	-0.3279000000000001	larger_later	discount_fixed	89	81.0	58.0	20.0	larger_later	s512	False
0.009009009009009009	2.2565006610841785	77.063	1.2355	-0.04190000000000009	smaller_sooner	discount_fixed	71	32.0	111.0	20.0	smaller_sooner	s512	False
0.0070921985815602835	1.4089468122578375	81.837	1.2355	-0.01090000000000009	smaller_sooner	discount_fixed	71	25.0	141.0	20.0	smaller_sooner	s512	False
0.043478260869565216	17.956448911222783	86.611	1.2355	0.2100999999999999	larger_later	discount_fixed	89	67.0	23.0	20.0	larger_later	s512	False
0.006211180124223602	3.8272755514134826	91.793	1.2355	0.1320999999999999	larger_later	discount_fixed	89	77.0	161.0	20.0	larger_later	s512	False
