onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
74.711	1.5	0.629	1.0	stroop	red	green	0.0	34.0	s554
76.986	1.5	0.732	1.0	stroop	red	blue	0.0	35.0	s554
79.26	1.5	0.588	1.0	stroop	red	green	0.0	36.0	s554
81.262	1.5	0.738	1.0	stroop	blue	blue	0.0	37.0	s554
83.944	1.5	0.716	1.0	stroop	blue	red	0.0	38.0	s554
85.946	1.5	0.64	1.0	stroop	blue	blue	0.0	39.0	s554
88.22	1.5	0.566	1.0	stroop	blue	blue	0.0	40.0	s554
90.223	1.5	0.442	1.0	stroop	green	green	0.0	41.0	s554
92.225	1.5	0.592	1.0	stroop	green	blue	0.0	42.0	s554
94.498	1.5	0.553	1.0	stroop	blue	blue	0.0	43.0	s554
96.637	1.5	0.508	1.0	stroop	green	green	0.0	44.0	s554
99.183	1.5	0.502	1.0	stroop	green	blue	0.0	45.0	s554
101.594	1.5	0.507	1.0	stroop	red	green	0.0	46.0	s554
103.596	1.5	0.465	1.0	stroop	red	green	0.0	47.0	s554
105.598	1.5	0.688	1.0	stroop	blue	green	0.0	48.0	s554
107.6	1.5	0.541	1.0	stroop	green	green	0.0	49.0	s554
110.147	1.5	0.496	1.0	stroop	blue	blue	0.0	50.0	s554
112.284	1.5	0.565	1.0	stroop	blue	blue	0.0	51.0	s554
114.286	1.5	0.582	1.0	stroop	green	green	0.0	52.0	s554
116.288	1.5	0.622	1.0	stroop	red	red	0.0	53.0	s554
118.563	1.5	0.623	1.0	stroop	green	blue	0.0	54.0	s554
120.566	1.5	0.544	1.0	stroop	green	green	0.0	55.0	s554
122.568	1.5	0.775	1.0	stroop	green	blue	0.0	56.0	s554
124.706	1.5	0.66	1.0	stroop	green	red	0.0	57.0	s554
126.709	1.5	1.73	1.0	stroop	red	blue	0.0	58.0	s554
128.983	1.5	0.513	1.0	stroop	blue	blue	0.0	59.0	s554
131.121	1.5	0.699	1.0	stroop	red	green	0.0	60.0	s554
133.531	1.5	0.594	1.0	stroop	red	red	0.0	61.0	s554
135.533	1.5	0.572	1.0	stroop	blue	blue	0.0	62.0	s554
137.535	1.5	0.92	1.0	stroop	green	red	0.0	63.0	s554
140.353	1.5	0.626	1.0	stroop	green	red	0.0	64.0	s554
142.355	1.5	0.655	1.0	stroop	green	red	0.0	65.0	s554
144.357	1.5	0.652	1.0	stroop	green	green	0.0	66.0	s554
146.496	1.5	0.495	1.0	stroop	red	red	0.0	67.0	s554
148.499	1.5	0.712	1.0	stroop	blue	green	0.0	68.0	s554
150.501	1.5	0.561	1.0	stroop	blue	blue	0.0	69.0	s554
152.503	1.5	0.595	1.0	stroop	red	blue	0.0	70.0	s554
154.505	1.5	0.709	1.0	stroop	blue	blue	0.0	71.0	s554
156.507	1.5	0.459	1.0	stroop	green	red	0.0	72.0	s554
158.508	1.5	0.679	1.0	stroop	green	green	0.0	73.0	s554
160.51	1.5	1.107	1.0	stroop	red	blue	0.0	74.0	s554
162.784	1.5	0.51	1.0	stroop	red	green	0.0	75.0	s554
164.787	1.5	0.849	1.0	stroop	green	green	0.0	76.0	s554
166.924	1.5	0.69	1.0	stroop	red	red	0.0	77.0	s554
168.927	1.5	0.518	1.0	stroop	red	red	0.0	78.0	s554
171.065	1.5	0.566	1.0	stroop	green	green	0.0	79.0	s554
173.067	1.5	0.567	1.0	stroop	red	red	0.0	80.0	s554
175.07	1.5	0.515	1.0	stroop	blue	red	0.0	81.0	s554
177.072	1.5	0.66	1.0	stroop	red	blue	0.0	82.0	s554
179.346	1.5	0.64	1.0	stroop	green	blue	0.0	83.0	s554
181.348	1.5	0.665	0.0	stroop	green	red	0.0	84.0	s554
183.487	1.5	0.534	1.0	stroop	red	red	0.0	85.0	s554
185.897	1.5	0.86	1.0	stroop	blue	green	0.0	86.0	s554
188.17	1.5	0.604	1.0	stroop	red	red	0.0	87.0	s554
190.853	1.5	0.592	1.0	stroop	blue	blue	0.0	88.0	s554
192.856	1.5	0.504	1.0	stroop	green	green	0.0	89.0	s554
195.266	1.5	0.767	1.0	stroop	blue	blue	0.0	90.0	s554
197.404	1.5	0.718	1.0	stroop	blue	red	0.0	91.0	s554
200.086	1.5	0.641	1.0	stroop	blue	red	0.0	92.0	s554
202.088	1.5	0.631	1.0	stroop	blue	green	0.0	93.0	s554
204.227	1.5	0.575	1.0	stroop	red	red	0.0	94.0	s554
207.181	1.5	0.735	1.0	stroop	red	blue	0.0	95.0	s554
