onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	worker_id	junk	condition
3.013	0.55	0.14120472440944884	300.0	1.0	stop_signal	71.0	True	False	stop_failure	s603	False	stop_failure
5.267	0.55	0.5952047244094488	250.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
7.928	0.55	-0.020795275590551172	250.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
10.592	0.55	0.17720472440944882	250.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
12.846	0.55	0.030204724409448828	250.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
15.102	0.55	0.09020472440944884	250.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
17.493	0.55	0.08220472440944883	250.0	1.0	stop_signal	71.0	True	False	stop_failure	s603	False	stop_failure
20.291	0.55	-0.4947952755905512	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
22.683	0.55	-0.12579527559055118	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s603	False	stop_failure
24.939	0.55	-0.01779527559055117	200.0	1.0	stop_signal	89.0	True	False	stop_failure	s603	False	stop_failure
27.195	0.55	-0.4947952755905512	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
29.448	0.55	-0.23979527559055117	200.0	0.0	stop_signal	89.0	True	False	go	s603	True	go
32.112	0.55	0.005204724409448829	200.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
34.774	0.55	-0.02779527559055117	200.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
37.03	0.55	0.12820472440944883	200.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
39.558	0.55	0.08020472440944883	200.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
41.814	0.55	-0.4947952755905512	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
44.342	0.55	0.14720472440944882	250.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
46.87	0.55	-0.4947952755905512	250.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
49.395	0.55	-0.4947952755905512	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
51.786	0.55	-0.4947952755905512	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
54.31	0.55	0.2552047244094488	400.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
56.835	0.55	0.23420472440944884	400.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
59.227	0.55	0.006204724409448829	400.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
61.483	0.55	-0.14879527559055117	400.0	0.0	stop_signal	89.0	True	False	go	s603	True	go
64.01	0.55	0.35720472440944884	400.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
66.806	0.55	0.22420472440944883	400.0	1.0	stop_signal	89.0	True	False	stop_failure	s603	False	stop_failure
69.331	0.55	-0.4947952755905512	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
71.723	0.55	0.19920472440944884	400.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
73.979	0.55	-0.4947952755905512	400.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
76.235	0.55	0.05020472440944883	450.0	1.0	stop_signal	71.0	True	False	stop_failure	s603	False	stop_failure
78.487	0.55	-0.4947952755905512	400.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
80.742	0.55	0.37320472440944885	450.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
83.27	0.55	0.3252047244094488	450.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
85.526	0.55	-0.4947952755905512	450.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
87.782	0.55	0.6392047244094488	500.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
90.038	0.55	0.15220472440944882	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
92.291	0.55	0.41220472440944883	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
94.683	0.55	0.02720472440944883	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
96.939	0.55	-0.4947952755905512	500.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
99.195	0.55	-0.4947952755905512	550.0	0.0	stop_signal	-1.0	True	True	go	s603	True	go
100.449	0.55	-0.4947952755905512		0.0	stop_signal	-1.0	True	True	go	s603	True	go
111.962	0.55	0.23820472440944884	550.0	1.0	stop_signal	71.0	True	False	stop_failure	s603	False	stop_failure
114.214	0.55	-0.4947952755905512	500.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
116.739	0.55	0.11920472440944883	550.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
119.128	0.55	0.09820472440944883	550.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
121.653	0.55	0.17220472440944884	550.0	1.0	stop_signal	89.0	True	False	stop_failure	s603	False	stop_failure
123.907	0.55	0.3232047244094488	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
126.296	0.55	0.12820472440944883	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
128.688	0.55	0.01920472440944883	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
130.942	0.55	-0.0007952755905511708	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
133.331	0.55	0.07820472440944883	500.0	1.0	stop_signal	89.0	True	False	go	s603	False	go
135.719	0.55	0.10920472440944883	500.0	0.0	stop_signal	89.0	True	False	stop_failure	s603	True	stop_failure
138.108	0.55	-0.05479527559055117	450.0	0.0	stop_signal	89.0	True	False	go	s603	True	go
140.768	0.55	0.05820472440944883	450.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
143.294	0.55	0.05820472440944883	450.0	1.0	stop_signal	89.0	True	False	stop_failure	s603	False	stop_failure
145.55	0.55	-0.01579527559055117	400.0	1.0	stop_signal	89.0	True	False	stop_failure	s603	False	stop_failure
148.486	0.55	0.11120472440944883	350.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
150.742	0.55	0.21420472440944882	350.0	1.0	stop_signal	71.0	True	False	go	s603	False	go
153.268	0.55	-0.4947952755905512	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s603	False	stop_success
155.52	0.55	0.14020472440944884	400.0	0.0	stop_signal	89.0	True	False	go	s603	True	go
