onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.51	0.638	0.19613541666666662	incongruent	1.0	stroop	71	blue	red	incongruent	s358	False
5.785	0.638	-0.15286458333333336	incongruent	1.0	stroop	71	blue	red	incongruent	s358	False
7.786	0.638	-0.19886458333333337	congruent	1.0	stroop	71	blue	blue	congruent	s358	False
9.788	0.638	-0.11186458333333336	congruent	1.0	stroop	82	green	green	congruent	s358	False
11.791	0.638	-0.10286458333333337	incongruent	1.0	stroop	71	blue	green	incongruent	s358	False
13.793	0.638	-0.05386458333333337	congruent	1.0	stroop	89	red	red	congruent	s358	False
15.931	0.638	-0.14686458333333338	congruent	1.0	stroop	89	red	red	congruent	s358	False
17.934	0.638	0.24713541666666664	incongruent	1.0	stroop	89	red	green	incongruent	s358	False
19.936	0.638	0.08013541666666663	congruent	1.0	stroop	82	green	green	congruent	s358	False
22.074	0.638	0.01713541666666663	incongruent	1.0	stroop	89	red	blue	incongruent	s358	False
24.077	0.638	0.05813541666666663	incongruent	1.0	stroop	82	green	red	incongruent	s358	False
26.078	0.638	-0.10586458333333337	incongruent	1.0	stroop	89	red	green	incongruent	s358	False
28.216	0.638	-0.15786458333333336	congruent	1.0	stroop	71	blue	blue	congruent	s358	False
30.354	0.638	-0.004864583333333371	congruent	1.0	stroop	89	red	red	congruent	s358	False
32.627	0.638	0.19213541666666664	incongruent	1.0	stroop	82	green	blue	incongruent	s358	False
35.31	0.638	-0.12986458333333337	congruent	1.0	stroop	82	green	green	congruent	s358	False
37.312	0.638	-0.06886458333333337	congruent	1.0	stroop	82	green	green	congruent	s358	False
39.315	0.638	0.03813541666666663	incongruent	1.0	stroop	82	green	red	incongruent	s358	False
41.589	0.638	0.14113541666666662	incongruent	1.0	stroop	71	blue	red	incongruent	s358	False
43.592	0.638	-0.011864583333333371	congruent	1.0	stroop	82	green	green	congruent	s358	False
45.594	0.638	0.03913541666666663	incongruent	1.0	stroop	89	red	blue	incongruent	s358	False
47.596	0.638	0.14313541666666663	incongruent	1.0	stroop	82	green	blue	incongruent	s358	False
49.598	0.638	-0.09486458333333338	incongruent	1.0	stroop	82	green	blue	incongruent	s358	False
51.6	0.638	-0.15386458333333336	incongruent	1.0	stroop	82	green	blue	incongruent	s358	False
53.603	0.638	-0.12486458333333338	congruent	1.0	stroop	82	green	green	congruent	s358	False
55.877	0.638	-0.08086458333333336	incongruent	1.0	stroop	71	blue	red	incongruent	s358	False
57.88	0.638	-0.20086458333333337	congruent	1.0	stroop	71	blue	blue	congruent	s358	False
60.289	0.638	-0.11886458333333337	congruent	1.0	stroop	89	red	red	congruent	s358	False
62.292	0.638	0.05513541666666663	congruent	1.0	stroop	71	blue	blue	congruent	s358	False
64.431	0.638	-0.08386458333333337	congruent	1.0	stroop	71	blue	blue	congruent	s358	False
66.433	0.638	-0.08586458333333337	congruent	1.0	stroop	89	red	red	congruent	s358	False
68.435	0.638	-0.03786458333333337	incongruent	1.0	stroop	71	blue	green	incongruent	s358	False
70.437	0.638	0.02113541666666663	congruent	1.0	stroop	71	blue	blue	congruent	s358	False
72.711	0.638	0.3241354166666666	incongruent	1.0	stroop	89	red	green	incongruent	s358	False
74.714	0.638	0.12413541666666662	incongruent	1.0	stroop	82	green	red	incongruent	s358	False
76.989	0.638	-0.08586458333333337	incongruent	1.0	stroop	82	green	red	incongruent	s358	False
79.263	0.638	-0.08486458333333337	incongruent	1.0	stroop	82	green	red	incongruent	s358	False
81.265	0.638	0.09013541666666663	congruent	1.0	stroop	82	green	green	congruent	s358	False
83.947	0.638	-0.05886458333333337	incongruent	1.0	stroop	82	green	blue	incongruent	s358	False
85.948	0.638	-0.03286458333333337	congruent	1.0	stroop	82	green	green	congruent	s358	False
88.223	0.638	-0.13786458333333337	congruent	1.0	stroop	82	green	green	congruent	s358	False
90.225	0.638	-0.022864583333333372	congruent	1.0	stroop	89	red	red	congruent	s358	False
92.226	0.638	0.11813541666666663	incongruent	1.0	stroop	71	blue	red	incongruent	s358	False
