onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.506	0.639	0.006916666666666629	incongruent	1.0	stroop	89	red	blue	incongruent	s513	False
5.51	0.639	0.23091666666666663	congruent	1.0	stroop	82	green	green	congruent	s513	False
8.056	0.639	-0.24108333333333337	congruent	1.0	stroop	71	blue	blue	congruent	s513	False
10.194	0.639	-0.23408333333333337	congruent	1.0	stroop	89	red	red	congruent	s513	False
12.196	0.639	-0.35008333333333336	congruent	1.0	stroop	71	blue	blue	congruent	s513	False
14.198	0.639	-0.09908333333333337	congruent	1.0	stroop	89	red	red	congruent	s513	False
16.472	0.639	-0.16708333333333336	incongruent	1.0	stroop	82	green	blue	incongruent	s513	False
18.475	0.639	-0.12408333333333336	congruent	1.0	stroop	71	blue	blue	congruent	s513	False
20.477	0.639	-0.40908333333333335	incongruent	1.0	stroop	89	red	green	incongruent	s513	False
22.615	0.639	-0.35908333333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s513	False
24.617	0.639	-0.17908333333333337	incongruent	1.0	stroop	89	red	blue	incongruent	s513	False
26.891	0.639	-0.2560833333333334	congruent	0.0	stroop	71	red	red	congruent	s513	True
29.029	0.639	-0.02608333333333337	incongruent	1.0	stroop	82	green	blue	incongruent	s513	False
31.439	0.639	0.12291666666666663	congruent	1.0	stroop	89	red	red	congruent	s513	False
33.441	0.639	-0.03908333333333337	congruent	1.0	stroop	89	red	red	congruent	s513	False
35.443	0.639	-0.05308333333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s513	False
38.261	0.639	0.6959166666666666	incongruent	1.0	stroop	89	red	blue	incongruent	s513	False
40.263	0.639	0.04191666666666663	incongruent	1.0	stroop	71	blue	green	incongruent	s513	False
42.266	0.639	-0.10308333333333337	congruent	1.0	stroop	82	green	green	congruent	s513	False
44.404	0.639	-0.03908333333333337	congruent	1.0	stroop	89	red	red	congruent	s513	False
46.406	0.639	-0.35008333333333336	incongruent	1.0	stroop	71	blue	red	incongruent	s513	False
48.408	0.639	-0.07108333333333337	congruent	1.0	stroop	71	blue	blue	congruent	s513	False
50.411	0.639	-0.06208333333333337	incongruent	1.0	stroop	89	red	green	incongruent	s513	False
52.413	0.639	-0.008083333333333371	congruent	1.0	stroop	82	green	green	congruent	s513	False
54.415	0.639	-0.27208333333333334	incongruent	1.0	stroop	71	blue	red	incongruent	s513	False
56.417	0.639	-0.27308333333333334	congruent	1.0	stroop	89	red	red	congruent	s513	False
58.42	0.639	0.05091666666666663	incongruent	1.0	stroop	71	blue	green	incongruent	s513	False
60.694	0.639	-0.02908333333333337	incongruent	1.0	stroop	89	red	blue	incongruent	s513	False
62.697	0.639	-0.01608333333333337	congruent	1.0	stroop	82	green	green	congruent	s513	False
64.835	0.639	-0.06808333333333337	congruent	1.0	stroop	82	green	green	congruent	s513	False
66.837	0.639	-0.09308333333333337	congruent	1.0	stroop	71	blue	blue	congruent	s513	False
68.975	0.639	-0.06008333333333337	congruent	1.0	stroop	89	red	red	congruent	s513	False
70.977	0.639	-0.13708333333333336	congruent	1.0	stroop	89	red	red	congruent	s513	False
72.98	0.639	-0.05708333333333337	incongruent	1.0	stroop	89	red	blue	incongruent	s513	False
74.983	0.639	0.004916666666666629	incongruent	1.0	stroop	82	green	red	incongruent	s513	False
77.258	0.639	0.0009166666666666288	incongruent	1.0	stroop	82	green	blue	incongruent	s513	False
79.26	0.639	-0.14708333333333337	incongruent	1.0	stroop	82	green	red	incongruent	s513	False
