onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.516	0.638	0.9531354166666667	incongruent	1.0	stroop	82	green	red	incongruent	s582	False
5.518	0.638	-0.006864583333333371	congruent	1.0	stroop	89	red	red	congruent	s582	False
8.064	0.638	0.5091354166666666	congruent	1.0	stroop	71	blue	blue	congruent	s582	False
10.203	0.638	-0.09686458333333337	congruent	1.0	stroop	82	green	green	congruent	s582	False
12.208	0.638	-0.011864583333333371	congruent	1.0	stroop	71	blue	blue	congruent	s582	False
14.21	0.638	-0.08886458333333337	congruent	1.0	stroop	89	red	red	congruent	s582	False
16.486	0.638	-0.26286458333333335	incongruent	1.0	stroop	71	blue	red	incongruent	s582	False
18.491	0.638	-0.11686458333333337	congruent	1.0	stroop	89	red	red	congruent	s582	False
20.494	0.638	-0.12186458333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s582	False
22.636	0.638	-0.13686458333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s582	False
24.641	0.638	-0.09286458333333338	incongruent	1.0	stroop	89	red	green	incongruent	s582	False
26.916	0.638	-0.10386458333333337	congruent	1.0	stroop	82	green	green	congruent	s582	False
29.054	0.638	-0.051864583333333374	incongruent	1.0	stroop	71	blue	red	incongruent	s582	False
31.468	0.638	-0.09686458333333337	congruent	1.0	stroop	82	green	green	congruent	s582	False
33.473	0.638	-0.10486458333333337	congruent	1.0	stroop	82	green	green	congruent	s582	False
35.479	0.638	-0.18486458333333336	incongruent	1.0	stroop	89	red	green	incongruent	s582	False
38.3	0.638	0.016135416666666628	incongruent	1.0	stroop	82	green	blue	incongruent	s582	False
40.306	0.638	0.07313541666666663	incongruent	1.0	stroop	82	green	red	incongruent	s582	False
42.308	0.638	-0.07086458333333337	congruent	1.0	stroop	89	red	red	congruent	s582	False
44.45	0.638	-0.14886458333333338	congruent	1.0	stroop	71	blue	blue	congruent	s582	False
46.454	0.638	0.02213541666666663	incongruent	1.0	stroop	89	red	blue	incongruent	s582	False
48.46	0.638	0.19613541666666662	congruent	1.0	stroop	82	green	green	congruent	s582	False
50.466	0.638	0.002135416666666629	incongruent	1.0	stroop	71	blue	green	incongruent	s582	False
52.471	0.638	-0.16086458333333337	congruent	1.0	stroop	89	red	red	congruent	s582	False
54.476	0.638	0.18813541666666664	incongruent	1.0	stroop	82	green	blue	incongruent	s582	False
56.48	0.638	0.0011354166666666288	congruent	1.0	stroop	89	red	red	congruent	s582	False
