onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
3.51	1.5	0.834	1.0	stroop	red	green	0.0	0.0	s553
5.785	1.5	1.264	1.0	stroop	green	blue	0.0	1.0	s553
7.786	1.5	0.647	1.0	stroop	red	red	0.0	2.0	s553
9.789	1.5	0.493	1.0	stroop	red	red	0.0	3.0	s553
11.792	1.5	0.722	1.0	stroop	blue	green	0.0	4.0	s553
13.794	1.5	0.622	1.0	stroop	red	red	0.0	5.0	s553
15.933	1.5	0.536	1.0	stroop	red	red	0.0	6.0	s553
17.936	1.5	0.607	1.0	stroop	blue	red	0.0	7.0	s553
19.938	1.5	0.553	1.0	stroop	green	green	0.0	8.0	s553
22.076	1.5	0.813	1.0	stroop	blue	red	0.0	9.0	s553
24.079	1.5	0.745	1.0	stroop	green	blue	0.0	10.0	s553
26.081	1.5	0.905	1.0	stroop	red	blue	0.0	11.0	s553
28.219	1.5	0.715	1.0	stroop	blue	blue	0.0	12.0	s553
30.357	1.5	0.569	1.0	stroop	green	green	0.0	13.0	s553
32.632	1.5	0.535	1.0	stroop	red	green	0.0	14.0	s553
35.314	1.5	0.491	1.0	stroop	blue	blue	0.0	15.0	s553
37.317	1.5	0.846	1.0	stroop	blue	blue	0.0	16.0	s553
39.318	1.5	0.593	1.0	stroop	red	blue	0.0	17.0	s553
41.593	1.5	0.686	1.0	stroop	green	red	0.0	18.0	s553
43.595	1.5	0.64	1.0	stroop	red	red	0.0	19.0	s553
45.597	1.5	0.898	1.0	stroop	green	red	0.0	20.0	s553
47.6	1.5	0.997	1.0	stroop	red	green	0.0	21.0	s553
49.602	1.5	0.925	1.0	stroop	green	blue	0.0	22.0	s553
51.605	1.5	0.631	1.0	stroop	blue	green	0.0	23.0	s553
53.607	1.5	0.868	1.0	stroop	green	green	0.0	24.0	s553
55.881	1.5	0.903	1.0	stroop	red	blue	0.0	25.0	s553
