onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
57.883	1.5	0.622	1.0	stroop	blue	blue	0.0	26.0	s553
60.293	1.5	0.689	1.0	stroop	green	green	0.0	27.0	s553
62.296	1.5	1.017	1.0	stroop	blue	blue	0.0	28.0	s553
64.434	1.5	0.586	1.0	stroop	blue	blue	0.0	29.0	s553
66.436	1.5	0.716	1.0	stroop	green	green	0.0	30.0	s553
68.438	1.5	0.599	1.0	stroop	red	blue	0.0	31.0	s553
70.441	1.5	1.084	1.0	stroop	green	green	0.0	32.0	s553
72.716	1.5	0.693	1.0	stroop	green	blue	0.0	33.0	s553
74.719	1.5	0.704	1.0	stroop	blue	red	0.0	34.0	s553
76.994	1.5	0.752	1.0	stroop	green	red	0.0	35.0	s553
79.268	1.5	0.792	1.0	stroop	red	green	0.0	36.0	s553
81.269	1.5	0.728	1.0	stroop	blue	blue	0.0	37.0	s553
83.952	1.5	0.67	1.0	stroop	blue	red	0.0	38.0	s553
85.954	1.5	0.533	1.0	stroop	blue	blue	0.0	39.0	s553
88.228	1.5	0.624	1.0	stroop	red	red	0.0	40.0	s553
90.23	1.5	0.45	1.0	stroop	blue	blue	0.0	41.0	s553
92.232	1.5	0.631	1.0	stroop	green	red	0.0	42.0	s553
94.507	1.5	0.848	1.0	stroop	red	red	0.0	43.0	s553
96.645	1.5	0.603	1.0	stroop	red	red	0.0	44.0	s553
99.191	1.5	0.859	1.0	stroop	green	red	0.0	45.0	s553
101.6	1.5	0.722	1.0	stroop	green	red	0.0	46.0	s553
103.603	1.5	0.903	1.0	stroop	blue	green	0.0	47.0	s553
105.605	1.5	0.991	1.0	stroop	blue	green	0.0	48.0	s553
107.607	1.5	0.522	1.0	stroop	blue	blue	0.0	49.0	s553
110.153	1.5	0.576	1.0	stroop	red	red	0.0	50.0	s553
112.292	1.5	0.649	1.0	stroop	green	green	0.0	51.0	s553
114.294	1.5	0.519	1.0	stroop	red	red	0.0	52.0	s553
116.296	1.5	0.573	1.0	stroop	red	red	0.0	53.0	s553
118.572	1.5	0.894	1.0	stroop	blue	red	0.0	54.0	s553
120.574	1.5	0.621	1.0	stroop	green	green	0.0	55.0	s553
122.577	1.5	1.027	1.0	stroop	green	blue	0.0	56.0	s553
124.715	1.5	0.543	1.0	stroop	green	red	0.0	57.0	s553
126.717	1.5	0.7	1.0	stroop	red	blue	0.0	58.0	s553
128.992	1.5	0.493	1.0	stroop	blue	blue	0.0	59.0	s553
131.13	1.5	0.68	1.0	stroop	green	blue	0.0	60.0	s553
133.54	1.5	0.694	1.0	stroop	green	green	0.0	61.0	s553
135.542	1.5	0.727	1.0	stroop	blue	blue	0.0	62.0	s553
137.544	1.5	0.95	1.0	stroop	red	blue	0.0	63.0	s553
140.362	1.5	0.537	1.0	stroop	red	green	0.0	64.0	s553
142.364	1.5	0.804	1.0	stroop	green	blue	0.0	65.0	s553
144.366	1.5	0.77	1.0	stroop	green	green	0.0	66.0	s553
146.505	1.5	0.585	1.0	stroop	green	green	0.0	67.0	s553
148.508	1.5	0.66	1.0	stroop	red	blue	0.0	68.0	s553
150.51	1.5	0.764	1.0	stroop	green	green	0.0	69.0	s553
152.512	1.5	0.76	1.0	stroop	blue	green	0.0	70.0	s553
154.514	1.5	0.55	1.0	stroop	red	red	0.0	71.0	s553
156.516	1.5	0.863	1.0	stroop	green	blue	0.0	72.0	s553
158.517	1.5	0.725	1.0	stroop	blue	blue	0.0	73.0	s553
160.519	1.5	0.679	1.0	stroop	blue	green	0.0	74.0	s553
162.793	1.5	0.524	1.0	stroop	red	blue	0.0	75.0	s553
164.796	1.5	0.522	1.0	stroop	blue	blue	0.0	76.0	s553
166.933	1.5	0.513	1.0	stroop	green	green	0.0	77.0	s553
168.936	1.5	0.635	1.0	stroop	blue	blue	0.0	78.0	s553
171.074	1.5	0.679	1.0	stroop	green	green	0.0	79.0	s553
173.076	1.5	0.556	0.0	stroop	red	red	0.0	80.0	s553
175.078	1.5	0.784	1.0	stroop	blue	green	0.0	81.0	s553
177.08	1.5	1.071	1.0	stroop	red	green	0.0	82.0	s553
179.355	1.5	0.798	1.0	stroop	red	green	0.0	83.0	s553
181.356	1.5	0.89	1.0	stroop	green	red	0.0	84.0	s553
183.495	1.5	0.688	1.0	stroop	red	red	0.0	85.0	s553
185.905	1.5	0.65	1.0	stroop	blue	red	0.0	86.0	s553
188.179	1.5	0.837	1.0	stroop	blue	blue	0.0	87.0	s553
190.862	1.5	1.042	1.0	stroop	green	green	0.0	88.0	s553
192.864	1.5	0.574	1.0	stroop	red	red	0.0	89.0	s553
195.273	1.5	0.727	1.0	stroop	red	red	0.0	90.0	s553
197.411	1.5	0.856	1.0	stroop	blue	red	0.0	91.0	s553
200.094	1.5	0.902	1.0	stroop	blue	green	0.0	92.0	s553
202.095	1.5	0.998	1.0	stroop	blue	red	0.0	93.0	s553
204.232	1.5	0.593	1.0	stroop	green	green	0.0	94.0	s553
207.186	1.5	0.603	1.0	stroop	red	green	0.0	95.0	s553
