movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
6.54	3.016	2.4620216216216213	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s573	False	2.985
7.482	6.54	-0.11997837837837846	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s573	False	
13.527	7.485	4.9800216216216215	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s573	False	
15.304	13.527	0.7150216216216215	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s573	False	
17.114	15.306	0.7460216216216216	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s573	False	
17.95	17.115	-0.22697837837837848	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s573	False	
19.011	17.952	-0.0029783783783784656	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s573	False	
20.03	19.012	-0.043978378378378466	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s573	False	
21.817	20.032	0.7230216216216215	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s573	False	
23.016	21.818	0.13602162162162154	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s573	False	
23.021	23.022	-1.0629783783783784	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s573	True	
29.639	25.523	3.0540216216216214	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s573	False	2.985
30.833	29.641	0.13002162162162154	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s573	False	
32.127	30.835	0.23002162162162154	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s573	False	
33.747	32.127	0.5580216216216215	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s573	False	
35.816	33.749	1.0050216216216215	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s573	False	
36.591	35.817	-0.2879783783783785	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s573	False	
