	onset	duration	response_time	trial_type	correct	experiment_exp_id	key_press	stim_color	stim_duration	stim_word	trial_num	worker_id
43	5.52	0.0001	0.948	incongruent	1.0	stroop	89	red	1500.0	blue	0.0	s573
44	8.07	0.0001	0.649	congruent	1.0	stroop	71	blue	1500.0	blue	1.0	s573
45	10.207	0.0001	0.638	congruent	1.0	stroop	71	blue	1500.0	blue	2.0	s573
46	12.214	0.0001	0.564	congruent	1.0	stroop	89	red	1500.0	red	3.0	s573
47	14.219	0.0001	0.511	congruent	1.0	stroop	71	blue	1500.0	blue	4.0	s573
48	16.497	0.0001	0.633	congruent	1.0	stroop	89	red	1500.0	red	5.0	s573
49	18.502	0.0001	0.901	incongruent	1.0	stroop	89	red	1500.0	blue	6.0	s573
50	20.506	0.0001	0.628	congruent	1.0	stroop	71	blue	1500.0	blue	7.0	s573
51	22.646	0.0001	0.838	incongruent	1.0	stroop	89	red	1500.0	green	8.0	s573
52	24.652	0.0001	0.949	incongruent	0.0	stroop	89	blue	1500.0	green	9.0	s573
53	26.927	0.0001	1.016	incongruent	1.0	stroop	89	red	1500.0	green	10.0	s573
54	29.068	0.0001	0.604	congruent	1.0	stroop	71	blue	1500.0	blue	11.0	s573
55	31.479	0.0001	0.718	incongruent	1.0	stroop	71	blue	1500.0	red	12.0	s573
56	33.484	0.0001	1.004	congruent	1.0	stroop	82	green	1500.0	green	13.0	s573
57	35.489	0.0001	0.669	congruent	1.0	stroop	89	red	1500.0	red	14.0	s573
58	38.311	0.0001	1.087	incongruent	1.0	stroop	82	green	1500.0	blue	15.0	s573
59	40.316	0.0001	1.122	incongruent	1.0	stroop	89	red	1500.0	green	16.0	s573
60	42.322	0.0001	0.912	incongruent	1.0	stroop	71	blue	1500.0	green	17.0	s573
61	44.46	0.0001	0.857	congruent	1.0	stroop	82	green	1500.0	green	18.0	s573
62	46.466	0.0001	0.734	congruent	1.0	stroop	71	blue	1500.0	blue	19.0	s573
63	48.471	0.0001	0.458	incongruent	1.0	stroop	71	blue	1500.0	red	20.0	s573
64	50.477	0.0001	0.45	congruent	0.0	stroop	89	green	1500.0	green	21.0	s573
65	52.482	0.0001	1.014	incongruent	1.0	stroop	82	green	1500.0	red	22.0	s573
66	54.488	0.0001	0.533	congruent	1.0	stroop	71	blue	1500.0	blue	23.0	s573
67	56.493	0.0001	0.798	incongruent	1.0	stroop	89	red	1500.0	blue	24.0	s573
68	58.497	0.0001	0.562	congruent	1.0	stroop	89	red	1500.0	red	25.0	s573
69	60.771	0.0001	0.925	incongruent	1.0	stroop	82	green	1500.0	blue	26.0	s573
70	62.776	0.0001	0.79	incongruent	1.0	stroop	89	red	1500.0	green	27.0	s573
71	64.914	0.0001	0.771	congruent	1.0	stroop	82	green	1500.0	green	28.0	s573
72	66.92	0.0001	0.55	congruent	1.0	stroop	89	red	1500.0	red	29.0	s573
73	69.059	0.0001	0.849	congruent	1.0	stroop	71	blue	1500.0	blue	30.0	s573
74	71.064	0.0001	0.589	congruent	1.0	stroop	82	green	1500.0	green	31.0	s573
75	73.069	0.0001	0.61	congruent	1.0	stroop	71	blue	1500.0	blue	32.0	s573
76	75.075	0.0001	0.725	incongruent	0.0	stroop	71	green	1500.0	blue	33.0	s573
77	77.352	0.0001	1.067	incongruent	1.0	stroop	89	red	1500.0	green	34.0	s573
78	79.358	0.0001	0.844	incongruent	1.0	stroop	71	blue	1500.0	green	35.0	s573
79	81.497	0.0001	0.764	incongruent	1.0	stroop	71	blue	1500.0	red	36.0	s573
80	83.911	0.0001	0.603	congruent	1.0	stroop	82	green	1500.0	green	37.0	s573
81	86.185	0.0001	0.97	incongruent	1.0	stroop	71	blue	1500.0	green	38.0	s573
82	88.867	0.0001	0.637	congruent	1.0	stroop	71	blue	1500.0	blue	39.0	s573
83	90.873	0.0001	0.534	congruent	1.0	stroop	89	red	1500.0	red	40.0	s573
84	93.284	0.0001	0.757	congruent	1.0	stroop	82	green	1500.0	green	41.0	s573
85	95.421	0.0001	0.755	congruent	1.0	stroop	89	red	1500.0	red	42.0	s573
86	98.105	0.0001	1.028	incongruent	1.0	stroop	82	green	1500.0	blue	43.0	s573
87	100.11	0.0001	1.022	incongruent	0.0	stroop	89	blue	1500.0	green	44.0	s573
88	102.249	0.0001	1.23	incongruent	1.0	stroop	71	blue	1500.0	red	45.0	s573
89	105.204	0.0001	0.492	congruent	1.0	stroop	71	blue	1500.0	blue	46.0	s573
90	107.209	0.0001	0.918	incongruent	1.0	stroop	82	green	1500.0	red	47.0	s573
91	109.483	0.0001	0.808	incongruent	1.0	stroop	71	blue	1500.0	green	48.0	s573
92	111.487	0.0001	1.028	incongruent	1.0	stroop	82	green	1500.0	blue	49.0	s573
93	113.492	0.0001	0.697	congruent	1.0	stroop	89	red	1500.0	red	50.0	s573
94	115.498	0.0001	0.428	congruent	1.0	stroop	89	red	1500.0	red	51.0	s573
95	117.503	0.0001	0.901	incongruent	1.0	stroop	82	green	1500.0	blue	52.0	s573
96	119.641	0.0001	0.817	congruent	1.0	stroop	82	green	1500.0	green	53.0	s573
97	121.642	0.0001	0.593	congruent	1.0	stroop	82	green	1500.0	green	54.0	s573
98	123.647	0.0001	0.674	incongruent	1.0	stroop	82	green	1500.0	blue	55.0	s573
99	125.787	0.0001	0.587	congruent	1.0	stroop	82	green	1500.0	green	56.0	s573
100	127.792	0.0001	0.934	incongruent	1.0	stroop	89	red	1500.0	green	57.0	s573
101	129.797	0.0001	0.821	incongruent	1.0	stroop	82	green	1500.0	red	58.0	s573
102	131.936	0.0001	0.86	incongruent	1.0	stroop	89	red	1500.0	blue	59.0	s573
103	134.074	0.0001	0.543	congruent	1.0	stroop	89	red	1500.0	red	60.0	s573
104	136.35	0.0001	0.639	congruent	1.0	stroop	82	green	1500.0	green	61.0	s573
105	139.035	0.0001	0.983	incongruent	1.0	stroop	82	green	1500.0	red	62.0	s573
106	141.04	0.0001	0.82	congruent	1.0	stroop	71	blue	1500.0	blue	63.0	s573
107	143.046	0.0001	0.725	congruent	1.0	stroop	82	green	1500.0	green	64.0	s573
108	145.323	0.0001	0.959	incongruent	1.0	stroop	82	green	1500.0	red	65.0	s573
