movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
5.957	4.519	1.47	-0.12904294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
10.811	9.204	1.47	0.03995705521472394	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
15.493	14.032	1.47	-0.10604294478527607	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
19.519	18.178	1.47	-0.22604294478527606	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
24.02	22.595	1.47	-0.14204294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
29.987	28.649	1.47	-0.22904294478527606	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
34.566	32.8	1.47	0.19895705521472393	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
38.174	36.813	1.47	-0.20604294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
42.215	40.821	1.47	-0.17304294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
46.445	45.102	1.47	-0.22404294478527606	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
51.449	50.062	1.47	-0.18004294478527608	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
55.859	54.478	1.47	-0.18604294478527605	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
60.236	58.627	1.47	0.04195705521472394	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
64.427	62.639	1.47	0.22095705521472395	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
68.471	66.782	1.47	0.12195705521472394	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
72.744	70.927	1.47	0.24995705521472394	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
77.371	75.895	1.47	-0.09104294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
80.906	79.907	1.47	-0.5680429447852761	BY	0.0	dot_pattern_expectancy	-1.0	BY	s574	True
86.521	83.921	1.47	1.0329570552147238	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
89.552	88.064	1.47	-0.07904294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
93.682	92.213	1.47	-0.09804294478527606	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
97.895	96.362	1.47	-0.034042944785276065	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
101.757	100.379	1.47	-0.18904294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
105.698	104.387	1.47	-0.25604294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
110.034	108.667	1.47	-0.20004294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
114.624	113.358	1.47	-0.30104294478527605	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
118.642	117.643	1.47	-0.5680429447852761	BY	0.0	dot_pattern_expectancy	-1.0	BY	s574	True
123.438	121.659	1.47	0.21195705521472394	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
127.074	125.671	1.47	-0.16404294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
131.386	129.815	1.47	0.003957055214723937	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
136.059	134.504	1.47	-0.012042944785276063	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
140.878	139.33	1.47	-0.019042944785276062	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
145.077	143.474	1.47	0.035957055214723935	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
149.778	148.165	1.47	0.04595705521472394	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
154.499	152.72	1.47	0.21195705521472394	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
158.437	157.003	1.47	-0.13304294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
162.425	161.011	1.47	-0.15304294478527605	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
167.512	165.704	1.47	0.24095705521472394	AY	0.0	dot_pattern_expectancy	89.0	AY	s574	True
172.086	170.665	1.47	-0.14604294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
176.332	174.809	1.47	-0.04404294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
176.72	175.721	1.47	-0.5680429447852761			dot_pattern_expectancy	-1.0		s574	True
191.186	189.745	1.47	-0.12604294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
195.799	194.026	1.47	0.20595705521472393	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
199.701	198.036	1.47	0.09795705521472393	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
204.876	202.999	1.47	0.30995705521472394	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
209.853	207.279	1.47	1.006957055214724	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
213.207	211.696	1.47	-0.056042944785276064	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
217.772	216.115	1.47	0.08995705521472394	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
223.474	221.216	1.47	0.690957055214724	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
226.669	225.232	1.47	-0.13004294478527606	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
230.777	229.246	1.47	-0.03604294478527606	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
234.933	233.254	1.47	0.11195705521472393	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
238.82	237.401	1.47	-0.14804294478527608	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
243.293	241.955	1.47	-0.22904294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
249.144	246.238	1.47	1.3389570552147239	BX	0.0	dot_pattern_expectancy	89.0	BX	s574	True
252.949	251.34	1.47	0.04195705521472394	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
257.665	255.351	1.47	0.7469570552147239	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
261.31	260.311	1.47	-0.5680429447852761	BY	0.0	dot_pattern_expectancy	-1.0	BY	s574	True
265.46	264.461	1.47	-0.5680429447852761	AX	0.0	dot_pattern_expectancy	-1.0	AX	s574	True
269.997	268.609	1.47	-0.17904294478527608	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
273.92	272.621	1.47	-0.26804294478527607	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
278.322	276.768	1.47	-0.013042944785276064	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
282.354	280.776	1.47	0.010957055214723937	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
286.82	285.466	1.47	-0.21304294478527605	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
290.945	289.475	1.47	-0.09704294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
295.281	293.891	1.47	-0.17704294478527607	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
299.866	298.035	1.47	0.26395705521472396	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
304.804	302.18	1.47	1.0569570552147238	AX	0.0	dot_pattern_expectancy	71.0	AX	s574	True
307.716	306.326	1.47	-0.17704294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
311.336	310.337	1.47	-0.5680429447852761	BY	0.0	dot_pattern_expectancy	-1.0	BY	s574	True
316.634	314.889	1.47	0.17795705521472394	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
321.066	319.583	1.47	-0.08404294478527606	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
325.168	323.73	1.47	-0.12904294478527606	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
329.254	328.012	1.47	-0.32504294478527607	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
333.405	332.026	1.47	-0.18804294478527606	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
338.463	336.445	1.47	0.45095705521472396	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
342.782	340.997	1.47	0.21795705521472394	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
347.182	345.144	1.47	0.4709570552147239	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
350.878	349.424	1.47	-0.11304294478527606	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
355.766	353.57	1.47	0.6289570552147239	BX	0.0	dot_pattern_expectancy	89.0	BX	s574	True
359.244	357.849	1.47	-0.17204294478527607	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
359.352	358.353	1.47	-0.5680429447852761			dot_pattern_expectancy	-1.0		s574	True
374.026	372.369	1.47	0.08995705521472394	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
378.2	376.518	1.47	0.11495705521472394	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
383.015	380.532	1.47	0.9159570552147239	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
386.244	385.087	1.47	-0.4100429447852761	BY	1.0	dot_pattern_expectancy	71.0	BY	s574	False
390.96	389.367	1.47	0.025957055214723936	BX	1.0	dot_pattern_expectancy	71.0	BX	s574	False
395.468	393.512	1.47	0.38895705521472396	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
399.813	397.658	1.47	0.587957055214724	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
402.669	401.67	1.47	-0.5680429447852761	AX	0.0	dot_pattern_expectancy	-1.0	AX	s574	True
407.419	405.686	1.47	0.16595705521472393	AY	1.0	dot_pattern_expectancy	71.0	AY	s574	False
411.635	410.249	1.47	-0.18104294478527605	AX	1.0	dot_pattern_expectancy	89.0	AX	s574	False
