onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	worker_id	junk	condition
3.012	0.55	0.04586614173228344	100.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
5.537	0.55	-0.0011338582677165618	100.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
7.789	0.55	-0.44013385826771656	100.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
10.045	0.55	0.11086614173228344	150.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
12.297	0.55	0.08386614173228343	150.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
14.549	0.55	0.04486614173228344	150.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
16.938	0.55	0.055866141732283436	150.0	0.0	stop_signal	71.0	True	False	go	s586	True	go
19.192	0.55	-0.44013385826771656	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
21.448	0.55	0.30486614173228344	200.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
23.699	0.55	-0.44013385826771656	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
25.955	0.55	0.10886614173228344	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s586	False	stop_failure
28.48	0.55	0.13186614173228345	200.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
30.872	0.55	0.025866141732283437	200.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
33.397	0.55	-0.06113385826771656	200.0	0.0	stop_signal	89.0	True	False	stop_failure	s586	True	stop_failure
35.654	0.55	0.15586614173228344	150.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
38.043	0.55	0.10186614173228344	150.0	0.0	stop_signal	89.0	True	False	go	s586	True	go
40.434	0.55	0.21086614173228344	150.0	0.0	stop_signal	89.0	True	False	go	s586	True	go
42.688	0.55	0.11686614173228344	150.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
45.078	0.55	0.10186614173228344	150.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
47.468	0.55	-0.44013385826771656	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
49.857	0.55	0.13786614173228343	200.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
52.521	0.55	-0.03713385826771656	200.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
55.049	0.55	-0.44013385826771656	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
57.301	0.55	0.06486614173228344	250.0	0.0	stop_signal	71.0	True	False	stop_failure	s586	True	stop_failure
60.233	0.55	0.09586614173228344	200.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
62.487	0.55	0.11786614173228344	200.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
65.012	0.55	0.08886614173228344	200.0	1.0	stop_signal	71.0	True	False	stop_failure	s586	False	stop_failure
67.268	0.55	0.18486614173228344	150.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
69.519	0.55	0.12986614173228345	150.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
71.775	0.55	0.08086614173228344	150.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
74.027	0.55	-0.038133858267716564	150.0	0.0	stop_signal	89.0	True	False	go	s586	True	go
76.554	0.55	-0.44013385826771656	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
79.626	0.55	0.12086614173228344	200.0	1.0	stop_signal	71.0	True	False	stop_failure	s586	False	stop_failure
81.879	0.55	0.16186614173228345	150.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
84.269	0.55	-0.44013385826771656	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
86.661	0.55	0.14986614173228344	200.0	0.0	stop_signal	89.0	True	False	go	s586	True	go
89.186	0.55	0.17686614173228343	200.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
91.575	0.55	0.32086614173228345	200.0	0.0	stop_signal	71.0	True	False	go	s586	True	go
93.968	0.55	-0.44013385826771656	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
96.765	0.55	0.02786614173228344	250.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
99.153	0.55	-0.44013385826771656	250.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
100.406	0.55	-0.44013385826771656		0.0	stop_signal	-1.0	True	True	go	s586	True	go
111.916	0.55	-0.44013385826771656	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
114.441	0.55	-0.44013385826771656	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
116.829	0.55	0.009866141732283439	400.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
119.217	0.55	0.13686614173228343	400.0	1.0	stop_signal	71.0	True	False	stop_failure	s586	False	stop_failure
121.471	0.55	0.14786614173228343	350.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
123.861	0.55	0.0028661417322834383	350.0	0.0	stop_signal	71.0	True	False	go	s586	True	go
126.113	0.55	0.20186614173228343	350.0	1.0	stop_signal	89.0	True	False	stop_failure	s586	False	stop_failure
128.369	0.55	0.14486614173228343	300.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
130.622	0.55	0.20686614173228343	300.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
133.014	0.55	0.12886614173228345	300.0	1.0	stop_signal	71.0	True	False	stop_failure	s586	False	stop_failure
135.269	0.55	0.12386614173228344	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s586	False	stop_failure
137.524	0.55	-0.44013385826771656	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
139.913	0.55	0.15886614173228344	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s586	False	stop_failure
142.302	0.55	0.38286614173228345	200.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
144.556	0.55	-0.44013385826771656	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s586	False	stop_success
147.084	0.55	0.15286614173228344	250.0	1.0	stop_signal	89.0	True	False	go	s586	False	go
149.335	0.55	0.007866141732283439	250.0	1.0	stop_signal	71.0	True	False	go	s586	False	go
