onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.526	0.576	-0.0486511627906977	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
6.138728	0.576	-0.012651162790697697	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s572	False
8.747	0.576	-0.0766511627906977	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
11.355864	0.576	-0.027651162790697698	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
13.962592	0.576	0.057348837209302304	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
16.571455999999998	0.576	-0.10365116279069769	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
19.18	0.576	-0.0376511627906977	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s572	False
21.787864000000003	0.576	-0.0416511627906977	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
24.395864000000003	0.576	0.043348837209302306	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
27.008864000000003	0.576	-0.020651162790697696	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
29.622864	0.576	-0.1136511627906977	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
32.235728	0.576	-0.0316511627906977	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
34.846864000000004	0.576	-0.1106511627906977	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s572	False
37.461591999999996	0.576	0.014348837209302303	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s572	False
40.076	0.576	0.0543488372093023	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
42.684864000000005	0.576	-0.036651162790697696	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
45.296	0.576	0.033348837209302304	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
47.905864	0.576	0.1663488372093023	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
50.524048	0.576	0.2753488372093023	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
53.132728	0.576	-0.027651162790697698	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
55.740864	0.576	0.2213488372093023	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s572	False
58.349	0.576	0.08634883720930231	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
60.957864	0.576	-0.042651162790697694	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s572	False
63.565	0.576	-0.0946511627906977	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
66.177864	0.576	0.1313488372093023	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s572	False
68.786728	0.576	-0.0826511627906977	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s572	False
71.394728	0.576	-0.052651162790697696	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
74.004864	0.576	0.15634883720930232	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
76.619	0.576	-0.0916511627906977	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
79.228864	0.576	0.0933488372093023	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s572	False
81.843	0.576	0.2253488372093023	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
84.450728	0.576	-0.022651162790697697	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
87.064	0.576	0.0813488372093023	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
89.678	0.576	-0.0686511627906977	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
92.285864	0.576	-0.0686511627906977	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
94.893728	0.576	-0.1396511627906977	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
97.506592	0.576	-0.050651162790697694	0.0	double	attention_network_task	up	right	incongruent	89	poldrack-single-stim	s572	True
100.116	0.576	-0.050651162790697694	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
102.723864	0.576	-0.0926511627906977	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
105.331864	0.576	-0.10365116279069769	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
107.942	0.576	-0.1346511627906977	0.0	double	attention_network_task	down	left	congruent	71	poldrack-single-stim	s572	True
110.552592	0.576	0.0453488372093023	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
113.16045600000001	0.576	-0.0556511627906977	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s572	False
115.769864	0.576	0.0613488372093023	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s572	False
118.382864	0.576	-0.1406511627906977	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s572	False
120.993	0.576	0.11734883720930231	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s572	False
123.605	0.576	-0.050651162790697694	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
126.217864	0.576	-0.0326511627906977	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
128.826	0.576	-0.1076511627906977	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
131.433864	0.576	-0.0776511627906977	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
134.047	0.576	-0.10065116279069769	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s572	False
136.655592	0.576	-0.058651162790697695	0.0	spatial	attention_network_task	up	right	congruent	89	poldrack-single-stim	s572	True
139.264	0.576	0.0023488372093023032	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s572	False
141.871184	0.576	-0.051651162790697695	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s572	False
144.48432	0.576	0.08434883720930231	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s572	False
147.093	0.576	0.0633488372093023	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s572	False
149.706864	0.576	-0.1666511627906977	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s572	False
152.315864	0.576	0.1233488372093023	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
154.931864	0.576	0.0823488372093023	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s572	False
157.541	0.576	-0.023651162790697698	0.0	double	attention_network_task	up	left	incongruent	71	poldrack-single-stim	s572	True
