onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.517864	0.576	0.18980620155038758	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s616	False
6.125	0.576	0.07480620155038759	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s616	False
8.734	0.576	0.15180620155038757	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s616	False
11.341592	0.576	0.012806201550387584	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s616	False
13.948456	0.576	0.07380620155038758	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
16.557592	0.576	-0.008193798449612415	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s616	False
19.165	0.576	-0.034193798449612414	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s616	False
21.773592	0.576	0.03280620155038758	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
24.385	0.576	-0.031193798449612415	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s616	False
26.996592	0.576	-0.06619379844961241	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s616	False
29.608	0.576	-0.005193798449612416	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s616	False
32.216	0.576	-0.09719379844961241	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s616	False
34.823592	0.576	-0.04619379844961242	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s616	False
37.431864000000004	0.576	-0.08419379844961242	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s616	False
40.040728	0.576	0.13280620155038758	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s616	False
42.647456	0.576	0.21880620155038757	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s616	False
45.255728000000005	0.576	-0.07819379844961241	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s616	False
47.864	0.576	-0.1381937984496124	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s616	False
50.477591999999994	0.576	-0.07919379844961241	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s616	False
53.086	0.576	-0.11919379844961242	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s616	False
55.695	0.576	0.11380620155038758	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s616	False
58.306456	0.576	0.10080620155038758	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s616	False
60.914592	0.576	0.03180620155038758	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s616	False
63.523	0.576	-0.09819379844961242	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
66.13786400000001	0.576	-0.17619379844961242	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
68.749184	0.576	-0.12219379844961241	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s616	False
71.357864	0.576	0.041806201550387584	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s616	False
73.966	0.576	-0.1301937984496124	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
76.572864	0.576	-0.11419379844961242	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s616	False
79.180864	0.576	-0.035193798449612415	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s616	False
81.794864	0.576	-0.10719379844961241	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s616	False
84.402456	0.576	-0.12219379844961241	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
87.011	0.576	-0.05519379844961242	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s616	False
89.618728	0.576	0.12280620155038759	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s616	False
92.227	0.576	-0.06519379844961241	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
94.834864	0.576	-0.07719379844961241	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s616	False
97.442592	0.576	-0.020193798449612416	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s616	False
100.05345600000001	0.576	0.09280620155038759	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s616	False
102.664	0.576	0.012806201550387584	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s616	False
