movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
6.534	3.009	2.741967032967033	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s512	False	2.985
7.476	6.536	0.156967032967033	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s512	False	
8.177	7.48	-0.086032967032967	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s512	False	
8.724	8.178	-0.237032967032967	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s512	False	
9.608	8.727	0.09796703296703299	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s512	False	
10.128	9.609	-0.264032967032967	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s512	False	
10.132	10.133	-0.784032967032967	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s512	True	
16.438	12.637	3.017967032967033	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s512	False	2.985
17.221	16.44	-0.002032967032967008	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s512	False	
17.894	17.224	-0.113032967032967	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s512	False	
18.458	17.896	-0.22103296703296701	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s512	False	
19.115	18.461	-0.12903296703296702	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s512	False	
19.555	19.115	-0.343032967032967	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s512	False	
19.558	19.559	-0.784032967032967	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s512	True	
23.461	21.662	1.015967032967033	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s512	False	2.985
23.853	23.462	-0.39203296703296703	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s512	False	
24.526	23.857	-0.114032967032967	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s512	False	
24.953	24.527	-0.357032967032967	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s512	False	
26.607	24.956	0.867967032967033	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s512	False	
27.046	26.607	-0.344032967032967	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s512	False	
27.049	27.05	-0.784032967032967	0	UA_without_intermeidate	ward_and_allport	-1	2.0	poldrack-single-stim	s512	True	
31.47	29.253	1.433967032967033	1	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s512	False	2.985
31.904	31.472	-0.351032967032967	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s512	False	
32.95	31.907	0.259967032967033	0	UA_without_intermeidate	ward_and_allport	82	3.0	poldrack-single-stim	s512	False	
33.385	32.952	-0.350032967032967	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s512	False	
33.929	33.388	-0.242032967032967	0	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s512	False	
34.45	33.931	-0.264032967032967	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s512	False	
34.453	34.454	-0.784032967032967	0	UA_without_intermeidate	ward_and_allport	-1	3.0	poldrack-single-stim	s512	True	
42.802	38.461	3.557967032967033	1	PA_without_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s512	False	2.985
43.653	42.803	0.06696703296703299	0	PA_without_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s512	False	
46.043	43.655	1.604967032967033	0	PA_without_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s512	False	
46.607	46.045	-0.22103296703296701	0	PA_without_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s512	False	
47.646	46.609	0.253967032967033	0	PA_without_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s512	False	
48.321	47.648	-0.11003296703296701	0	PA_without_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s512	False	
48.324	48.325	-0.784032967032967	0	PA_without_intermediate	ward_and_allport	-1	0.0	poldrack-single-stim	s512	True	
55.121	51.416	2.921967032967033	1	PA_with_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s512	False	2.985
55.72	55.123	-0.186032967032967	0	PA_with_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s512	False	
56.785	55.723	0.278967032967033	0	PA_with_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s512	False	
57.474	56.787	-0.09603296703296701	0	PA_with_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	s512	False	
58.333	57.479	0.070967032967033	0	PA_with_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s512	False	
59.067	58.335	-0.05103296703296701	0	PA_with_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s512	False	
59.071	59.072	-0.784032967032967	0	PA_with_intermediate	ward_and_allport	-1	1.0	poldrack-single-stim	s512	True	
64.307	61.074	2.449967032967033	1	PA_without_intermediate	ward_and_allport	89	2.0	poldrack-single-stim	s512	False	2.985
65.434	64.308	0.342967032967033	0	PA_without_intermediate	ward_and_allport	71	2.0	poldrack-single-stim	s512	False	
66.609	65.438	0.387967032967033	0	PA_without_intermediate	ward_and_allport	89	2.0	poldrack-single-stim	s512	False	
67.044	66.611	-0.350032967032967	0	PA_without_intermediate	ward_and_allport	71	2.0	poldrack-single-stim	s512	False	
67.941	67.046	0.11196703296703299	0	PA_without_intermediate	ward_and_allport	89	2.0	poldrack-single-stim	s512	False	
68.453	67.942	-0.27203296703296703	0	PA_without_intermediate	ward_and_allport	82	2.0	poldrack-single-stim	s512	False	
68.457	68.458	-0.784032967032967	0	PA_without_intermediate	ward_and_allport	-1	2.0	poldrack-single-stim	s512	True	
73.017	70.463	1.770967032967033	1	PA_without_intermediate	ward_and_allport	82	3.0	poldrack-single-stim	s512	False	2.985
