onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.511864	0.576	0.0033255813953488767	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
6.118	0.576	0.06332558139534887	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
8.724	0.576	0.18332558139534888	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s526	False
11.328592	0.576	0.16732558139534887	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s526	False
13.934456	0.576	0.03532558139534887	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s526	False
16.541592	0.576	0.14232558139534887	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s526	False
19.148	0.576	-0.08067441860465112	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s526	False
21.753592	0.576	0.12532558139534888	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
24.361	0.576	-0.010674418604651122	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
26.966592000000002	0.576	-0.05467441860465112	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s526	False
29.575	0.576	0.060325581395348875	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
32.18	0.576	-0.1826744186046511	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s526	False
34.785591999999994	0.576	-0.07467441860465113	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s526	False
37.391864	0.576	0.03232558139534888	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s526	False
39.998728	0.576	0.2513255813953489	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
42.604456	0.576	-0.11667441860465112	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s526	False
45.211728	0.576	0.1913255813953489	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s526	False
47.819	0.576	0.061325581395348876	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s526	False
50.424592	0.576	0.05532558139534888	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s526	False
53.032	0.576	-0.018674418604651122	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s526	False
55.638	0.576	0.05532558139534888	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
58.242456	0.576	0.0013255813953488768	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
60.848592	0.576	0.036325581395348874	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
63.454	0.576	-0.056674418604651125	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s526	False
66.061864	0.576	-0.11067441860465112	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s526	False
68.66718399999999	0.576	-0.11667441860465112	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
71.27486400000001	0.576	0.015325581395348876	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
73.881	0.576	-0.15467441860465111	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s526	False
76.485864	0.576	-0.004674418604651123	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s526	False
79.091864	0.576	0.03532558139534887	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
81.696864	0.576	0.24032558139534888	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s526	False
84.304456	0.576	-0.15867441860465112	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s526	False
86.912	0.576	-0.12967441860465112	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s526	False
89.518728	0.576	0.12732558139534889	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s526	False
92.125	0.576	0.005325581395348877	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s526	False
94.729864	0.576	-0.03867441860465112	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s526	False
97.335592	0.576	-0.024674418604651124	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s526	False
99.94045600000001	0.576	-0.13867441860465113	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s526	False
102.547	0.576	-0.055674418604651124	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s526	False
