onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.515	0.638	-0.13619791666666664	incongruent	1.0	stroop	71	blue	green	incongruent	s612	False
5.52	0.638	-0.03519791666666663	congruent	1.0	stroop	82	green	green	congruent	s612	False
8.066	0.638	-0.5331979166666666	congruent	1.0	stroop	89	red	red	congruent	s612	False
10.203	0.638	-0.07719791666666663	congruent	1.0	stroop	82	green	green	congruent	s612	False
12.208	0.638	-0.4181979166666666	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
14.214	0.638	-0.14719791666666662	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
16.491	0.638	-0.4081979166666666	incongruent	1.0	stroop	71	blue	green	incongruent	s612	False
18.496	0.638	-0.04819791666666663	congruent	1.0	stroop	89	red	red	congruent	s612	False
20.499	0.638	0.044802083333333374	incongruent	0.0	stroop	82	blue	red	incongruent	s612	True
22.638	0.638	0.7678020833333333	incongruent	1.0	stroop	71	blue	red	incongruent	s612	False
24.642	0.638	0.34780208333333335	incongruent	1.0	stroop	71	blue	red	incongruent	s612	False
26.916	0.638	0.08280208333333337	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
29.054	0.638	0.14880208333333336	incongruent	1.0	stroop	71	blue	green	incongruent	s612	False
31.468	0.638	0.04280208333333337	congruent	1.0	stroop	82	green	green	congruent	s612	False
33.473	0.638	-0.09419791666666663	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
35.479	0.638	-0.23519791666666662	incongruent	1.0	stroop	89	red	green	incongruent	s612	False
38.3	0.638	-0.023197916666666627	incongruent	1.0	stroop	89	red	green	incongruent	s612	False
40.305	0.638	0.09980208333333337	incongruent	1.0	stroop	82	green	red	incongruent	s612	False
42.308	0.638	0.2788020833333334	congruent	1.0	stroop	82	green	green	congruent	s612	False
44.45	0.638	-0.13319791666666664	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
46.455	0.638	0.30080208333333336	incongruent	1.0	stroop	82	green	blue	incongruent	s612	False
48.46	0.638	-0.13219791666666664	congruent	1.0	stroop	82	green	green	congruent	s612	False
50.466	0.638	-0.08219791666666663	incongruent	1.0	stroop	89	red	green	incongruent	s612	False
52.471	0.638	-0.3671979166666666	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
54.475	0.638	-0.16919791666666664	incongruent	1.0	stroop	71	blue	red	incongruent	s612	False
56.477	0.638	-0.17219791666666662	congruent	1.0	stroop	82	green	green	congruent	s612	False
58.481	0.638	-0.12319791666666663	incongruent	1.0	stroop	89	red	blue	incongruent	s612	False
60.755	0.638	-0.22619791666666664	incongruent	1.0	stroop	89	red	blue	incongruent	s612	False
62.756	0.638	0.12280208333333337	congruent	1.0	stroop	82	green	green	congruent	s612	False
64.897	0.638	-0.20419791666666662	congruent	1.0	stroop	82	green	green	congruent	s612	False
66.901	0.638	-0.11719791666666662	congruent	1.0	stroop	71	blue	blue	congruent	s612	False
69.042	0.638	0.015802083333333373	congruent	1.0	stroop	82	green	green	congruent	s612	False
71.043	0.638	-0.19719791666666664	congruent	1.0	stroop	89	red	red	congruent	s612	False
