movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
9.792	3.005	5.643326975476839	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s623	False	2.985
10.319	9.793	-0.6176730245231609	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s623	False	
11.425	10.32	-0.03867302452316085	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s623	False	
12.018	11.427	-0.5526730245231608	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s623	False	
13.2	12.019	0.03732697547683915	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s623	False	
13.543	13.201	-0.8016730245231608	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s623	False	
13.547	13.548	-1.1446730245231609	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s623	True	
19.32	16.05	2.126326975476839	1	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s623	False	2.985
19.934	19.321	-0.5306730245231609	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s623	False	
23.194	19.936	2.114326975476839	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s623	False	
26.546	23.195	2.207326975476839	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s623	False	
27.81	26.548	0.11832697547683915	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s623	False	
28.246	27.811	-0.7086730245231608	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s623	False	
29.914	28.248	0.5223269754768392	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s623	False	
31.307	29.915	0.24832697547683916	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s623	False	
36.883	31.309	4.430326975476839	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s623	False	
38.149	36.883	0.12232697547683916	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s623	False	
39.254	38.15	-0.03967302452316085	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s623	False	
