onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.529	0.639	0.08265625	congruent	1.0	stroop	82	green	green	congruent	s642	False
5.807	0.639	-0.15834375	incongruent	1.0	stroop	82	green	blue	incongruent	s642	False
7.81	0.639	-0.09234375	congruent	1.0	stroop	82	green	green	congruent	s642	False
10.223	0.639	-0.14234375	congruent	1.0	stroop	82	green	green	congruent	s642	False
12.229	0.639	-0.00034375	congruent	1.0	stroop	82	green	green	congruent	s642	False
14.37	0.639	0.55765625	congruent	1.0	stroop	89	red	red	congruent	s642	False
16.376	0.639	-0.04134375	congruent	1.0	stroop	82	green	green	congruent	s642	False
18.382	0.639	0.03065625	incongruent	1.0	stroop	71	blue	red	incongruent	s642	False
20.387	0.639	-0.19934375	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
22.665	0.639	0.66165625	incongruent	1.0	stroop	82	green	blue	incongruent	s642	False
24.671	0.639	1.43865625	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
26.949	0.639	0.19265625	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
29.227	0.639	-0.08734375	incongruent	1.0	stroop	89	red	blue	incongruent	s642	False
31.233	0.639	-0.02334375	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
33.919	0.639	-0.24534375	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
35.924	0.639	-0.12234375	congruent	1.0	stroop	82	green	green	congruent	s642	False
38.199	0.639	-0.03134375	congruent	1.0	stroop	89	red	red	congruent	s642	False
40.205	0.639	-0.13834375	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
42.211	0.639	-0.00334375	incongruent	0.0	stroop	89	green	red	incongruent	s642	True
44.488	0.639	0.15265625	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
46.629	0.639	-0.11634375	congruent	1.0	stroop	89	red	red	congruent	s642	False
49.179	0.639	0.32965625	incongruent	1.0	stroop	71	blue	red	incongruent	s642	False
51.593	0.639	-0.09034375	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
53.599	0.639	-0.03134375	incongruent	1.0	stroop	89	red	blue	incongruent	s642	False
55.605	0.639	0.30065625	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
57.61	0.639	-0.14634375	congruent	1.0	stroop	89	red	red	congruent	s642	False
60.161	0.639	0.02265625	congruent	1.0	stroop	89	red	red	congruent	s642	False
62.303	0.639	-0.18634375	congruent	0.0	stroop	71	green	green	congruent	s642	True
64.31	0.639	-0.10434375	congruent	1.0	stroop	89	red	red	congruent	s642	False
66.315	0.639	0.09965625	congruent	1.0	stroop	89	red	red	congruent	s642	False
68.593	0.639	-0.09934375	incongruent	1.0	stroop	89	red	blue	incongruent	s642	False
