onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
70.437	1.5	0.505	1.0	stroop	red	red	0.0	32.0	s561
72.71	1.5	0.376	1.0	stroop	blue	green	0.0	33.0	s561
74.713	1.5	0.368	1.0	stroop	green	blue	0.0	34.0	s561
76.988	1.5	0.452	1.0	stroop	green	blue	0.0	35.0	s561
79.262	1.5	0.947	1.0	stroop	blue	red	0.0	36.0	s561
81.264	1.5	0.615	1.0	stroop	green	green	0.0	37.0	s561
83.946	1.5	0.703	1.0	stroop	blue	green	0.0	38.0	s561
85.948	1.5	0.882	1.0	stroop	green	green	0.0	39.0	s561
88.222	1.5	0.424	1.0	stroop	red	red	0.0	40.0	s561
90.225	1.5	0.983	1.0	stroop	green	green	0.0	41.0	s561
92.227	1.5	0.828	1.0	stroop	green	blue	0.0	42.0	s561
94.501	1.5	0.48	1.0	stroop	red	red	0.0	43.0	s561
96.639	1.5	0.457	1.0	stroop	green	green	0.0	44.0	s561
99.185	1.5	0.326	1.0	stroop	blue	green	0.0	45.0	s561
101.596	1.5	0.413	1.0	stroop	blue	red	0.0	46.0	s561
103.597	1.5	0.618	1.0	stroop	green	blue	0.0	47.0	s561
105.599	1.5	0.647	0.0	stroop	blue	red	0.0	48.0	s561
107.601	1.5	0.765	1.0	stroop	blue	blue	0.0	49.0	s561
110.148	1.5	0.492	1.0	stroop	green	green	0.0	50.0	s561
112.287	1.5	0.471	1.0	stroop	red	red	0.0	51.0	s561
114.289	1.5	0.801	1.0	stroop	blue	blue	0.0	52.0	s561
116.291	1.5	0.505	1.0	stroop	blue	blue	0.0	53.0	s561
118.566	1.5	1.053	1.0	stroop	red	blue	0.0	54.0	s561
120.569	1.5	0.676	1.0	stroop	red	red	0.0	55.0	s561
122.571	1.5	0.608	1.0	stroop	green	red	0.0	56.0	s561
124.709	1.5	0.854	1.0	stroop	red	blue	0.0	57.0	s561
126.712	1.5	0.924	1.0	stroop	blue	red	0.0	58.0	s561
128.987	1.5	0.525	1.0	stroop	blue	blue	0.0	59.0	s561
131.125	1.5	0.476	1.0	stroop	green	blue	0.0	60.0	s561
133.536	1.5	0.45	1.0	stroop	green	green	0.0	61.0	s561
135.538	1.5	0.405	1.0	stroop	green	green	0.0	62.0	s561
137.54	1.5	0.707	1.0	stroop	blue	green	0.0	63.0	s561
140.358	1.5	0.527	1.0	stroop	blue	green	0.0	64.0	s561
142.361	1.5	0.432	1.0	stroop	blue	red	0.0	65.0	s561
144.364	1.5	0.538	1.0	stroop	green	green	0.0	66.0	s561
146.503	1.5	0.404	1.0	stroop	red	red	0.0	67.0	s561
148.505	1.5	0.688	1.0	stroop	green	red	0.0	68.0	s561
150.508	1.5	0.563	1.0	stroop	blue	blue	0.0	69.0	s561
152.51	1.5	0.383	1.0	stroop	red	green	0.0	70.0	s561
154.512	1.5	0.522	1.0	stroop	red	red	0.0	71.0	s561
156.514	1.5	0.619	1.0	stroop	blue	red	0.0	72.0	s561
158.516	1.5	0.481	1.0	stroop	blue	blue	0.0	73.0	s561
160.518	1.5	0.978	1.0	stroop	red	green	0.0	74.0	s561
162.793	1.5	0.438	1.0	stroop	red	blue	0.0	75.0	s561
164.795	1.5	0.423	1.0	stroop	red	red	0.0	76.0	s561
166.933	1.5	0.608	1.0	stroop	blue	blue	0.0	77.0	s561
168.936	1.5	0.425	1.0	stroop	green	green	0.0	78.0	s561
171.074	1.5	0.452	1.0	stroop	blue	blue	0.0	79.0	s561
173.076	1.5	0.65	1.0	stroop	green	green	0.0	80.0	s561
175.078	1.5	0.663	1.0	stroop	green	red	0.0	81.0	s561
177.08	1.5	0.65	1.0	stroop	red	green	0.0	82.0	s561
179.355	1.5	0.531	1.0	stroop	red	blue	0.0	83.0	s561
181.357	1.5	0.617	1.0	stroop	blue	green	0.0	84.0	s561
183.496	1.5	0.882	1.0	stroop	red	red	0.0	85.0	s561
185.906	1.5	0.534	1.0	stroop	green	red	0.0	86.0	s561
188.18	1.5	0.652	1.0	stroop	red	red	0.0	87.0	s561
190.862	1.5	0.563	1.0	stroop	blue	blue	0.0	88.0	s561
192.865	1.5	0.458	1.0	stroop	blue	blue	0.0	89.0	s561
195.276	1.5	0.488	1.0	stroop	green	green	0.0	90.0	s561
197.414	1.5	0.611	1.0	stroop	red	blue	0.0	91.0	s561
200.096	1.5	0.558	1.0	stroop	green	red	0.0	92.0	s561
202.099	1.5	0.882	1.0	stroop	red	green	0.0	93.0	s561
204.237	1.5	0.85	1.0	stroop	green	green	0.0	94.0	s561
207.191	1.5	0.796	1.0	stroop	red	green	0.0	95.0	s561
