inverse_delay	subjective_value	onset	duration	response_time	choice	experiment_exp_id	key_press	large_amount	later_delay	small_amount	trial_type	worker_id	junk
0.013513513513513514	6.845466155810984	3.014	1.23	-0.017558333333333394	larger_later	discount_fixed	89	67.0	74.0	20.0	larger_later	s583	False
0.017241379310344827	3.6767036450079242	7.651	1.23	0.2054416666666666	smaller_sooner	discount_fixed	71	29.0	58.0	20.0	smaller_sooner	s583	False
0.009615384615384616	2.9213483146067416	12.973	1.23	1.1504416666666666	larger_later	discount_fixed	89	39.0	104.0	20.0	larger_later	s583	False
0.009708737864077669	2.4940954180444024	17.952	1.23	0.2884416666666666	larger_later	discount_fixed	89	33.0	103.0	20.0	larger_later	s583	False
0.01282051282051282	3.215590742996346	22.524	1.23	0.26544166666666663	larger_later	discount_fixed	89	33.0	78.0	20.0	larger_later	s583	False
0.019230769230769232	10.313588850174217	28.047	1.23	0.4214416666666666	larger_later	discount_fixed	89	74.0	52.0	20.0	larger_later	s583	False
0.007575757575757576	1.6791604197901053	33.641	1.23	-0.1145583333333334	smaller_sooner	discount_fixed	71	28.0	132.0	20.0	smaller_sooner	s583	False
0.01694915254237288	3.497267759562842	39.435	1.23	0.2744416666666666	smaller_sooner	discount_fixed	71	28.0	59.0	20.0	smaller_sooner	s583	False
0.006134969325153374	1.3754989253914647	44.009	1.23	0.3974416666666666	smaller_sooner	discount_fixed	71	28.0	163.0	20.0	smaller_sooner	s583	False
0.013513513513513514	3.269476372924649	49.122	1.23	0.2224416666666666	larger_later	discount_fixed	89	32.0	74.0	20.0	larger_later	s583	False
0.011235955056179775	4.927066450567261	53.628	1.23	0.006441666666666606	larger_later	discount_fixed	89	57.0	89.0	20.0	larger_later	s583	False
0.009259259259259259	5.063291139240507	58.47	1.23	-0.1125583333333334	larger_later	discount_fixed	89	70.0	108.0	20.0	larger_later	s583	False
0.010526315789473684	5.862595419847328	63.042	1.23	0.4994416666666666	larger_later	discount_fixed	89	72.0	95.0	20.0	larger_later	s583	False
0.027777777777777776	5.687203791469195	68.427	1.23	0.3794416666666666	larger_later	discount_fixed	89	30.0	36.0	20.0	larger_later	s583	False
0.007751937984496124	2.5124473381846033	73.477	1.23	-0.2105583333333334	larger_later	discount_fixed	89	41.0	129.0	20.0	larger_later	s583	False
0.007751937984496124	4.779777862887782	78.185	1.23	-0.1115583333333334	larger_later	discount_fixed	89	78.0	129.0	20.0	larger_later	s583	False
0.011363636363636364	6.2008733624454155	83.097	1.23	0.2794416666666666	larger_later	discount_fixed	89	71.0	88.0	20.0	larger_later	s583	False
0.006289308176100629	3.2694121345488845	88.008	1.23	-0.7115583333333334	larger_later	discount_fixed	89	65.0	159.0	20.0	larger_later	s583	False
0.008	1.514792899408284	92.851	1.23	0.6044416666666667	smaller_sooner	discount_fixed	71	24.0	125.0	20.0	smaller_sooner	s583	False
0.027777777777777776	10.99526066350711	97.965	1.23	0.4874416666666666	larger_later	discount_fixed	89	58.0	36.0	20.0	larger_later	s583	False
0.02702702702702703	11.68018539976825	103.083	1.23	-0.2025583333333334	larger_later	discount_fixed	89	63.0	37.0	20.0	larger_later	s583	False
0.024390243902439025	12.779552715654953	107.79	1.23	0.4884416666666666	larger_later	discount_fixed	89	75.0	41.0	20.0	larger_later	s583	False
0.013888888888888888	4.712041884816754	112.633	1.23	0.15744166666666662	larger_later	discount_fixed	89	45.0	72.0	20.0	larger_later	s583	False
0.013513513513513514	2.554278416347382	117.478	1.23	-0.0965583333333334	smaller_sooner	discount_fixed	71	25.0	74.0	20.0	smaller_sooner	s583	False
0.0072992700729927005	3.7640246109301483	124.361	1.23	-0.0815583333333334	larger_later	discount_fixed	89	65.0	137.0	20.0	larger_later	s583	False
0.007142857142857143	2.780141843971631	128.931	1.23	0.3394416666666666	larger_later	discount_fixed	89	49.0	140.0	20.0	larger_later	s583	False
0.009708737864077669	5.063769485120454	133.705	1.23	1.0134416666666666	larger_later	discount_fixed	89	67.0	103.0	20.0	larger_later	s583	False
0.005813953488372093	3.220536756126021	140.727	1.23	0.2684416666666666	larger_later	discount_fixed	89	69.0	172.0	20.0	larger_later	s583	False
0.014084507042253521	6.998011928429423	145.435	1.23	-0.1305583333333334	larger_later	discount_fixed	89	66.0	71.0	20.0	larger_later	s583	False
0.005681818181818182	3.2420091324200917	150.617	1.23	-0.0945583333333334	larger_later	discount_fixed	89	71.0	176.0	20.0	larger_later	s583	False
0.013157894736842105	3.0922693266832915	155.662	1.23	-0.011558333333333394	larger_later	discount_fixed	89	31.0	76.0	20.0	larger_later	s583	False
0.05263157894736842	13.205374280230325	160.983	1.23	-0.0745583333333334	larger_later	discount_fixed	89	43.0	19.0	20.0	larger_later	s583	False
0.008064516129032258	3.8155802861685215	165.553	1.23	0.5874416666666666	larger_later	discount_fixed	89	60.0	124.0	20.0	larger_later	s583	False
0.007042253521126761	1.5115465360391882	170.192	1.23	0.8334416666666666	smaller_sooner	discount_fixed	71	27.0	142.0	20.0	smaller_sooner	s583	False
0.014285714285714285	2.684563758389262	175.103	1.23	0.2144416666666666	smaller_sooner	discount_fixed	71	25.0	70.0	20.0	smaller_sooner	s583	False
0.010869565217391304	3.6897274633123693	179.608	1.23	-0.1695583333333334	larger_later	discount_fixed	89	44.0	92.0	20.0	larger_later	s583	False
0.037037037037037035	9.74739970282318	184.587	1.23	0.015441666666666605	larger_later	discount_fixed	89	41.0	27.0	20.0	larger_later	s583	False
0.011235955056179775	5.532144786601837	189.5	1.23	-0.0655583333333334	larger_later	discount_fixed	89	64.0	89.0	20.0	larger_later	s583	False
0.009259259259259259	5.641952983725136	194.069	1.23	1.4034416666666667	larger_later	discount_fixed	89	78.0	108.0	20.0	larger_later	s583	False
0.006896551724137931	4.391080617495712	198.574	1.23	-0.07255833333333339	larger_later	discount_fixed	89	80.0	145.0	20.0	larger_later	s583	False
0.005747126436781609	1.8926716676283903	204.777	1.23	-0.0765583333333334	larger_later	discount_fixed	89	41.0	174.0	20.0	larger_later	s583	False
0.006896551724137931	2.305317324185249	209.483	1.23	0.2124416666666666	larger_later	discount_fixed	89	42.0	145.0	20.0	larger_later	s583	False
0.008771929824561403	2.476354256233878	214.528	1.23	0.05244166666666661	larger_later	discount_fixed	89	36.0	114.0	20.0	larger_later	s583	False
0.01818181818181818	7.7012448132780085	219.577	1.23	0.21544166666666661	larger_later	discount_fixed	89	58.0	55.0	20.0	larger_later	s583	False
0.017241379310344827	10.269413629160065	224.762	1.23	-0.30055833333333337	larger_later	discount_fixed	89	81.0	58.0	20.0	larger_later	s583	False
0.009009009009009009	2.2565006610841785	229.74	1.23	0.4174416666666666	larger_later	discount_fixed	89	32.0	111.0	20.0	larger_later	s583	False
0.0070921985815602835	1.4089468122578375	234.513	1.23	0.2094416666666666	smaller_sooner	discount_fixed	71	25.0	141.0	20.0	smaller_sooner	s583	False
0.043478260869565216	17.956448911222783	239.289	1.23	-0.6505583333333333	larger_later	discount_fixed	89	67.0	23.0	20.0	larger_later	s583	False
