onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
162.78	1.5	0.701	1.0	stroop	blue	red	0.0	75.0	s558
164.783	1.5	0.813	1.0	stroop	green	green	0.0	76.0	s558
166.921	1.5	0.74	1.0	stroop	blue	blue	0.0	77.0	s558
168.922	1.5	0.544	1.0	stroop	blue	blue	0.0	78.0	s558
171.06	1.5	0.582	1.0	stroop	blue	blue	0.0	79.0	s558
173.061	1.5	0.526	1.0	stroop	blue	blue	0.0	80.0	s558
175.063	1.5	0.551	1.0	stroop	blue	red	0.0	81.0	s558
177.065	1.5	0.436	1.0	stroop	red	blue	0.0	82.0	s558
179.34	1.5	0.559	1.0	stroop	red	green	0.0	83.0	s558
181.342	1.5	0.673	1.0	stroop	green	blue	0.0	84.0	s558
183.48	1.5	0.564	1.0	stroop	green	green	0.0	85.0	s558
185.89	1.5	0.935	1.0	stroop	blue	green	0.0	86.0	s558
188.164	1.5	0.6	1.0	stroop	blue	blue	0.0	87.0	s558
190.847	1.5	0.474	1.0	stroop	red	red	0.0	88.0	s558
192.85	1.5	0.586	1.0	stroop	green	green	0.0	89.0	s558
195.26	1.5	0.558	1.0	stroop	green	green	0.0	90.0	s558
197.399	1.5	0.755	1.0	stroop	red	blue	0.0	91.0	s558
200.081	1.5	0.61	1.0	stroop	green	red	0.0	92.0	s558
202.082	1.5	0.474	1.0	stroop	green	red	0.0	93.0	s558
204.221	1.5	0.561	1.0	stroop	blue	blue	0.0	94.0	s558
207.175	1.5	0.653	1.0	stroop	red	green	0.0	95.0	s558
