onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
3.508	1.5	0.795	1.0	stroop	green	blue	0.0	0.0	s558
5.782	1.5	0.72	1.0	stroop	red	green	0.0	1.0	s558
7.784	1.5	0.723	1.0	stroop	green	green	0.0	2.0	s558
9.787	1.5	0.49	1.0	stroop	red	red	0.0	3.0	s558
11.789	1.5	0.649	1.0	stroop	green	red	0.0	4.0	s558
13.791	1.5	0.467	1.0	stroop	red	red	0.0	5.0	s558
15.929	1.5	0.627	1.0	stroop	green	green	0.0	6.0	s558
17.932	1.5	0.715	1.0	stroop	blue	green	0.0	7.0	s558
19.934	1.5	0.504	1.0	stroop	blue	blue	0.0	8.0	s558
22.072	1.5	0.374	1.0	stroop	red	blue	0.0	9.0	s558
24.075	1.5	0.512	1.0	stroop	blue	red	0.0	10.0	s558
26.076	1.5	0.535	1.0	stroop	blue	red	0.0	11.0	s558
28.215	1.5	0.547	1.0	stroop	red	red	0.0	12.0	s558
30.353	1.5	0.503	1.0	stroop	green	green	0.0	13.0	s558
32.626	1.5	0.666	1.0	stroop	red	blue	0.0	14.0	s558
35.308	1.5	0.47	1.0	stroop	blue	blue	0.0	15.0	s558
37.31	1.5	0.521	1.0	stroop	blue	blue	0.0	16.0	s558
39.312	1.5	0.712	1.0	stroop	red	green	0.0	17.0	s558
41.586	1.5	0.592	1.0	stroop	red	green	0.0	18.0	s558
43.589	1.5	0.621	1.0	stroop	green	green	0.0	19.0	s558
45.591	1.5	0.955	1.0	stroop	green	red	0.0	20.0	s558
47.593	1.5	0.589	1.0	stroop	blue	green	0.0	21.0	s558
49.596	1.5	0.584	1.0	stroop	blue	red	0.0	22.0	s558
51.598	1.5	0.604	1.0	stroop	green	blue	0.0	23.0	s558
53.6	1.5	0.592	1.0	stroop	green	green	0.0	24.0	s558
55.874	1.5	0.433	1.0	stroop	blue	red	0.0	25.0	s558
57.876	1.5	0.434	1.0	stroop	red	red	0.0	26.0	s558
60.286	1.5	0.564	1.0	stroop	green	green	0.0	27.0	s558
62.289	1.5	0.544	1.0	stroop	green	green	0.0	28.0	s558
64.427	1.5	0.543	1.0	stroop	green	green	0.0	29.0	s558
66.428	1.5	0.519	1.0	stroop	blue	blue	0.0	30.0	s558
68.431	1.5	0.692	1.0	stroop	blue	red	0.0	31.0	s558
70.432	1.5	0.475	1.0	stroop	blue	blue	0.0	32.0	s558
72.707	1.5	0.822	1.0	stroop	green	red	0.0	33.0	s558
74.709	1.5	0.465	1.0	stroop	blue	green	0.0	34.0	s558
76.984	1.5	0.4	1.0	stroop	red	blue	0.0	35.0	s558
79.259	1.5	0.694	1.0	stroop	green	blue	0.0	36.0	s558
81.26	1.5	0.75	1.0	stroop	blue	blue	0.0	37.0	s558
83.942	1.5	0.756	1.0	stroop	green	red	0.0	38.0	s558
85.944	1.5	0.681	1.0	stroop	blue	blue	0.0	39.0	s558
88.218	1.5	0.648	1.0	stroop	red	red	0.0	40.0	s558
90.22	1.5	0.468	1.0	stroop	red	red	0.0	41.0	s558
92.222	1.5	0.619	1.0	stroop	green	blue	0.0	42.0	s558
94.496	1.5	0.62	1.0	stroop	red	red	0.0	43.0	s558
96.635	1.5	0.901	1.0	stroop	red	red	0.0	44.0	s558
99.181	1.5	0.562	1.0	stroop	blue	green	0.0	45.0	s558
101.591	1.5	1.043	1.0	stroop	blue	green	0.0	46.0	s558
103.593	1.5	0.785	1.0	stroop	red	green	0.0	47.0	s558
105.595	1.5	0.878	1.0	stroop	red	blue	0.0	48.0	s558
107.598	1.5	0.47	1.0	stroop	red	red	0.0	49.0	s558
110.143	1.5	0.646	1.0	stroop	blue	blue	0.0	50.0	s558
112.281	1.5	0.712	1.0	stroop	green	green	0.0	51.0	s558
114.283	1.5	0.488	1.0	stroop	green	green	0.0	52.0	s558
116.285	1.5	0.57	1.0	stroop	red	red	0.0	53.0	s558
118.56	1.5	0.665	1.0	stroop	blue	green	0.0	54.0	s558
120.562	1.5	0.762	1.0	stroop	red	red	0.0	55.0	s558
122.565	1.5	0.647	1.0	stroop	red	green	0.0	56.0	s558
124.703	1.5	0.504	1.0	stroop	blue	red	0.0	57.0	s558
126.705	1.5	1.077	1.0	stroop	green	blue	0.0	58.0	s558
128.979	1.5	0.475	1.0	stroop	green	green	0.0	59.0	s558
131.117	1.5	0.971	1.0	stroop	red	green	0.0	60.0	s558
133.528	1.5	0.847	1.0	stroop	green	green	0.0	61.0	s558
135.53	1.5	0.485	1.0	stroop	blue	blue	0.0	62.0	s558
137.532	1.5	0.801	1.0	stroop	green	red	0.0	63.0	s558
140.349	1.5	0.792	1.0	stroop	green	red	0.0	64.0	s558
142.351	1.5	0.709	1.0	stroop	red	blue	0.0	65.0	s558
144.353	1.5	0.55	1.0	stroop	red	red	0.0	66.0	s558
146.491	1.5	0.515	1.0	stroop	red	red	0.0	67.0	s558
148.493	1.5	0.711	1.0	stroop	green	blue	0.0	68.0	s558
150.496	1.5	0.499	1.0	stroop	blue	blue	0.0	69.0	s558
152.498	1.5	0.742	1.0	stroop	red	blue	0.0	70.0	s558
154.5	1.5	0.747	1.0	stroop	red	red	0.0	71.0	s558
156.502	1.5	0.969	1.0	stroop	green	blue	0.0	72.0	s558
158.504	1.5	0.614	1.0	stroop	red	red	0.0	73.0	s558
160.506	1.5	0.795	1.0	stroop	blue	green	0.0	74.0	s558
