onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	trigger_times	worker_id	junk	condition
3.024	0.55	0.06284251968503934	200.0	1.0	stop_signal	89.0	True	False	go	114460,115140,115820,116499	s633	False	go
5.415	0.55	0.09684251968503935	200.0	1.0	stop_signal	89.0	True	False	go	117180,117859,118539,119219	s633	False	go
7.943	0.55	-0.4021574803149606	200.0	0.0	stop_signal	-1.0	True	True	stop_success	119899,120581,121260,121939	s633	False	stop_success
10.878	0.55	0.03584251968503935	250.0	1.0	stop_signal	71.0	True	False	go	122619,123300,123980,124660	s633	False	go
13.406	0.55	0.11584251968503935	250.0	1.0	stop_signal	89.0	True	False	go	125340,126020,126700,127380	s633	False	go
15.934	0.55	0.13684251968503935	250.0	1.0	stop_signal	89.0	True	False	go	128060,128740,129420	s633	False	go
18.19	0.55	0.03484251968503935	250.0	1.0	stop_signal	89.0	True	False	stop_failure	130100,130781,131460,132140	s633	False	stop_failure
20.718	0.55	0.19184251968503935	200.0	1.0	stop_signal	89.0	True	False	go	132820,133500,134180	s633	False	go
23.11	0.55	0.10084251968503935	200.0	1.0	stop_signal	89.0	True	False	go	134859,135540,136220,136900	s633	False	go
25.366	0.55	-0.010157480314960651	200.0	1.0	stop_signal	71.0	True	False	go	137580,138259,138940	s633	False	go
27.758	0.55	-0.02515748031496065	200.0	1.0	stop_signal	71.0	True	False	go	139620,140300,140981,141661	s633	False	go
30.014	0.55	-0.05415748031496065	200.0	1.0	stop_signal	71.0	True	False	stop_failure	142340,143020,143699	s633	False	stop_failure
32.403	0.55	0.04784251968503935	150.0	0.0	stop_signal	89.0	True	False	go	144379,145060,145739,146420	s633	True	go
34.931	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	147100,147780,148460	s633	False	stop_success
37.188	0.55	0.014842519685039348	200.0	1.0	stop_signal	71.0	True	False	stop_failure	149142,149820,150500,151181	s633	False	stop_failure
39.579	0.55	0.19084251968503935	150.0	1.0	stop_signal	71.0	True	False	go	151860,152540,153220,153900	s633	False	go
42.243	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	154580,155260,155940	s633	False	stop_success
44.5	0.55	0.05884251968503935	200.0	1.0	stop_signal	71.0	True	False	go	156620,157299,157979,158660,159340	s633	False	go
47.707	0.55	0.14184251968503936	200.0	1.0	stop_signal	89.0	True	False	go	160020,160699,161381	s633	False	go
50.1	0.55	0.21184251968503934	200.0	1.0	stop_signal	71.0	True	False	go	162060,162739,163420,164100	s633	False	go
52.492	0.55	-0.4021574803149606	200.0	0.0	stop_signal	-1.0	True	True	stop_success	164781,165460,166140	s633	False	stop_success
55.02	0.55	0.05984251968503935	250.0	1.0	stop_signal	71.0	True	False	go	166821,167500,168181,168860	s633	False	go
57.276	0.55	0.20584251968503936	250.0	1.0	stop_signal	89.0	True	False	stop_failure	169540,170220,170899	s633	False	stop_failure
59.532	0.55	-0.4021574803149606	200.0	0.0	stop_signal	-1.0	True	True	stop_success	171580,172260,172940	s633	False	stop_success
61.787	0.55	0.09284251968503934	250.0	1.0	stop_signal	71.0	True	False	go	173620,174300,174980,175660,176340	s633	False	go
64.723	0.55	0.09184251968503934	250.0	1.0	stop_signal	71.0	True	False	go	177020,177700,178380	s633	False	go
67.251	0.55	0.35784251968503933	250.0	1.0	stop_signal	89.0	True	False	go	179060,179740,180419,181100	s633	False	go
69.778	0.55	0.012842519685039348	250.0	1.0	stop_signal	89.0	True	False	go	181781,182460,183140	s633	False	go
72.035	0.55	0.10284251968503935	250.0	1.0	stop_signal	89.0	True	False	stop_failure	183820,184500,185180,185860	s633	False	stop_failure
74.563	0.55	-0.4021574803149606	200.0	0.0	stop_signal	-1.0	True	True	stop_success	186540,187220,187900	s633	False	stop_success
76.819	0.55	0.12384251968503934	250.0	1.0	stop_signal	89.0	True	False	go	188580,189260,189940,190620	s633	False	go
79.211	0.55	-0.0011574803149606509	250.0	1.0	stop_signal	71.0	True	False	stop_failure	191301,191982,192661	s633	False	stop_failure
81.466	0.55	0.19484251968503935	200.0	1.0	stop_signal	89.0	True	False	go	193341,194021,194701,195380	s633	False	go
84.13	0.55	0.13184251968503935	200.0	1.0	stop_signal	71.0	True	False	go	196060,196740,197420,198100	s633	False	go
86.794	0.55	0.05284251968503935	200.0	1.0	stop_signal	71.0	True	False	go	198780,199460,200140	s633	False	go
89.05	0.55	0.09084251968503936	200.0	1.0	stop_signal	89.0	True	False	go	200820,201500,202181,202860	s633	False	go
91.306	0.55	0.01384251968503935	200.0	1.0	stop_signal	71.0	True	False	go	203539,204220,204900	s633	False	go
93.698	0.55	0.29884251968503933	200.0	1.0	stop_signal	89.0	True	False	stop_failure	205580,206260,206940,207620	s633	False	stop_failure
96.499	0.55	0.15584251968503934	150.0	1.0	stop_signal	71.0	True	False	stop_failure	208300,208980,209660,210340	s633	False	stop_failure
98.891	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	211020,211700,212382	s633	False	stop_success
101.146	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	213060,213741,214420,215100	s633	False	stop_success
102.403	0.55	-0.4021574803149606		0.0	stop_signal	-1.0	True	True	go	215781,216460,217141,217821,218501,219181,219861,220541,221221,221901,222581	s633	True	go
113.92	0.55	0.15484251968503934	200.0	1.0	stop_signal	71.0	True	False	stop_failure	225299,225979,226660,227340	s633	False	stop_failure
116.175	0.55	0.06784251968503935	150.0	1.0	stop_signal	89.0	True	False	go	228020,228700,229380,230060	s633	False	go
118.838	0.55	0.11184251968503935	150.0	1.0	stop_signal	89.0	True	False	go	230740,231420,232100,232781	s633	False	go
121.503	0.55	0.16084251968503935	150.0	1.0	stop_signal	71.0	True	False	go	233460,234140,234820	s633	False	go
123.758	0.55	0.40384251968503937	150.0	0.0	stop_signal	71.0	True	False	go	235501,236180,236860,237540	s633	True	go
126.284	0.55	0.13084251968503935	150.0	1.0	stop_signal	71.0	True	False	go	238220,238900,239581,240260	s633	False	go
128.539	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	240940,241621,242300	s633	False	stop_success
131.068	0.55	0.21884251968503934	200.0	1.0	stop_signal	89.0	True	False	go	242982,243661,244341,245021	s633	False	go
133.596	0.55	0.3538425196850393	200.0	1.0	stop_signal	89.0	True	False	stop_failure	245701,246381,247061,247741	s633	False	stop_failure
136.124	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	248420,249100,249780	s633	False	stop_success
138.516	0.55	0.17384251968503936	200.0	1.0	stop_signal	71.0	True	False	stop_failure	250459,251140,251820,252500	s633	False	stop_failure
141.043	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	go	253181,253860,254540,255220	s633	True	go
143.572	0.55	0.09984251968503935	150.0	1.0	stop_signal	89.0	True	False	go	255900,256580,257260	s633	False	go
145.964	0.55	0.10084251968503935	150.0	1.0	stop_signal	71.0	True	False	go	257940,258620,259300	s633	False	go
148.219	0.55	0.17484251968503936	150.0	1.0	stop_signal	71.0	True	False	go	259980,260660,261340,262020	s633	False	go
150.747	0.55	0.02684251968503935	150.0	1.0	stop_signal	71.0	True	False	go	262700,263382,264060,264741	s633	False	go
153.548	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	265421,266101,266781,267461	s633	False	stop_success
156.075	0.55	-0.04615748031496065	200.0	1.0	stop_signal	89.0	True	False	stop_failure	268141,268821,269501,270181	s633	False	stop_failure
158.467	0.55	0.02884251968503935	150.0	0.0	stop_signal	89.0	True	False	go	270861,271541,272221	s633	True	go
160.723	0.55	0.2898425196850393	150.0	1.0	stop_signal	89.0	True	False	stop_failure	272901,273582,274261	s633	False	stop_failure
162.979	0.55	0.13384251968503935	100.0	1.0	stop_signal	71.0	True	False	stop_failure	274940,275620,276300	s633	False	stop_failure
165.235	0.55	-0.4021574803149606	50.0	0.0	stop_signal	-1.0	True	True	stop_success	276981,277660,278340,279020	s633	False	stop_success
167.488	0.55	0.08584251968503935	100.0	1.0	stop_signal	71.0	True	False	go	279699,280380,281060,281740	s633	False	go
170.016	0.55	0.10884251968503934	100.0	1.0	stop_signal	89.0	True	False	go	282420,283100,283781	s633	False	go
172.273	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	284460,285140,285820	s633	False	stop_success
174.528	0.55	0.15084251968503934	150.0	1.0	stop_signal	89.0	True	False	go	286501,287180,287860	s633	False	go
176.784	0.55	0.21784251968503934	150.0	1.0	stop_signal	89.0	True	False	go	288540,289220,289901,290581	s633	False	go
179.04	0.55	0.46184251968503937	150.0	1.0	stop_signal	71.0	True	False	go	291261,291941,292621	s633	False	go
181.429	0.55	0.003842519685039349	150.0	1.0	stop_signal	71.0	True	False	go	293301,293982,294661,295341	s633	False	go
183.685	0.55	-0.007157480314960651	150.0	1.0	stop_signal	71.0	True	False	stop_failure	296021,296701,297380	s633	False	stop_failure
185.941	0.55	0.14684251968503934	100.0	1.0	stop_signal	71.0	True	False	go	298060,298740,299420	s633	False	go
188.197	0.55	0.14284251968503936	100.0	1.0	stop_signal	89.0	True	False	stop_failure	300101,300781,301461,302141	s633	False	stop_failure
190.453	0.55	0.15184251968503934	50.0	1.0	stop_signal	71.0	True	False	stop_failure	302820,303499,304181	s633	False	stop_failure
192.982	0.55	0.01684251968503935	0.0	1.0	stop_signal	89.0	True	False	go	304860,305540,306220,306900	s633	False	go
195.371	0.55	-0.004157480314960651	0.0	1.0	stop_signal	89.0	True	False	go	307580,308260,308940,309620	s633	False	go
197.899	0.55	0.08084251968503935	0.0	1.0	stop_signal	71.0	True	False	stop_failure	310300,310980,311660	s633	False	stop_failure
200.155	0.55	0.09084251968503936	0.0	1.0	stop_signal	89.0	True	False	go	312341,313020,313700	s633	False	go
202.546	0.55	-0.4021574803149606	0.0	0.0	stop_signal	-1.0	True	True	go	314382,315061,315741,316421	s633	True	go
204.938	0.55	0.03084251968503935	0.0	0.0	stop_signal	89.0	True	False	go	317101,317780,318461	s633	True	go
207.194	0.55	0.06084251968503935	0.0	1.0	stop_signal	89.0	True	False	go	319141,319821,320501,321181	s633	False	go
209.586	0.55	0.10984251968503934	0.0	1.0	stop_signal	89.0	True	False	go	321861,322541,323221	s633	False	go
211.978	0.55	-0.4021574803149606	0.0	0.0	stop_signal	-1.0	True	True	stop_success	323900,324582,325261,325941	s633	False	stop_success
213.37	0.55	-0.4021574803149606		0.0	stop_signal	-1.0	True	True	go	326621,327301,327980,328660,329339,330020,330700,331380,332060,332740,333420	s633	True	go
224.893	0.55	0.14584251968503936	50.0	1.0	stop_signal	71.0	True	False	go	336140,336820,337500,338180,338860	s633	False	go
227.556	0.55	0.19484251968503935	50.0	1.0	stop_signal	89.0	True	False	go	339541,340221,340901,341581	s633	False	go
230.084	0.55	-0.4021574803149606	50.0	0.0	stop_signal	-1.0	True	True	stop_success	342261,342942,343621	s633	False	stop_success
232.34	0.55	0.30684251968503934	100.0	1.0	stop_signal	89.0	True	False	stop_failure	344301,344982,345661,346341	s633	False	stop_failure
235.276	0.55	0.13784251968503936	50.0	1.0	stop_signal	89.0	True	False	go	347021,347700,348381,349061	s633	False	go
237.53	0.55	0.09384251968503934	50.0	1.0	stop_signal	71.0	True	False	go	349741,350421,351101,351781	s633	False	go
240.058	0.55	-0.4021574803149606	50.0	0.0	stop_signal	-1.0	True	True	stop_success	352461,353141,353821	s633	False	stop_success
242.313	0.55	0.03484251968503935	100.0	1.0	stop_signal	71.0	True	False	go	354501,355181,355860	s633	False	go
244.57	0.55	0.19784251968503935	100.0	1.0	stop_signal	89.0	True	False	go	356540,357220,357900	s633	False	go
246.825	0.55	0.10184251968503935	100.0	1.0	stop_signal	71.0	True	False	go	358583,359260,359940,360620	s633	False	go
249.079	0.55	0.14784251968503934	100.0	1.0	stop_signal	89.0	True	False	go	361301,361981,362661	s633	False	go
251.606	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	363342,364021,364700,365382,366061	s633	False	stop_success
254.679	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	366741,367420,368101	s633	False	stop_success
256.935	0.55	0.05284251968503935	200.0	1.0	stop_signal	71.0	True	False	go	368781,369461,370141,370820	s633	False	go
259.326	0.55	0.05384251968503935	200.0	1.0	stop_signal	71.0	True	False	stop_failure	371501,372180,372861	s633	False	stop_failure
261.718	0.55	-0.006157480314960651	150.0	1.0	stop_signal	89.0	True	False	go	373541,374221,374901,375582	s633	False	go
264.246	0.55	0.03184251968503935	150.0	1.0	stop_signal	71.0	True	False	go	376260,376940,377621,378301	s633	False	go
266.639	0.55	0.27284251968503936	150.0	1.0	stop_signal	71.0	True	False	go	378981,379661,380340	s633	False	go
269.031	0.55	0.07584251968503936	150.0	1.0	stop_signal	71.0	True	False	stop_failure	381021,381700,382380,383060	s633	False	stop_failure
271.83	0.55	0.02684251968503935	100.0	1.0	stop_signal	89.0	True	False	go	383741,384420,385100,385781	s633	False	go
