onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	trigger_times	worker_id	junk	condition
274.222	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	386461,387141,387821	s633	False	stop_success
276.478	0.55	0.02984251968503935	150.0	1.0	stop_signal	89.0	True	False	stop_failure	388501,389181,389860,390540	s633	False	stop_failure
279.007	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	391221,391901,392581	s633	False	stop_success
281.398	0.55	0.09684251968503935	150.0	1.0	stop_signal	89.0	True	False	go	393261,393941,394621,395301	s633	False	go
283.79	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	395982,396661,397341	s633	False	stop_success
286.047	0.55	0.09084251968503936	200.0	1.0	stop_signal	71.0	True	False	go	398021,398701,399381,400061	s633	False	go
288.439	0.55	0.12884251968503935	200.0	1.0	stop_signal	71.0	True	False	go	400741,401420,402101	s633	False	go
290.695	0.55	0.11484251968503935	200.0	1.0	stop_signal	71.0	True	False	stop_failure	402781,403461,404141	s633	False	stop_failure
292.951	0.55	0.20684251968503936	150.0	1.0	stop_signal	89.0	True	False	go	404821,405501,406182,406861	s633	False	go
295.206	0.55	0.04084251968503935	150.0	0.0	stop_signal	89.0	True	False	go	407540,408220,408900	s633	True	go
297.598	0.55	-0.4021574803149606	150.0	0.0	stop_signal	-1.0	True	True	stop_success	409580,410261,410941	s633	False	stop_success
299.854	0.55	0.027842519685039348	200.0	1.0	stop_signal	71.0	True	False	stop_failure	411621,412301,412981,413661	s633	False	stop_failure
302.111	0.55	0.07884251968503934	150.0	1.0	stop_signal	71.0	True	False	stop_failure	414341,415021,415701	s633	False	stop_failure
304.502	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	416383,417061,417741,418420	s633	False	stop_success
306.893	0.55	0.11184251968503935	150.0	1.0	stop_signal	71.0	True	False	go	419101,419781,420461	s633	False	go
309.149	0.55	0.015842519685039348	150.0	1.0	stop_signal	89.0	True	False	stop_failure	421141,421821,422500,423180	s633	False	stop_failure
311.677	0.55	0.04784251968503935	100.0	1.0	stop_signal	89.0	True	False	go	423862,424541,425221	s633	False	go
313.933	0.55	0.26984251968503936	100.0	1.0	stop_signal	71.0	True	False	go	425901,426582,427261,427941	s633	False	go
316.325	0.55	0.10284251968503935	100.0	1.0	stop_signal	89.0	True	False	go	428621,429301,429981	s633	False	go
318.581	0.55	-0.4021574803149606	100.0	0.0	stop_signal	-1.0	True	True	stop_success	430661,431342,432021	s633	False	stop_success
320.837	0.55	0.25584251968503935	150.0	1.0	stop_signal	89.0	True	False	go	432702,433381,434062,434740	s633	False	go
323.226	0.55	-0.0011574803149606509	150.0	0.0	stop_signal	71.0	True	False	go	435420,436101,436782,437461	s633	True	go
