onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.533	0.576	-0.05087596899224809	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s587	False
6.145728	0.576	0.23312403100775192	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s587	False
8.765	0.576	-0.17487596899224808	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s587	False
11.383863999999999	0.576	-0.17687596899224808	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s587	False
14.002592	0.576	-0.11787596899224809	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s587	False
16.619456	0.576	-0.06187596899224809	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s587	False
19.235	0.576	0.0901240310077519	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s587	False
21.850864	0.576	-0.1258759689922481	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s587	False
24.464864000000002	0.576	0.03012403100775191	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s587	False
27.080864000000002	0.576	-0.1098759689922481	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s587	False
29.699864	0.576	0.08312403100775191	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s587	False
32.311728	0.576	-0.0958759689922481	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s587	False
34.931864000000004	0.576	-0.12287596899224809	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s587	False
37.544591999999994	0.576	-0.04087596899224809	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s587	False
40.156	0.576	-0.1578759689922481	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s587	False
42.769864	0.576	-0.1358759689922481	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s587	False
45.385	0.576	-0.02687596899224809	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s587	False
48.003864	0.576	-0.14187596899224808	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s587	False
50.617048000000004	0.576	-0.06187596899224809	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s587	False
53.235728	0.576	-0.14687596899224808	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s587	False
55.854864	0.576	0.3451240310077519	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s587	False
58.474	0.576	-0.11887596899224809	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s587	False
61.091864	0.576	-0.1488759689922481	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s587	False
63.706	0.576	-0.05087596899224809	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s587	False
66.325864	0.576	0.01312403100775191	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s587	False
68.94372800000001	0.576	-0.004875968992248091	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s587	False
71.561728	0.576	0.02012403100775191	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s587	False
74.175864	0.576	0.02012403100775191	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s587	False
76.794	0.576	-0.03987596899224809	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s587	False
79.407864	0.576	-0.04487596899224809	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s587	False
82.019	0.576	-0.07287596899224809	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s587	False
