movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	trigger_times	worker_id	junk
6.093	4.53	1.47	0.10709202453987729	AY	1.0	dot_pattern_expectancy	71.0	AY	174082,174762	s629	False
10.087	8.681	1.47	-0.04990797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	178161,178842	s629	False
14.241	12.832	1.47	-0.046907975460122715	AX	1.0	dot_pattern_expectancy	89.0	AX	182242,182922	s629	False
18.393	16.849	1.47	0.08809202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	186323,187002	s629	False
22.447	20.864	1.47	0.12709202453987728	AX	1.0	dot_pattern_expectancy	89.0	AX	190402,191081	s629	False
26.65	25.288	1.47	-0.09390797546012271	BX	1.0	dot_pattern_expectancy	71.0	BX	194482,195162,195842	s629	False
30.915	29.44	1.47	0.019092024539877288	AX	1.0	dot_pattern_expectancy	89.0	AX	198563,199242,199922	s629	False
35.501	34.0	1.47	0.04509202453987728	AX	1.0	dot_pattern_expectancy	89.0	AX	203322,204002,204681	s629	False
39.912	38.288	1.47	0.1680920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	207401,208082	s629	False
43.795	42.304	1.47	0.03509202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	211482,212161,212841	s629	False
48.633	46.999	1.47	0.1780920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	216241,216921	s629	False
52.307	51.017	1.47	-0.1659079754601227	BX	1.0	dot_pattern_expectancy	71.0	BX	220322,221002,221682,222362,223042	s629	False
58.567	57.205	1.47	-0.09390797546012271	BY	1.0	dot_pattern_expectancy	71.0	BY	226443,227123	s629	False
62.658	61.359	1.47	-0.15690797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	230523,231202,231882	s629	False
66.906	65.507	1.47	-0.05690797546012271	BX	1.0	dot_pattern_expectancy	71.0	BX	234601,235282,235961	s629	False
70.951	69.524	1.47	-0.028907975460122713	AX	1.0	dot_pattern_expectancy	89.0	AX	238682,239361,240041	s629	False
75.524	73.947	1.47	0.12109202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	243443,244122	s629	False
79.427	78.099	1.47	-0.12790797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	247523,248202	s629	False
83.557	82.113	1.47	-0.011907975460122714	AX	1.0	dot_pattern_expectancy	89.0	AX	251603,252282,252963	s629	False
87.911	86.535	1.47	-0.07990797546012271	BY	1.0	dot_pattern_expectancy	71.0	BY	255682,256363,257042	s629	False
92.662	91.231	1.47	-0.024907975460122713	AX	1.0	dot_pattern_expectancy	89.0	AX	260442,261121,261802	s629	False
96.988	95.519	1.47	0.013092024539877286	AX	1.0	dot_pattern_expectancy	89.0	AX	264522,265202,265882	s629	False
101.018	99.534	1.47	0.028092024539877285	AX	1.0	dot_pattern_expectancy	89.0	AX	268602,269282,269962	s629	False
104.963	103.549	1.47	-0.04190797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	272682,273362,274042	s629	False
109.615	108.109	1.47	0.05009202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	277442,278122,278802,279617	s629	False
114.822	113.487	1.47	-0.12090797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	282881,283562	s629	False
118.777	117.503	1.47	-0.18190797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	286961,287642	s629	False
123.116	121.79	1.47	-0.12990797546012273	AX	1.0	dot_pattern_expectancy	89.0	AX	291042,291722,292402	s629	False
127.437	126.079	1.47	-0.09790797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	295122,295803,296482,297163,297842	s629	False
132.898	131.454	1.47	-0.011907975460122714	AX	1.0	dot_pattern_expectancy	89.0	AX	300563,301242,301923	s629	False
137.011	135.742	1.47	-0.18690797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	305323,306003	s629	False
141.241	139.896	1.47	-0.11090797546012271	BX	1.0	dot_pattern_expectancy	71.0	BX	309402,310082,310762	s629	False
146.35	144.863	1.47	0.031092024539877285	AX	1.0	dot_pattern_expectancy	89.0	AX	314162,314842	s629	False
150.18	149.015	1.47	-0.2909079754601227	BX	1.0	dot_pattern_expectancy	71.0	BX	318243,318923	s629	False
154.51	153.032	1.47	0.022092024539877287	AX	1.0	dot_pattern_expectancy	89.0	AX	322323,323002	s629	False
158.621	157.181	1.47	-0.015907975460122712	AX	1.0	dot_pattern_expectancy	89.0	AX	326403,327082,327763	s629	False
162.714	161.332	1.47	-0.07390797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	330484,331163,331843	s629	False
167.395	166.028	1.47	-0.08890797546012272	AX	1.0	dot_pattern_expectancy	89.0	AX	335243,335922	s629	False
171.619	170.043	1.47	0.12009202453987729	AY	1.0	dot_pattern_expectancy	71.0	AY	339322,340002	s629	False
175.61	174.192	1.47	-0.037907975460122714	AX	1.0	dot_pattern_expectancy	89.0	AX	343402,344083,344763	s629	False
175.833	174.834	1.47	-0.45690797546012274			dot_pattern_expectancy	-1.0		345442,346122,346803,347482,348162,348842,349522,350202,350883,351562,352243	s629	True
190.278	188.861	1.47	-0.038907975460122715	AX	1.0	dot_pattern_expectancy	89.0	AX	358363,359042,359722	s629	False
195.151	193.558	1.47	0.1370920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	363122,363803,364482	s629	False
199.901	198.388	1.47	0.05709202453987729	AY	1.0	dot_pattern_expectancy	71.0	AY	367882,368563	s629	False
203.891	202.54	1.47	-0.10490797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	371962,372642,373322	s629	False
208.409	206.96	1.47	-0.006907975460122714	AX	1.0	dot_pattern_expectancy	89.0	AX	376042,376722,377403,378082,378762,379442	s629	False
214.318	213.016	1.47	-0.15390797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	382163,382842,383522	s629	False
218.471	217.165	1.47	-0.14990797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	386244,386923,387603	s629	False
222.529	221.181	1.47	-0.10790797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	390323,391003	s629	False
226.606	225.197	1.47	-0.046907975460122715	AX	1.0	dot_pattern_expectancy	89.0	AX	394402,395083,395763	s629	False
230.697	229.484	1.47	-0.24290797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	398483,399162,399843,400523	s629	False
235.863	234.449	1.47	-0.04190797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	403924,404603,405283	s629	False
240.272	238.876	1.47	-0.05990797546012271	BX	1.0	dot_pattern_expectancy	71.0	BX	408003,408682,409363	s629	False
244.401	243.028	1.47	-0.08290797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	412084,412764,413443	s629	False
248.458	247.042	1.47	-0.039907975460122716	AX	1.0	dot_pattern_expectancy	89.0	AX	416162,416843,417522	s629	False
252.564	251.193	1.47	-0.08490797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	420243,420923,421603	s629	False
256.625	255.345	1.47	-0.1759079754601227	BY	1.0	dot_pattern_expectancy	71.0	BY	424322,425003,425683,426363	s629	False
261.656	260.313	1.47	-0.11290797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	429762,430443	s629	False
265.576	264.328	1.47	-0.2079079754601227	BY	1.0	dot_pattern_expectancy	71.0	BY	433843,434523	s629	False
269.729	268.343	1.47	-0.06990797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	437924,438604	s629	False
273.96	272.496	1.47	0.008092024539877287	AX	1.0	dot_pattern_expectancy	89.0	AX	442002,442684	s629	False
278.033	276.649	1.47	-0.07190797546012272	AY	1.0	dot_pattern_expectancy	71.0	AY	446083,446763	s629	False
282.735	280.8	1.47	0.47909202453987726	AX	1.0	dot_pattern_expectancy	89.0	AX	450163,450842	s629	False
286.53	284.816	1.47	0.2580920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	454243,454923	s629	False
290.533	288.833	1.47	0.24409202453987727	AX	1.0	dot_pattern_expectancy	89.0	AX	458324,459003	s629	False
294.549	293.121	1.47	-0.027907975460122712	AX	1.0	dot_pattern_expectancy	89.0	AX	462404,463083,463764	s629	False
299.205	297.814	1.47	-0.06490797546012271	BX	1.0	dot_pattern_expectancy	71.0	BX	467164,467843,468523	s629	False
303.554	302.104	1.47	-0.005907975460122714	BY	1.0	dot_pattern_expectancy	71.0	BY	471243,471923	s629	False
307.695	306.12	1.47	0.11909202453987729	AX	0.0	dot_pattern_expectancy	71.0	AX	475323,476003	s629	True
311.66	310.136	1.47	0.06809202453987728	AX	0.0	dot_pattern_expectancy	71.0	AX	479403,480083	s629	True
315.973	314.287	1.47	0.2300920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	483484,484163,484844	s629	False
320.695	318.983	1.47	0.2560920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	488244,488923,489604	s629	False
325.167	323.814	1.47	-0.10290797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	493004,493685,494363	s629	False
329.17	327.965	1.47	-0.2509079754601227	BX	1.0	dot_pattern_expectancy	71.0	BX	497083,497763,498443	s629	False
334.652	332.661	1.47	0.5350920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	501843,502523,503202	s629	False
338.768	337.221	1.47	0.09109202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	506604,507283	s629	False
343.248	341.509	1.47	0.2830920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	510683,511364	s629	False
347.25	345.526	1.47	0.2680920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	514763,515443,516123	s629	False
352.621	350.223	1.47	0.9420920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	519524,520203,520883,521563	s629	False
356.586	355.19	1.47	-0.05990797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	524284,524963,525643	s629	False
360.838	359.34	1.47	0.04209202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	528364,529043,529723	s629	False
361.253	360.254	1.47	-0.45690797546012274			dot_pattern_expectancy	-1.0		530404,531084,531763,532443,533124,533804,534485,535164,535844,536524,537204	s629	True
375.748	374.285	1.47	0.007092024539877287	AX	1.0	dot_pattern_expectancy	89.0	AX	543324,544003,544685	s629	False
379.951	378.573	1.47	-0.07790797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	548082,548763	s629	False
384.183	382.59	1.47	0.1370920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	552163,552843,553523	s629	False
389.253	387.554	1.47	0.2430920245398773	AY	0.0	dot_pattern_expectancy	89.0	AY	556924,557604,558284	s629	True
393.268	391.841	1.47	-0.028907975460122713	AX	1.0	dot_pattern_expectancy	89.0	AX	561004,561683,562363	s629	False
397.945	396.261	1.47	0.22809202453987729	AX	1.0	dot_pattern_expectancy	89.0	AX	565763,566444,567123	s629	False
402.167	400.684	1.47	0.027092024539877288	AX	1.0	dot_pattern_expectancy	89.0	AX	569844,570524,571204,571884	s629	False
407.53	405.789	1.47	0.2850920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	575284,575963	s629	False
411.059	409.804	1.47	-0.2009079754601227	BY	1.0	dot_pattern_expectancy	71.0	BY	579363,580043	s629	False
415.074	413.819	1.47	-0.2009079754601227	BY	1.0	dot_pattern_expectancy	71.0	BY	583444,584123	s629	False
419.357	417.834	1.47	0.06709202453987728	AX	1.0	dot_pattern_expectancy	89.0	AX	586843,587524,588204	s629	False
423.282	421.98	1.47	-0.15390797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	591604,592284,592964	s629	False
428.094	426.54	1.47	0.09809202453987728	AX	1.0	dot_pattern_expectancy	89.0	AX	595685,596364,597044	s629	False
432.119	430.828	1.47	-0.1649079754601227	BX	1.0	dot_pattern_expectancy	71.0	BX	600443,601123,601803	s629	False
437.522	435.932	1.47	0.13409202453987729	AY	1.0	dot_pattern_expectancy	71.0	AY	605204,605884	s629	False
441.571	439.943	1.47	0.1720920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	609284,609964,610645,611324	s629	False
446.284	444.91	1.47	-0.08190797546012271	BY	1.0	dot_pattern_expectancy	71.0	BY	614043,614723,615403	s629	False
450.521	449.061	1.47	0.004092024539877287	AX	1.0	dot_pattern_expectancy	89.0	AX	618124,618804,619484	s629	False
454.662	453.213	1.47	-0.006907975460122714	AX	1.0	dot_pattern_expectancy	89.0	AX	622204,622884,623564	s629	False
458.518	457.228	1.47	-0.1659079754601227	BY	1.0	dot_pattern_expectancy	71.0	BY	626284,626963,627643	s629	False
462.836	461.377	1.47	0.003092024539877286	AX	1.0	dot_pattern_expectancy	89.0	AX	630363,631044,631724	s629	False
467.061	465.394	1.47	0.2110920245398773	AY	1.0	dot_pattern_expectancy	71.0	AY	634444,635124,635804,636484	s629	False
471.612	470.09	1.47	0.06609202453987728	AX	1.0	dot_pattern_expectancy	89.0	AX	639204,639884	s629	False
475.483	474.104	1.47	-0.07690797546012271	AX	1.0	dot_pattern_expectancy	89.0	AX	643284,643963,644644	s629	False
479.833	478.529	1.47	-0.15190797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	648045,648724	s629	False
483.946	482.68	1.47	-0.18990797546012272	BY	1.0	dot_pattern_expectancy	71.0	BY	652125,652804	s629	False
488.657	486.831	1.47	0.3700920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	656204,656884	s629	False
492.643	490.983	1.47	0.2040920245398773	AX	1.0	dot_pattern_expectancy	89.0	AX	660284,660964	s629	False
496.278	494.999	1.47	-0.1769079754601227	BY	1.0	dot_pattern_expectancy	71.0	BY	664363,665044,665724	s629	False
501.174	499.56	1.47	0.15809202453987728	AY	1.0	dot_pattern_expectancy	71.0	AY	669123,669803,670484	s629	False
505.828	504.252	1.47	0.12009202453987729	AY	1.0	dot_pattern_expectancy	71.0	AY	673884,674564	s629	False
509.954	508.403	1.47	0.09509202453987729	AY	1.0	dot_pattern_expectancy	71.0	AY	677965,678645	s629	False
514.0	512.691	1.47	-0.14690797546012271	BY	1.0	dot_pattern_expectancy	71.0	BY	682044,682724	s629	False
518.039	516.71	1.47	-0.12690797546012272	BX	1.0	dot_pattern_expectancy	71.0	BX	686123,686804,687485	s629	False
522.542	521.134	1.47	-0.047907975460122716	AX	1.0	dot_pattern_expectancy	89.0	AX	690204,690884,691563	s629	False
