onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
3.518	1.5	0.713	1.0	stroop	blue	green	0.0	0.0	s192
5.523	1.5	0.549	1.0	stroop	green	green	0.0	1.0	s192
7.529	1.5	0.379	1.0	stroop	red	green	0.0	2.0	s192
9.806	1.5	0.618	1.0	stroop	green	blue	0.0	3.0	s192
11.809	1.5	0.442	1.0	stroop	red	red	0.0	4.0	s192
13.95	1.5	0.347	1.0	stroop	blue	blue	0.0	5.0	s192
15.955	1.5	0.508	1.0	stroop	red	red	0.0	6.0	s192
18.094	1.5	0.347	1.0	stroop	blue	blue	0.0	7.0	s192
20.1	1.5	0.692	1.0	stroop	blue	blue	0.0	8.0	s192
22.105	1.5	0.637	1.0	stroop	blue	red	0.0	9.0	s192
24.111	1.5	0.773	1.0	stroop	green	red	0.0	10.0	s192
26.388	1.5	0.614	0.0	stroop	blue	red	0.0	11.0	s192
28.391	1.5	0.677	1.0	stroop	blue	green	0.0	12.0	s192
30.53	1.5	0.481	1.0	stroop	red	red	0.0	13.0	s192
32.943	1.5	0.563	1.0	stroop	green	red	0.0	14.0	s192
35.218	1.5	0.446	1.0	stroop	green	green	0.0	15.0	s192
37.903	1.5	0.374	1.0	stroop	blue	blue	0.0	16.0	s192
39.906	1.5	0.488	1.0	stroop	blue	blue	0.0	17.0	s192
42.319	1.5	0.352	1.0	stroop	red	red	0.0	18.0	s192
44.461	1.5	0.8	1.0	stroop	green	red	0.0	19.0	s192
47.146	1.5	0.467	1.0	stroop	blue	red	0.0	20.0	s192
49.149	1.5	0.499	0.0	stroop	green	blue	0.0	21.0	s192
51.287	1.5	0.433	1.0	stroop	red	red	0.0	22.0	s192
54.245	1.5	0.54	1.0	stroop	red	blue	0.0	23.0	s192
56.25	1.5	0.62	0.0	stroop	blue	green	0.0	24.0	s192
58.525	1.5	0.766	1.0	stroop	blue	red	0.0	25.0	s192
60.528	1.5	0.494	1.0	stroop	red	red	0.0	26.0	s192
62.533	1.5	0.453	1.0	stroop	blue	blue	0.0	27.0	s192
64.539	1.5	0.421	1.0	stroop	blue	green	0.0	28.0	s192
66.541	1.5	0.759	1.0	stroop	green	green	0.0	29.0	s192
68.683	1.5	0.425	1.0	stroop	blue	blue	0.0	30.0	s192
70.688	1.5	0.661	1.0	stroop	red	green	0.0	31.0	s192
72.691	1.5	0.41	1.0	stroop	red	red	0.0	32.0	s192
74.832	1.5	0.46	1.0	stroop	red	green	0.0	33.0	s192
76.838	1.5	0.528	1.0	stroop	blue	red	0.0	34.0	s192
78.84	1.5	0.741	1.0	stroop	red	green	0.0	35.0	s192
80.979	1.5	0.458	1.0	stroop	red	red	0.0	36.0	s192
83.12	1.5	-0.001	0.0	stroop	green	green	0.0	37.0	s192
85.395	1.5	0.394	1.0	stroop	blue	green	0.0	38.0	s192
88.078	1.5	0.729	1.0	stroop	green	green	0.0	39.0	s192
90.081	1.5	0.538	1.0	stroop	red	red	0.0	40.0	s192
92.086	1.5	0.656	1.0	stroop	green	red	0.0	41.0	s192
94.362	1.5	0.474	1.0	stroop	green	blue	0.0	42.0	s192
96.364	1.5	0.48	0.0	stroop	red	red	0.0	43.0	s192
98.369	1.5	0.972	1.0	stroop	blue	red	0.0	44.0	s192
100.37	1.5	0.568	1.0	stroop	blue	green	0.0	45.0	s192
102.374	1.5	0.719	1.0	stroop	green	blue	0.0	46.0	s192
104.379	1.5	0.519	1.0	stroop	red	blue	0.0	47.0	s192
106.385	1.5	0.477	1.0	stroop	blue	blue	0.0	48.0	s192
108.662	1.5	0.726	1.0	stroop	red	green	0.0	49.0	s192
110.664	1.5	0.39	1.0	stroop	red	red	0.0	50.0	s192
113.078	1.5	0.505	1.0	stroop	blue	blue	0.0	51.0	s192
115.08	1.5	0.703	1.0	stroop	green	green	0.0	52.0	s192
117.223	1.5	0.524	0.0	stroop	blue	blue	0.0	53.0	s192
119.228	1.5	0.502	1.0	stroop	blue	blue	0.0	54.0	s192
121.233	1.5	0.695	1.0	stroop	blue	green	0.0	55.0	s192
123.239	1.5	0.64	1.0	stroop	green	green	0.0	56.0	s192
125.516	1.5	0.579	1.0	stroop	red	green	0.0	57.0	s192
127.522	1.5	0.446	1.0	stroop	red	blue	0.0	58.0	s192
129.799	1.5	0.417	1.0	stroop	red	blue	0.0	59.0	s192
132.076	1.5	0.563	1.0	stroop	green	red	0.0	60.0	s192
134.079	1.5	0.614	1.0	stroop	red	red	0.0	61.0	s192
136.765	1.5	0.524	1.0	stroop	green	blue	0.0	62.0	s192
138.768	1.5	0.498	1.0	stroop	green	green	0.0	63.0	s192
141.046	1.5	0.579	1.0	stroop	green	green	0.0	64.0	s192
143.047	1.5	0.405	1.0	stroop	red	red	0.0	65.0	s192
145.053	1.5	0.373	1.0	stroop	blue	red	0.0	66.0	s192
147.328	1.5	0.627	1.0	stroop	red	red	0.0	67.0	s192
149.469	1.5	0.569	1.0	stroop	green	green	0.0	68.0	s192
152.016	1.5	0.59	1.0	stroop	red	green	0.0	69.0	s192
154.426	1.5	0.4	0.0	stroop	green	blue	0.0	70.0	s192
156.429	1.5	0.558	1.0	stroop	blue	red	0.0	71.0	s192
158.434	1.5	0.977	1.0	stroop	green	red	0.0	72.0	s192
160.44	1.5	0.542	1.0	stroop	blue	blue	0.0	73.0	s192
162.987	1.5	0.53	1.0	stroop	blue	blue	0.0	74.0	s192
165.128	1.5	0.41	1.0	stroop	blue	blue	0.0	75.0	s192
167.133	1.5	0.477	1.0	stroop	red	red	0.0	76.0	s192
169.139	1.5	0.545	1.0	stroop	green	green	0.0	77.0	s192
171.412	1.5	0.459	1.0	stroop	green	red	0.0	78.0	s192
173.416	1.5	0.444	1.0	stroop	blue	blue	0.0	79.0	s192
175.419	1.5	1.124	1.0	stroop	green	red	0.0	80.0	s192
177.56	1.5	0.494	1.0	stroop	red	blue	0.0	81.0	s192
179.566	1.5	0.48	1.0	stroop	red	blue	0.0	82.0	s192
181.841	1.5	0.509	0.0	stroop	green	green	0.0	83.0	s192
183.979	1.5	0.753	1.0	stroop	blue	green	0.0	84.0	s192
186.39	1.5	0.572	1.0	stroop	green	green	0.0	85.0	s192
188.393	1.5	0.466	1.0	stroop	green	green	0.0	86.0	s192
190.398	1.5	0.486	1.0	stroop	red	blue	0.0	87.0	s192
193.22	1.5	0.536	1.0	stroop	red	blue	0.0	88.0	s192
195.222	1.5	0.497	1.0	stroop	green	blue	0.0	89.0	s192
197.228	1.5	0.65	1.0	stroop	green	green	0.0	90.0	s192
199.369	1.5	0.573	1.0	stroop	red	red	0.0	91.0	s192
201.374	1.5	0.971	1.0	stroop	green	blue	0.0	92.0	s192
203.379	1.5	0.474	1.0	stroop	green	green	0.0	93.0	s192
205.381	1.5	0.639	1.0	stroop	red	green	0.0	94.0	s192
207.385	1.5	0.483	1.0	stroop	blue	blue	0.0	95.0	s192
