movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
9.046	3.015	5.26606043956044	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s604	False	2.985
9.72	9.047	-0.0919395604395604	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s604	False	
10.415	9.722	-0.07193956043956042	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s604	False	
11.007	10.416	-0.1739395604395604	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s604	False	
11.607	11.008	-0.1659395604395604	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s604	False	
12.028	11.607	-0.3439395604395604	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s604	False	
12.03	12.031	-0.7659395604395605	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s604	True	
17.878	14.533	2.5800604395604396	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s604	False	2.985
18.986	17.879	0.3420604395604396	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s604	False	
19.516	18.987	-0.2359395604395604	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s604	False	
19.919	19.517	-0.3629395604395604	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s604	False	
20.355	19.92	-0.3299395604395604	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s604	False	
20.821	20.356	-0.2999395604395604	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s604	False	
20.827	20.828	-0.7659395604395605	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s604	True	
28.845	22.929	5.15106043956044	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s604	False	2.985
29.284	28.846	-0.3269395604395604	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s604	False	
30.111	29.286	0.06006043956043959	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s604	False	
31.727	30.112	0.8500604395604396	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s604	False	
32.162	31.729	-0.3319395604395604	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s604	False	
32.588	32.163	-0.3399395604395604	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s604	False	
32.593	32.594	-0.7659395604395605	0	UA_without_intermeidate	ward_and_allport	-1	2.0	poldrack-single-stim	s604	True	
38.875	34.795	3.3150604395604395	1	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s604	False	2.985
39.34	38.877	-0.3019395604395604	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s604	False	
40.063	39.341	-0.04293956043956041	0	UA_without_intermeidate	ward_and_allport	82	3.0	poldrack-single-stim	s604	False	
40.769	40.063	-0.05893956043956041	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s604	False	
41.176	40.77	-0.35893956043956043	0	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s604	False	
41.538	41.177	-0.4039395604395604	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s604	False	
41.541	41.542	-0.7659395604395605	0	UA_without_intermeidate	ward_and_allport	-1	3.0	poldrack-single-stim	s604	True	
