movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
9.901	3.012	4.835577586206897	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s614	False	2.985
11.495	9.903	-0.4614224137931033	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s614	False	
14.923	11.498	1.3715775862068968	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s614	False	
28.276	14.925	11.297577586206897	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s614	False	
33.335	28.278	3.0035775862068967	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s614	False	
35.169	33.337	-0.22142241379310326	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s614	False	
36.898	35.171	-0.32642241379310327	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s614	False	
37.986	36.9	-0.9674224137931032	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s614	False	
39.378	37.989	-0.6644224137931033	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s614	False	
40.006	39.38	-1.4274224137931033	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s614	False	
40.01	40.011	-2.054422413793103	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s614	True	
50.502	42.513	5.935577586206897	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s614	False	2.985
51.976	50.503	-0.5804224137931032	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s614	False	
53.412	51.978	-0.6194224137931033	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s614	False	
54.425	53.413	-1.0414224137931032	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s614	False	
57.276	54.427	0.7955775862068968	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s614	False	
58.18	57.277	-1.1504224137931032	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s614	False	
58.186	58.187	-2.054422413793103	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s614	True	
73.752	60.288	11.410577586206896	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s614	False	2.985
77.599	73.753	1.7925775862068967	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s614	False	
