onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.523	0.639	-0.102875	congruent	1.0	stroop	89	red	red	congruent	s643	False
5.8	0.639	0.189125	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
7.803	0.639	-0.159875	congruent	1.0	stroop	89	red	red	congruent	s643	False
10.217	0.639	-0.256875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
12.223	0.639	-0.266875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
14.365	0.639	-0.292875	congruent	1.0	stroop	89	red	red	congruent	s643	False
16.367	0.639	-0.101875	congruent	1.0	stroop	82	green	green	congruent	s643	False
18.372	0.639	1.037125	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
20.378	0.639	-0.103875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
22.656	0.639	-0.111875	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
24.662	0.639	-0.067875	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
26.939	0.639	0.094125	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
29.217	0.639	0.345125	incongruent	0.0	stroop	71	green	red	incongruent	s643	True
31.222	0.639	-0.194875	congruent	1.0	stroop	82	green	green	congruent	s643	False
33.908	0.639	-0.166875	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
35.914	0.639	-0.380875	congruent	1.0	stroop	89	red	red	congruent	s643	False
38.191	0.639	-0.151875	congruent	1.0	stroop	82	green	green	congruent	s643	False
40.195	0.639	-0.052875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
42.2	0.639	0.692125	incongruent	0.0	stroop	82	red	green	incongruent	s643	True
44.477	0.639	-0.134875	congruent	1.0	stroop	82	green	green	congruent	s643	False
46.619	0.639	-0.070875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
49.168	0.639	0.148125	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
51.581	0.639	-0.133875	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
53.587	0.639	0.100125	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
55.592	0.639	0.031125	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
57.598	0.639	1.020125	congruent	1.0	stroop	82	green	green	congruent	s643	False
60.148	0.639	-0.092875	congruent	1.0	stroop	82	green	green	congruent	s643	False
62.29	0.639	-0.114875	congruent	1.0	stroop	89	red	red	congruent	s643	False
64.296	0.639	0.026125	congruent	1.0	stroop	82	green	green	congruent	s643	False
66.301	0.639	-0.202875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
68.579	0.639	-0.042875	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
70.586	0.639	-0.112875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
72.592	0.639	-0.302875	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
74.734	0.639	-0.081875	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
76.74	0.639	-0.056875	incongruent	1.0	stroop	89	red	green	incongruent	s643	False
79.017	0.639	-0.206875	congruent	0.0	stroop	89	blue	blue	congruent	s643	True
81.16	0.639	1.007125	incongruent	1.0	stroop	89	red	green	incongruent	s643	False
83.574	0.639	-0.184875	congruent	1.0	stroop	89	red	red	congruent	s643	False
85.58	0.639	-0.159875	congruent	1.0	stroop	82	green	green	congruent	s643	False
87.585	0.639	0.290125	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
90.406	0.639	-0.154875	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
92.411	0.639	-0.081875	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
94.417	0.639	-0.109875	congruent	1.0	stroop	82	green	green	congruent	s643	False
96.56	0.639	-0.136875	congruent	1.0	stroop	82	green	green	congruent	s643	False
98.565	0.639	-0.059875	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
100.571	0.639	-0.201875	congruent	1.0	stroop	89	red	red	congruent	s643	False
102.577	0.639	-0.202875	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
104.583	0.639	-0.041875	congruent	1.0	stroop	82	green	green	congruent	s643	False
106.589	0.639	-0.176875	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
108.594	0.639	-0.210875	congruent	1.0	stroop	82	green	green	congruent	s643	False
110.6	0.639	-0.104875	incongruent	1.0	stroop	89	red	green	incongruent	s643	False
112.877	0.639	0.250125	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
114.883	0.639	0.156125	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
117.02	0.639	-0.174875	congruent	1.0	stroop	89	red	red	congruent	s643	False
119.026	0.639	-0.080875	congruent	1.0	stroop	82	green	green	congruent	s643	False
121.168	0.639	-0.004875	congruent	1.0	stroop	82	green	green	congruent	s643	False
123.174	0.639	-0.057875	congruent	1.0	stroop	89	red	red	congruent	s643	False
125.179	0.639	-0.058875	incongruent	1.0	stroop	82	green	red	incongruent	s643	False
127.186	0.639	0.435125	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
129.463	0.639	-0.148875	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
131.468	0.639	0.577125	incongruent	1.0	stroop	82	green	red	incongruent	s643	False
133.608	0.639	-0.156875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
136.022	0.639	-0.051875	incongruent	1.0	stroop	89	red	green	incongruent	s643	False
138.3	0.639	-0.075875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
140.985	0.639	-0.330875	congruent	1.0	stroop	89	red	red	congruent	s643	False
142.991	0.639	-0.314875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
145.404	0.639	-0.261875	congruent	1.0	stroop	89	red	red	congruent	s643	False
147.545	0.639	-0.003875	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
150.23	0.639	-0.099875	incongruent	1.0	stroop	89	red	green	incongruent	s643	False
152.232	0.639	0.367125	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
154.374	0.639	-0.193875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
157.332	0.639	0.233125	incongruent	1.0	stroop	71	blue	red	incongruent	s643	False
159.339	0.639	0.047125	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
161.616	0.639	-0.112875	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
163.622	0.639	-0.171875	congruent	1.0	stroop	89	red	red	congruent	s643	False
165.626	0.639	-0.007875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
167.631	0.639	-0.077875	incongruent	1.0	stroop	82	green	red	incongruent	s643	False
169.637	0.639	0.064125	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
171.779	0.639	-0.146875	congruent	1.0	stroop	89	red	red	congruent	s643	False
173.785	0.639	0.351125	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
175.79	0.639	0.008125	congruent	1.0	stroop	82	green	green	congruent	s643	False
177.931	0.639	0.157125	incongruent	1.0	stroop	71	blue	green	incongruent	s643	False
179.936	0.639	0.203125	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
181.943	0.639	0.661125	incongruent	1.0	stroop	82	green	red	incongruent	s643	False
184.084	0.639	-0.148875	congruent	1.0	stroop	82	green	green	congruent	s643	False
186.225	0.639	-0.305875	congruent	1.0	stroop	89	red	red	congruent	s643	False
188.503	0.639	-0.227875	incongruent	1.0	stroop	89	red	green	incongruent	s643	False
191.188	0.639	-0.261875	congruent	1.0	stroop	89	red	red	congruent	s643	False
193.191	0.639	-0.397875	congruent	1.0	stroop	89	red	red	congruent	s643	False
195.197	0.639	-0.063875	incongruent	1.0	stroop	82	green	red	incongruent	s643	False
197.475	0.639	0.143125	incongruent	1.0	stroop	82	green	red	incongruent	s643	False
199.482	0.639	-0.203875	congruent	1.0	stroop	71	blue	blue	congruent	s643	False
201.488	0.639	0.513125	incongruent	1.0	stroop	82	green	blue	incongruent	s643	False
203.493	0.639	0.797125	incongruent	1.0	stroop	89	red	blue	incongruent	s643	False
