movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
5.992	4.52	1.471	-0.13056441717791414	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
10.627	8.803	1.471	0.22143558282208584	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
14.443	12.816	1.471	0.024435582822085848	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
19.427	17.779	1.471	0.045435582822085846	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
23.605	22.059	1.471	-0.056564417177914154	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
27.986	26.486	1.471	-0.10256441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
32.422	30.905	1.471	-0.08556441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
37.684	36.004	1.471	0.07743558282208585	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
41.481	40.016	1.471	-0.13756441717791415	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
45.028	44.029	1.471	-0.6035644171779142	BY	0.0	dot_pattern_expectancy	-1.0	BY	s582	True
50.233	48.039	1.471	0.5914355828220859	AX	0.0	dot_pattern_expectancy	71.0	AX	s582	True
54.193	52.188	1.471	0.40243558282208586	BX	0.0	dot_pattern_expectancy	89.0	BX	s582	True
58.307	56.746	1.471	-0.041564417177914155	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
62.828	61.031	1.471	0.19443558282208584	BX	1.0	dot_pattern_expectancy	71.0	BX	s582	False
67.8	66.133	1.471	0.06443558282208585	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
71.742	70.15	1.471	-0.010564417177914152	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
76.584	75.117	1.471	-0.13556441717791415	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
80.828	79.264	1.471	-0.03856441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
84.992	83.408	1.471	-0.018564417177914152	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
89.09	87.421	1.471	0.06643558282208585	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
93.159	91.573	1.471	-0.01656441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
97.219	95.581	1.471	0.03543558282208585	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
101.857	100.277	1.471	-0.022564417177914152	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
105.893	104.291	1.471	-0.0005644171779141516	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
110.167	108.707	1.471	-0.14256441717791415	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
114.32	112.851	1.471	-0.13356441717791415	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
118.503	117.001	1.471	-0.10056441717791414	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
122.691	121.15	1.471	-0.06156441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
126.659	125.158	1.471	-0.10156441717791415	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
131.385	129.71	1.471	0.07243558282208584	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
135.975	134.398	1.471	-0.02556441717791415	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
140.123	138.545	1.471	-0.02456441717791415	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
144.233	142.83	1.471	-0.19956441717791415	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
148.308	146.842	1.471	-0.13656441717791415	BX	1.0	dot_pattern_expectancy	71.0	BX	s582	False
152.779	151.263	1.471	-0.08656441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
157.247	155.822	1.471	-0.17756441717791416	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
161.325	159.97	1.471	-0.24756441717791416	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
165.791	164.256	1.471	-0.06756441717791416	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
170.177	168.402	1.471	0.17243558282208585	BX	1.0	dot_pattern_expectancy	71.0	BX	s582	False
174.122	172.69	1.471	-0.17056441717791415	AX	1.0	dot_pattern_expectancy	89.0	AX	s582	False
174.194	173.195	1.471	-0.6035644171779142			dot_pattern_expectancy	-1.0		s582	True
189.13	187.211	1.471	0.31643558282208584	BY	1.0	dot_pattern_expectancy	71.0	BY	s582	False
193.032	191.358	1.471	0.07143558282208586	AY	1.0	dot_pattern_expectancy	71.0	AY	s582	False
197.174	195.368	1.471	0.20343558282208585	AX	0.0	dot_pattern_expectancy	71.0	AX	s582	True
