onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.521	0.576	-0.07891472868217056	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s570	False
6.131	0.576	-0.10891472868217056	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s570	False
8.737864	0.576	-0.21291472868217057	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s570	False
11.345728	0.576	0.06008527131782944	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s570	False
13.953592	0.576	0.12808527131782943	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s570	False
16.562	0.576	-0.020914728682170564	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s570	False
19.169864	0.576	0.18608527131782943	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s570	False
21.782864	0.576	0.11208527131782944	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s570	False
24.391	0.576	0.040085271317829435	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s570	False
26.999592	0.576	0.21408527131782945	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s570	False
29.607456	0.576	-0.05691472868217056	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s570	False
32.220864	0.576	-0.016914728682170563	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s570	False
34.828864	0.576	-0.13991472868217056	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s570	False
37.437	0.576	-0.10591472868217056	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s570	False
40.051	0.576	-0.030914728682170562	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s570	False
42.658864	0.576	-0.12991472868217055	1.0	double	attention_network_task	up	right	congruent	71	poldrack-single-stim	s570	False
45.267	0.576	-0.03191472868217056	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s570	False
47.874864	0.576	0.15108527131782945	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s570	False
50.488	0.576	-0.09791472868217056	1.0	double	attention_network_task	up	left	congruent	89	poldrack-single-stim	s570	False
53.095591999999996	0.576	-0.03491472868217056	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s570	False
55.705	0.576	-0.06491472868217056	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s570	False
58.311184000000004	0.576	0.12008527131782944	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s570	False
60.92532	0.576	-0.08791472868217057	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s570	False
63.537	0.576	0.03508527131782944	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s570	False
66.148864	0.576	-0.04891472868217056	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s570	False
68.755864	0.576	0.19308527131782943	1.0	double	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s570	False
71.363864	0.576	-0.16091472868217055	1.0	double	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s570	False
73.972	0.576	-0.004914728682170562	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s570	False
76.582864	0.576	-0.16991472868217056	1.0	spatial	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s570	False
79.192048	0.576	0.18708527131782943	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s570	False
