onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.515	0.639	-0.0251875	congruent	1.0	stroop	89	red	red	congruent	s628	False
5.789	0.639	0.0828125	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
7.79	0.639	0.0558125	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
10.202	0.639	-0.0241875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
12.206	0.639	-0.0191875	congruent	1.0	stroop	89	red	red	congruent	s628	False
14.343	0.639	-0.0741875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
16.347	0.639	-0.1121875	congruent	1.0	stroop	82	green	green	congruent	s628	False
18.349	0.639	-0.0191875	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
20.352	0.639	0.0288125	congruent	1.0	stroop	82	green	green	congruent	s628	False
22.627	0.639	0.0758125	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
24.63	0.639	0.0608125	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
26.905	0.639	0.0808125	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
29.18	0.639	-0.1131875	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
31.181	0.639	-0.0771875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
33.866	0.639	0.0298125	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
35.867	0.639	-0.0461875	congruent	1.0	stroop	82	green	green	congruent	s628	False
38.14	0.639	0.0228125	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
40.144	0.639	-0.1541875	congruent	1.0	stroop	89	red	red	congruent	s628	False
42.147	0.639	0.0188125	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
44.424	0.639	-0.0631875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
46.565	0.639	-0.1361875	congruent	1.0	stroop	89	red	red	congruent	s628	False
49.11	0.639	-0.0391875	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
51.523	0.639	0.0318125	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
53.528	0.639	0.0438125	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
55.531	0.639	-0.0071875	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
57.535	0.639	-0.0441875	congruent	1.0	stroop	82	green	green	congruent	s628	False
60.084	0.639	-0.1311875	congruent	1.0	stroop	89	red	red	congruent	s628	False
62.223	0.639	-0.1531875	congruent	1.0	stroop	89	red	red	congruent	s628	False
64.225	0.639	-0.0271875	congruent	1.0	stroop	89	red	red	congruent	s628	False
66.228	0.639	-0.1211875	congruent	1.0	stroop	89	red	red	congruent	s628	False
68.503	0.639	0.5828125	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
70.506	0.639	-0.0381875	congruent	1.0	stroop	82	green	green	congruent	s628	False
72.511	0.639	0.0878125	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
74.65	0.639	0.1028125	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
76.653	0.639	-0.0061875	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
78.926	0.639	-0.0111875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
81.068	0.639	-0.2111875	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
83.478	0.639	-0.0391875	congruent	1.0	stroop	89	red	red	congruent	s628	False
85.48	0.639	-0.0091875	congruent	1.0	stroop	82	green	green	congruent	s628	False
87.485	0.639	0.1988125	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
90.303	0.639	0.0118125	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
92.306	0.639	0.1268125	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
94.312	0.639	-0.0581875	congruent	1.0	stroop	89	red	red	congruent	s628	False
96.452	0.639	-0.0651875	congruent	1.0	stroop	82	green	green	congruent	s628	False
98.457	0.639	0.2298125	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
100.461	0.639	-0.1351875	congruent	1.0	stroop	82	green	green	congruent	s628	False
102.464	0.639	-0.1541875	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
104.466	0.639	-0.0451875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
106.468	0.639	-0.1401875	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
108.472	0.639	-0.1511875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
110.474	0.639	0.0158125	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
112.751	0.639	-0.0521875	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
114.754	0.639	-0.1311875	congruent	1.0	stroop	82	green	green	congruent	s628	False
116.893	0.639	-0.1321875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
118.899	0.639	-0.0901875	congruent	1.0	stroop	82	green	green	congruent	s628	False
121.037	0.639	0.0298125	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
123.039	0.639	-0.1811875	congruent	1.0	stroop	82	green	green	congruent	s628	False
125.042	0.639	0.1818125	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
127.045	0.639	0.2508125	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
129.32	0.639	-0.0181875	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
131.325	0.639	-0.0071875	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
133.463	0.639	-0.1131875	congruent	1.0	stroop	89	red	red	congruent	s628	False
135.873	0.639	-0.0051875	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
138.147	0.639	-0.1671875	congruent	1.0	stroop	82	green	green	congruent	s628	False
140.829	0.639	-0.0051875	congruent	1.0	stroop	89	red	red	congruent	s628	False
142.831	0.639	-0.0961875	congruent	1.0	stroop	82	green	green	congruent	s628	False
145.243	0.639	-0.0941875	congruent	1.0	stroop	89	red	red	congruent	s628	False
147.383	0.639	0.2088125	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
150.064	0.639	0.0898125	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
152.069	0.639	-0.0331875	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
154.209	0.639	-0.0161875	congruent	1.0	stroop	82	green	green	congruent	s628	False
157.162	0.639	0.1058125	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
159.167	0.639	0.0508125	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
161.444	0.639	-0.0961875	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
163.448	0.639	0.0128125	congruent	1.0	stroop	89	red	red	congruent	s628	False
165.451	0.639	0.0068125	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
167.453	0.639	0.0848125	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
169.459	0.639	0.0858125	congruent	1.0	stroop	89	red	red	congruent	s628	False
171.597	0.639	-0.0241875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
173.599	0.639	0.0018125	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
175.601	0.639	-0.0011875	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
177.738	0.639	0.0548125	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
179.741	0.639	0.0348125	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
181.746	0.639	0.0608125	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
183.888	0.639	0.0168125	congruent	1.0	stroop	82	green	green	congruent	s628	False
186.027	0.639	-0.0151875	congruent	1.0	stroop	89	red	red	congruent	s628	False
188.301	0.639	0.1068125	incongruent	1.0	stroop	82	green	blue	incongruent	s628	False
190.983	0.639	0.1108125	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
192.987	0.639	-0.0201875	congruent	1.0	stroop	82	green	green	congruent	s628	False
194.989	0.639	0.0618125	incongruent	1.0	stroop	89	red	blue	incongruent	s628	False
197.262	0.639	0.1158125	incongruent	1.0	stroop	71	blue	green	incongruent	s628	False
199.266	0.639	0.1608125	congruent	1.0	stroop	71	blue	blue	congruent	s628	False
201.268	0.639	0.1818125	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
203.271	0.639	-0.1091875	incongruent	1.0	stroop	82	green	red	incongruent	s628	False
205.273	0.639	-0.0261875	incongruent	1.0	stroop	71	blue	red	incongruent	s628	False
207.279	0.639	-0.0161875	incongruent	1.0	stroop	89	red	green	incongruent	s628	False
