movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	trigger_times	worker_id	junk	duration
34.86	26.765	7.06815934065934	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	98976,99656,100336,101016,101697,102376,103056,103736,104416,105096,105777,106456	s628	False	2.985
35.448	34.862	-0.4408406593406594	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	107136	s628	False	
36.79	35.45	0.3131593406593406	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	107816,108497	s628	False	
37.15	36.791	-0.6678406593406594	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim		s628	False	
37.767	37.151	-0.4108406593406594	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	109176	s628	False	
38.064	37.768	-0.7308406593406593	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim		s628	False	
38.068	38.069	-1.0278406593406595	0	UA_without_intermeidate	ward_and_allport	-1	2.0	poldrack-single-stim	109858,110536,111217,111896	s628	True	
44.563	40.271	3.2651593406593404	1	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	112577,113256,113937,114616,115296,115976	s628	False	2.985
44.879	44.564	-0.7118406593406594	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim		s628	False	
45.205	44.881	-0.7028406593406594	0	UA_without_intermeidate	ward_and_allport	82	3.0	poldrack-single-stim	116656	s628	False	
45.678	45.205	-0.5538406593406594	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	117336	s628	False	
46.451	45.68	-0.25584065934065936	0	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	118016	s628	False	
46.66	46.453	-0.8198406593406594	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim		s628	False	
46.663	46.664	-1.0278406593406595	0	UA_without_intermeidate	ward_and_allport	-1	3.0	poldrack-single-stim	118696,119377,120056	s628	True	
58.076	50.673	6.37615934065934	1	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	122098,122777,123456,124136,124816,125496,126176,126856,127536,128216,128896,129576	s628	False	2.985
58.367	58.078	-0.7378406593406593	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim		s628	False	
59.115	58.369	-0.2808406593406594	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	130256	s628	False	
59.391	59.115	-0.7508406593406594	0	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	130936	s628	False	
60.197	59.393	-0.22284065934065939	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	131616	s628	False	
60.492	60.198	-0.7328406593406593	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim		s628	False	
60.495	60.496	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	0.0	poldrack-single-stim	132296,132977,133656,134337	s628	True	
69.349	62.907	5.41515934065934	1	PA_without_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	135016,135697,136376,137056,137736,138416,139096,139777,140456	s628	False	2.985
69.651	69.35	-0.7258406593406593	0	PA_without_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	141139	s628	False	
70.417	69.653	-0.26284065934065937	0	PA_without_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	141816	s628	False	
71.398	70.418	-0.04684065934065938	0	PA_without_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	142498	s628	False	
72.335	71.4	-0.09184065934065938	0	PA_without_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	143176,143857	s628	False	
72.778	72.335	-0.5838406593406594	0	PA_without_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	144537	s628	False	
72.784	72.785	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	1.0	poldrack-single-stim	145217,145897,146577	s628	True	
82.588	75.467	6.09415934065934	1	PA_with_intermediate	ward_and_allport	82	2.0	poldrack-single-stim	147257,147937,148617,149297,149977,150657,151336,152016,152697,153376,154056	s628	False	2.985
82.92	82.589	-0.6958406593406594	0	PA_with_intermediate	ward_and_allport	89	2.0	poldrack-single-stim		s628	False	
84.299	82.922	0.3501593406593406	0	PA_with_intermediate	ward_and_allport	82	2.0	poldrack-single-stim	154736,155416	s628	False	
85.219	84.299	-0.10684065934065938	0	PA_with_intermediate	ward_and_allport	71	2.0	poldrack-single-stim	156096,156776	s628	False	
86.426	85.221	0.1781593406593406	0	PA_with_intermediate	ward_and_allport	89	2.0	poldrack-single-stim	157456,158137	s628	False	
86.689	86.428	-0.7658406593406594	0	PA_with_intermediate	ward_and_allport	82	2.0	poldrack-single-stim		s628	False	
86.691	86.692	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	2.0	poldrack-single-stim	158816,159497,160176,160857,161536,162217,162897	s628	True	
96.232	91.415	3.790159340659341	1	PA_without_intermediate	ward_and_allport	89	3.0	poldrack-single-stim	163577,164256,164937,165616,166297,166976,167657	s628	False	2.985
97.397	96.233	0.1371593406593406	0	PA_without_intermediate	ward_and_allport	71	3.0	poldrack-single-stim	168336,169017	s628	False	
99.009	97.4	0.5821593406593406	0	PA_without_intermediate	ward_and_allport	89	3.0	poldrack-single-stim	169697,170376	s628	False	
99.541	99.009	-0.4948406593406594	0	PA_without_intermediate	ward_and_allport	71	3.0	poldrack-single-stim	171057	s628	False	
100.069	99.544	-0.5018406593406594	0	PA_without_intermediate	ward_and_allport	89	3.0	poldrack-single-stim	171737	s628	False	
100.4	100.071	-0.6978406593406594	0	PA_without_intermediate	ward_and_allport	82	3.0	poldrack-single-stim		s628	False	
100.407	100.408	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	3.0	poldrack-single-stim	172417,173098,173777,174457,175137	s628	True	
107.771	103.635	3.1091593406593407	1	PA_without_intermediate	ward_and_allport	71	4.0	poldrack-single-stim	175817,176497,177177,177857,178537,179217	s628	False	2.985
108.161	107.771	-0.6368406593406594	0	PA_without_intermediate	ward_and_allport	82	4.0	poldrack-single-stim	179896	s628	False	
108.548	108.163	-0.6418406593406594	0	PA_without_intermediate	ward_and_allport	71	4.0	poldrack-single-stim		s628	False	
108.932	108.549	-0.6438406593406594	0	PA_without_intermediate	ward_and_allport	82	4.0	poldrack-single-stim	180576	s628	False	
110.097	108.936	0.13415934065934063	0	PA_without_intermediate	ward_and_allport	71	4.0	poldrack-single-stim	181257	s628	False	
110.427	110.097	-0.6968406593406594	0	PA_without_intermediate	ward_and_allport	89	4.0	poldrack-single-stim	181936	s628	False	
110.431	110.432	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	4.0	poldrack-single-stim	182617,183297,183977	s628	True	
117.309	112.707	3.5751593406593405	1	PA_with_intermediate	ward_and_allport	82	5.0	poldrack-single-stim	184656,185337,186016,186697,187376,188057,188736	s628	False	2.985
117.881	117.31	-0.45584065934065937	0	PA_with_intermediate	ward_and_allport	89	5.0	poldrack-single-stim	189417	s628	False	
118.865	117.884	-0.04584065934065939	0	PA_with_intermediate	ward_and_allport	82	5.0	poldrack-single-stim	190096	s628	False	
119.214	118.865	-0.6778406593406594	0	PA_with_intermediate	ward_and_allport	71	5.0	poldrack-single-stim	190777	s628	False	
120.167	119.217	-0.07684065934065938	0	PA_with_intermediate	ward_and_allport	89	5.0	poldrack-single-stim	191456	s628	False	
120.745	120.168	-0.44984065934065937	0	PA_with_intermediate	ward_and_allport	82	5.0	poldrack-single-stim	192136	s628	False	
120.751	120.752	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	5.0	poldrack-single-stim	192816,193498,194176,194857,195536	s628	True	
128.222	124.386	2.8091593406593405	1	PA_without_intermediate	ward_and_allport	71	6.0	poldrack-single-stim	196217,196896,197577,198257,198938,199617	s628	False	2.985
128.759	128.223	-0.4908406593406594	0	PA_without_intermediate	ward_and_allport	82	6.0	poldrack-single-stim	200297	s628	False	
129.181	128.762	-0.6078406593406593	0	PA_without_intermediate	ward_and_allport	71	6.0	poldrack-single-stim		s628	False	
129.551	129.183	-0.6588406593406594	0	PA_without_intermediate	ward_and_allport	89	6.0	poldrack-single-stim	200979	s628	False	
130.194	129.554	-0.38684065934065937	0	PA_without_intermediate	ward_and_allport	71	6.0	poldrack-single-stim	201658	s628	False	
130.769	130.195	-0.45284065934065937	0	PA_without_intermediate	ward_and_allport	82	6.0	poldrack-single-stim	202337	s628	False	
130.775	130.776	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	6.0	poldrack-single-stim	203018,203697,204378	s628	True	
138.705	133.188	4.49015934065934	1	PA_without_intermediate	ward_and_allport	82	7.0	poldrack-single-stim	205057,205738,206417,207098,207776,208456,209137,209816	s628	False	2.985
139.017	138.706	-0.7158406593406594	0	PA_without_intermediate	ward_and_allport	71	7.0	poldrack-single-stim	210496	s628	False	
139.49	139.019	-0.5558406593406594	0	PA_without_intermediate	ward_and_allport	82	7.0	poldrack-single-stim	211176	s628	False	
139.97	139.49	-0.5468406593406594	0	PA_without_intermediate	ward_and_allport	89	7.0	poldrack-single-stim		s628	False	
141.081	139.973	0.08115934065934062	0	PA_without_intermediate	ward_and_allport	82	7.0	poldrack-single-stim	211856,212536	s628	False	
141.43	141.082	-0.6788406593406594	0	PA_without_intermediate	ward_and_allport	71	7.0	poldrack-single-stim		s628	False	
141.435	141.436	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	7.0	poldrack-single-stim	213217,213897,214577	s628	True	
148.86	143.438	4.39515934065934	1	PA_with_intermediate	ward_and_allport	82	8.0	poldrack-single-stim	215256,215937,216616,217297,217976,218657,219337,220017	s628	False	2.985
149.193	148.861	-0.6948406593406594	0	PA_with_intermediate	ward_and_allport	71	8.0	poldrack-single-stim	220697	s628	False	
149.586	149.197	-0.6378406593406594	0	PA_with_intermediate	ward_and_allport	82	8.0	poldrack-single-stim		s628	False	
150.102	149.587	-0.5118406593406594	0	PA_with_intermediate	ward_and_allport	89	8.0	poldrack-single-stim	221377	s628	False	
151.191	150.105	0.059159340659340615	0	PA_with_intermediate	ward_and_allport	71	8.0	poldrack-single-stim	222057,222737	s628	False	
151.494	151.192	-0.7248406593406593	0	PA_with_intermediate	ward_and_allport	82	8.0	poldrack-single-stim		s628	False	
151.501	151.502	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	8.0	poldrack-single-stim	223417,224098,224777	s628	True	
159.407	153.506	4.87415934065934	1	PA_with_intermediate	ward_and_allport	71	9.0	poldrack-single-stim	225457,226137,226817,227497,228177,228857,229537,230217,230897	s628	False	2.985
159.786	159.408	-0.6488406593406594	0	PA_with_intermediate	ward_and_allport	89	9.0	poldrack-single-stim		s628	False	
160.178	159.789	-0.6378406593406594	0	PA_with_intermediate	ward_and_allport	71	9.0	poldrack-single-stim	231578	s628	False	
160.525	160.179	-0.6808406593406594	0	PA_with_intermediate	ward_and_allport	82	9.0	poldrack-single-stim	232257	s628	False	
161.154	160.529	-0.4018406593406594	0	PA_with_intermediate	ward_and_allport	89	9.0	poldrack-single-stim		s628	False	
161.494	161.154	-0.6868406593406594	0	PA_with_intermediate	ward_and_allport	71	9.0	poldrack-single-stim	232937	s628	False	
161.501	161.502	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	9.0	poldrack-single-stim	233617,234298,234978	s628	True	
167.736	163.507	3.2021593406593407	1	PA_with_intermediate	ward_and_allport	82	10.0	poldrack-single-stim	235657,236338,237016,237697,238376,239057	s628	False	2.985
168.226	167.738	-0.5388406593406594	0	PA_with_intermediate	ward_and_allport	71	10.0	poldrack-single-stim	239737	s628	False	
168.661	168.229	-0.5948406593406594	0	PA_with_intermediate	ward_and_allport	82	10.0	poldrack-single-stim	240417	s628	False	
169.071	168.662	-0.6178406593406593	0	PA_with_intermediate	ward_and_allport	89	10.0	poldrack-single-stim		s628	False	
169.801	169.074	-0.2998406593406594	0	PA_with_intermediate	ward_and_allport	71	10.0	poldrack-single-stim	241096	s628	False	
170.078	169.802	-0.7508406593406594	0	PA_with_intermediate	ward_and_allport	82	10.0	poldrack-single-stim	241777	s628	False	
170.084	170.085	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	10.0	poldrack-single-stim	242457,243137,243817	s628	True	
183.065	172.497	9.54115934065934	1	PA_without_intermediate	ward_and_allport	82	11.0	poldrack-single-stim	244498,245177,245857,246537,247217,247897,248577,249257,249937,250617,251298,251977,252658,253337,254018,254698	s628	False	2.985
184.879	183.066	0.7861593406593406	0	PA_without_intermediate	ward_and_allport	89	11.0	poldrack-single-stim	255378,256057	s628	False	
185.779	184.883	-0.1308406593406594	0	PA_without_intermediate	ward_and_allport	82	11.0	poldrack-single-stim	256738,257417	s628	False	
186.325	185.78	-0.4818406593406594	0	PA_without_intermediate	ward_and_allport	89	11.0	poldrack-single-stim	258098	s628	False	
187.254	186.328	-0.10084065934065939	0	PA_without_intermediate	ward_and_allport	82	11.0	poldrack-single-stim	258777	s628	False	
187.467	187.256	-0.8158406593406594	0	PA_without_intermediate	ward_and_allport	71	11.0	poldrack-single-stim		s628	False	
187.474	187.475	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	11.0	poldrack-single-stim	259458,260137,260818,261497	s628	True	
198.356	190.295	7.034159340659341	1	PA_with_intermediate	ward_and_allport	71	12.0	poldrack-single-stim	262178,262857,263538,264217,264898,265576,266257,266937,267617,268297,268977,269657	s628	False	2.985
198.751	198.357	-0.6328406593406594	0	PA_with_intermediate	ward_and_allport	82	12.0	poldrack-single-stim	270337	s628	False	
199.244	198.754	-0.5368406593406594	0	PA_with_intermediate	ward_and_allport	71	12.0	poldrack-single-stim	271017	s628	False	
199.528	199.246	-0.7448406593406594	0	PA_with_intermediate	ward_and_allport	89	12.0	poldrack-single-stim		s628	False	
200.304	199.531	-0.25384065934065936	0	PA_with_intermediate	ward_and_allport	82	12.0	poldrack-single-stim	271697	s628	False	
200.98	200.306	-0.3528406593406594	0	PA_with_intermediate	ward_and_allport	71	12.0	poldrack-single-stim	272377	s628	False	
200.984	200.985	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	12.0	poldrack-single-stim	273058,273737,274418,275098,275778,276457	s628	True	
209.36	205.165	3.1681593406593405	1	PA_with_intermediate	ward_and_allport	71	13.0	poldrack-single-stim	277137,277817,278498,279177,279858,280537	s628	False	2.985
209.638	209.362	-0.7508406593406594	0	PA_with_intermediate	ward_and_allport	82	13.0	poldrack-single-stim	281218	s628	False	
209.989	209.641	-0.6788406593406594	0	PA_with_intermediate	ward_and_allport	71	13.0	poldrack-single-stim		s628	False	
210.426	209.989	-0.5898406593406594	0	PA_with_intermediate	ward_and_allport	89	13.0	poldrack-single-stim	281897	s628	False	
211.198	210.43	-0.25884065934065936	0	PA_with_intermediate	ward_and_allport	82	13.0	poldrack-single-stim	282579	s628	False	
211.51	211.199	-0.7158406593406594	0	PA_with_intermediate	ward_and_allport	71	13.0	poldrack-single-stim	283257	s628	False	
211.518	211.519	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	13.0	poldrack-single-stim	283938,284617,285299,285977	s628	True	
220.482	214.882	4.57315934065934	1	PA_with_intermediate	ward_and_allport	89	14.0	poldrack-single-stim	286657,287337,288018,288697,289378,290058,290738,291418,292098	s628	False	2.985
220.8	220.483	-0.7098406593406594	0	PA_with_intermediate	ward_and_allport	82	14.0	poldrack-single-stim		s628	False	
221.671	220.804	-0.15984065934065939	0	PA_with_intermediate	ward_and_allport	89	14.0	poldrack-single-stim	292778	s628	False	
222.023	221.672	-0.6758406593406594	0	PA_with_intermediate	ward_and_allport	71	14.0	poldrack-single-stim	293458	s628	False	
222.763	222.027	-0.2908406593406594	0	PA_with_intermediate	ward_and_allport	82	14.0	poldrack-single-stim	294137	s628	False	
222.966	222.765	-0.8258406593406594	0	PA_with_intermediate	ward_and_allport	71	14.0	poldrack-single-stim		s628	False	
222.974	222.975	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	14.0	poldrack-single-stim	294817,295498,296177	s628	True	
233.539	229.982	2.5301593406593406	1	PA_without_intermediate	ward_and_allport	89	15.0	poldrack-single-stim	302297,302977,303658,304337,305018	s628	False	2.985
233.799	233.54	-0.7678406593406594	0	PA_without_intermediate	ward_and_allport	82	15.0	poldrack-single-stim		s628	False	
234.219	233.805	-0.6128406593406593	0	PA_without_intermediate	ward_and_allport	89	15.0	poldrack-single-stim	305698	s628	False	
234.923	234.219	-0.32284065934065936	0	PA_without_intermediate	ward_and_allport	82	15.0	poldrack-single-stim	306378	s628	False	
235.808	234.926	-0.14484065934065937	0	PA_without_intermediate	ward_and_allport	89	15.0	poldrack-single-stim	307057	s628	False	
236.107	235.809	-0.7288406593406593	0	PA_without_intermediate	ward_and_allport	71	15.0	poldrack-single-stim	307738	s628	False	
236.113	236.114	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	15.0	poldrack-single-stim	308417,309098,309777	s628	True	
243.422	238.526	3.8691593406593405	1	PA_with_intermediate	ward_and_allport	71	16.0	poldrack-single-stim	310458,311137,311818,312497,313178,313858,314538	s628	False	2.985
243.882	243.424	-0.5688406593406594	0	PA_with_intermediate	ward_and_allport	89	16.0	poldrack-single-stim	315218	s628	False	
244.273	243.886	-0.6398406593406594	0	PA_with_intermediate	ward_and_allport	71	16.0	poldrack-single-stim	315898	s628	False	
244.634	244.275	-0.6678406593406594	0	PA_with_intermediate	ward_and_allport	82	16.0	poldrack-single-stim		s628	False	
245.36	244.638	-0.3048406593406594	0	PA_with_intermediate	ward_and_allport	89	16.0	poldrack-single-stim	316578	s628	False	
245.65	245.361	-0.7378406593406593	0	PA_with_intermediate	ward_and_allport	82	16.0	poldrack-single-stim	317258	s628	False	
245.658	245.659	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	16.0	poldrack-single-stim	317938,318618,319298,319978	s628	True	
252.128	248.479	2.6221593406593406	1	PA_without_intermediate	ward_and_allport	82	17.0	poldrack-single-stim	320658,321338,322017,322698,323377	s628	False	2.985
252.44	252.13	-0.7168406593406594	0	PA_without_intermediate	ward_and_allport	89	17.0	poldrack-single-stim	324058	s628	False	
253.401	252.445	-0.07084065934065939	0	PA_without_intermediate	ward_and_allport	82	17.0	poldrack-single-stim	324737	s628	False	
253.833	253.402	-0.5958406593406594	0	PA_without_intermediate	ward_and_allport	71	17.0	poldrack-single-stim	325417	s628	False	
254.846	253.838	-0.018840659340659385	0	PA_without_intermediate	ward_and_allport	82	17.0	poldrack-single-stim	326098	s628	False	
255.273	254.847	-0.6008406593406593	0	PA_without_intermediate	ward_and_allport	89	17.0	poldrack-single-stim	326778	s628	False	
255.278	255.279	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	17.0	poldrack-single-stim	327457,328138,328817,329498	s628	True	
261.267	258.373	1.8671593406593405	1	PA_without_intermediate	ward_and_allport	71	18.0	poldrack-single-stim	330177,330858,331537,332218,332897	s628	False	2.985
261.582	261.269	-0.7138406593406594	0	PA_without_intermediate	ward_and_allport	89	18.0	poldrack-single-stim		s628	False	
262.1	261.588	-0.5148406593406594	0	PA_without_intermediate	ward_and_allport	71	18.0	poldrack-single-stim	333578	s628	False	
262.649	262.1	-0.4778406593406594	0	PA_without_intermediate	ward_and_allport	82	18.0	poldrack-single-stim	334257	s628	False	
263.067	262.655	-0.6148406593406593	0	PA_without_intermediate	ward_and_allport	71	18.0	poldrack-single-stim		s628	False	
263.638	263.068	-0.45684065934065937	0	PA_without_intermediate	ward_and_allport	89	18.0	poldrack-single-stim	334938	s628	False	
263.645	263.646	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	18.0	poldrack-single-stim	335617,336299,336978	s628	True	
269.385	265.787	2.5711593406593405	1	PA_without_intermediate	ward_and_allport	71	19.0	poldrack-single-stim	337658,338338,339018,339698,340377,341058	s628	False	2.985
269.684	269.386	-0.7288406593406593	0	PA_without_intermediate	ward_and_allport	89	19.0	poldrack-single-stim		s628	False	
269.97	269.69	-0.7468406593406594	0	PA_without_intermediate	ward_and_allport	71	19.0	poldrack-single-stim	341739	s628	False	
270.242	269.971	-0.7558406593406594	0	PA_without_intermediate	ward_and_allport	82	19.0	poldrack-single-stim		s628	False	
270.549	270.248	-0.7258406593406593	0	PA_without_intermediate	ward_and_allport	71	19.0	poldrack-single-stim		s628	False	
270.861	270.549	-0.7148406593406594	0	PA_without_intermediate	ward_and_allport	89	19.0	poldrack-single-stim	342418	s628	False	
270.87	270.871	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	19.0	poldrack-single-stim	343098,343778,344459,345138,345819,346499,347179,347858,348539,349218	s628	True	
281.306	278.044	2.2351593406593406	1	PA_without_intermediate	ward_and_allport	89	20.0	poldrack-single-stim	349898,350577,351258,351937,352618	s628	False	2.985
281.617	281.307	-0.7168406593406594	0	PA_without_intermediate	ward_and_allport	82	20.0	poldrack-single-stim	353297	s628	False	
281.986	281.622	-0.6628406593406594	0	PA_without_intermediate	ward_and_allport	89	20.0	poldrack-single-stim		s628	False	
282.238	281.988	-0.7768406593406594	0	PA_without_intermediate	ward_and_allport	82	20.0	poldrack-single-stim	353978	s628	False	
282.605	282.244	-0.6658406593406594	0	PA_without_intermediate	ward_and_allport	89	20.0	poldrack-single-stim		s628	False	
282.861	282.605	-0.7708406593406594	0	PA_without_intermediate	ward_and_allport	71	20.0	poldrack-single-stim		s628	False	
282.87	282.871	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	20.0	poldrack-single-stim	354660,355338,356017,356699,357377	s628	True	
289.132	285.693	2.4121593406593407	1	PA_with_intermediate	ward_and_allport	71	21.0	poldrack-single-stim	358058,358737,359418,360098,360778	s628	False	2.985
289.414	289.132	-0.7448406593406594	0	PA_with_intermediate	ward_and_allport	89	21.0	poldrack-single-stim		s628	False	
289.733	289.419	-0.7128406593406594	0	PA_with_intermediate	ward_and_allport	71	21.0	poldrack-single-stim	361458	s628	False	
290.168	289.735	-0.5938406593406594	0	PA_with_intermediate	ward_and_allport	82	21.0	poldrack-single-stim		s628	False	
290.514	290.174	-0.6868406593406594	0	PA_with_intermediate	ward_and_allport	89	21.0	poldrack-single-stim	362138	s628	False	
290.832	290.515	-0.7098406593406594	0	PA_with_intermediate	ward_and_allport	82	21.0	poldrack-single-stim		s628	False	
290.839	290.84	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	21.0	poldrack-single-stim	362818,363498,364178,364858,365538	s628	True	
296.872	293.798	2.0471593406593405	1	PA_with_intermediate	ward_and_allport	89	22.0	poldrack-single-stim	366218,366899,367578,368258	s628	False	2.985
297.156	296.874	-0.7448406593406594	0	PA_with_intermediate	ward_and_allport	71	22.0	poldrack-single-stim		s628	False	
297.472	297.161	-0.7158406593406594	0	PA_with_intermediate	ward_and_allport	89	22.0	poldrack-single-stim	368938	s628	False	
297.784	297.473	-0.7158406593406594	0	PA_with_intermediate	ward_and_allport	82	22.0	poldrack-single-stim		s628	False	
298.152	297.789	-0.6638406593406594	0	PA_with_intermediate	ward_and_allport	71	22.0	poldrack-single-stim	369618	s628	False	
298.438	298.154	-0.7428406593406593	0	PA_with_intermediate	ward_and_allport	82	22.0	poldrack-single-stim		s628	False	
298.444	298.445	-1.0278406593406595	0	PA_with_intermediate	ward_and_allport	-1	22.0	poldrack-single-stim	370298,370978,371658,372338	s628	True	
308.788	300.587	7.17415934065934	1	PA_without_intermediate	ward_and_allport	82	23.0	poldrack-single-stim	373019,373698,374379,375058,375739,376418,377100,377778,378457,379138,379817,380498	s628	False	2.985
309.551	308.789	-0.26484065934065937	0	PA_without_intermediate	ward_and_allport	71	23.0	poldrack-single-stim	381177	s628	False	
310.645	309.557	0.061159340659340616	0	PA_without_intermediate	ward_and_allport	82	23.0	poldrack-single-stim	381858	s628	False	
310.964	310.645	-0.7078406593406594	0	PA_without_intermediate	ward_and_allport	71	23.0	poldrack-single-stim	382537	s628	False	
311.393	310.969	-0.6028406593406593	0	PA_without_intermediate	ward_and_allport	82	23.0	poldrack-single-stim		s628	False	
311.743	311.394	-0.6778406593406594	0	PA_without_intermediate	ward_and_allport	89	23.0	poldrack-single-stim	383218	s628	False	
311.749	311.75	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	23.0	poldrack-single-stim	383897,384578,385257,385938	s628	True	
319.294	314.435	3.8321593406593406	1	PA_without_intermediate	ward_and_allport	82	24.0	poldrack-single-stim	386618,387299,387978,388658,389338,390018,390698	s628	False	2.985
319.635	319.295	-0.6868406593406594	0	PA_without_intermediate	ward_and_allport	89	24.0	poldrack-single-stim	391378	s628	False	
320.027	319.641	-0.6408406593406594	0	PA_without_intermediate	ward_and_allport	82	24.0	poldrack-single-stim		s628	False	
320.831	320.029	-0.2248406593406594	0	PA_without_intermediate	ward_and_allport	71	24.0	poldrack-single-stim	392058	s628	False	
321.602	320.837	-0.26184065934065937	0	PA_without_intermediate	ward_and_allport	82	24.0	poldrack-single-stim	392738	s628	False	
321.876	321.603	-0.7538406593406594	0	PA_without_intermediate	ward_and_allport	89	24.0	poldrack-single-stim	393418	s628	False	
321.885	321.886	-1.0278406593406595	0	PA_without_intermediate	ward_and_allport	-1	24.0	poldrack-single-stim	394098,394778,395459,396138	s628	True	
332.863	324.981	6.85515934065934	1	PA_with_intermediate	ward_and_allport	82	25.0	poldrack-single-stim	396819,397499,398179,398858,399539,400218,400900,401579,402259,402938,403619,404298	s628	False	2.985
333.266	332.864	-0.6248406593406594	0	PA_with_intermediate	ward_and_allport	71	25.0	poldrack-single-stim	404979	s628	False	
